"symbol"	"whichMAX"
"2198"	"Cst7"	"Neutro"
"2199"	"Csta2"	"Neutro"
"2200"	"Csta3"	"Neutro"
"2201"	"Cstad"	"ECs"
"2202"	"Cstb"	"Neutro"
"2203"	"Cstdc2"	"ECs"
"2204"	"Cstdc4"	"Neutro"
"2205"	"CT868723.1"	"sCs"
"2206"	"Ctcfl"	"Neutro"
"2207"	"Ctdp1"	"Neutro"
"2208"	"Ctdspl"	"FAPs"
"2209"	"Ctf1"	"sCs"
"2210"	"Ctf2"	"sCs"
"2211"	"Cth"	"FAPs"
"2212"	"Cthrc1"	"FAPs"
"2213"	"Ctif"	"ECs"
"2214"	"Ctla2a"	"ECs"
"2215"	"Ctla2b"	"M2"
"2216"	"Ctnna3"	"sCs"
"2217"	"Ctnnal1"	"sCs"
"2218"	"Ctnnbip1"	"ECs"
"2219"	"Ctnnd2"	"M2"
"2220"	"Ctns"	"M2"
"2221"	"Ctps"	"FAPs"
"2222"	"Ctrb1"	"sCs"
"2223"	"Ctrl"	"M1"
"2224"	"Ctsa"	"M2"
"2225"	"Ctsb"	"M1"
"2226"	"Ctsc"	"M2"
"2227"	"Ctsd"	"M1"
"2228"	"Ctse"	"Neutro"
"2229"	"Ctsf"	"sCs"
"2230"	"Ctsh"	"M2"
"2231"	"Ctsk"	"FAPs"
"2232"	"Ctso"	"M2"
"2233"	"Ctss"	"M2"
"2234"	"Ctsw"	"M2"
"2235"	"Ctsz"	"M2"
"2236"	"Cttn"	"FAPs"
"2237"	"Cttnbp2"	"ECs"
"2238"	"Cttnbp2nl"	"M2"
"2239"	"Ctu1"	"FAPs"
"2240"	"Ctu2"	"FAPs"
"2241"	"Ctxn1"	"sCs"
"2242"	"Ctxn3"	"sCs"
"2243"	"Cubn"	"FAPs"
"2244"	"Cuedc1"	"ECs"
"2245"	"Cul7"	"FAPs"
"2246"	"Cul9"	"M2"
"2247"	"Cutal"	"ECs"
"2248"	"Cux2"	"FAPs"
"2249"	"Cuzd1"	"FAPs"
"2250"	"Cwc25"	"Neutro"
"2251"	"Cx3cl1"	"FAPs"
"2252"	"Cx3cr1"	"M2"
"2253"	"Cxadr"	"Neutro"
"2254"	"Cxcl1"	"FAPs"
"2255"	"Cxcl10"	"M1"
"2256"	"Cxcl12"	"FAPs"
"2257"	"Cxcl13"	"FAPs"
"2258"	"Cxcl14"	"FAPs"
"2259"	"Cxcl16"	"M2"
"2260"	"Cxcl17"	"ECs"
"2261"	"Cxcl2"	"Neutro"
"2262"	"Cxcl3"	"Neutro"
"2263"	"Cxcl5"	"FAPs"
"2264"	"Cxcl9"	"M2"
"2265"	"Cxcr1"	"Neutro"
"2266"	"Cxcr2"	"Neutro"
"2267"	"Cxcr3"	"Neutro"
"2268"	"Cxcr4"	"Neutro"
"2269"	"Cxcr5"	"Neutro"
"2270"	"Cxcr6"	"ECs"
"2271"	"Cxxc4"	"ECs"
"2272"	"Cxxc5"	"FAPs"
"2273"	"Cyb561"	"ECs"
"2274"	"Cyb561a3"	"Neutro"
"2275"	"Cyb561d1"	"Neutro"
"2276"	"Cyb561d2"	"M2"
"2277"	"Cyb5a"	"FAPs"
"2278"	"Cyb5b"	"FAPs"
"2279"	"Cyb5r1"	"Neutro"
"2280"	"Cyb5r2"	"sCs"
"2281"	"Cyb5rl"	"FAPs"
"2282"	"Cyba"	"M2"
"2283"	"Cybb"	"M2"
"2284"	"Cybrd1"	"FAPs"
"2285"	"Cyfip2"	"Neutro"
"2286"	"Cygb"	"FAPs"
"2287"	"Cyp11a1"	"ECs"
"2288"	"Cyp17a1"	"sCs"
"2289"	"Cyp1a1"	"ECs"
"2290"	"Cyp1b1"	"FAPs"
"2291"	"Cyp20a1"	"FAPs"
"2292"	"Cyp26a1"	"Neutro"
"2293"	"Cyp26b1"	"FAPs"
"2294"	"Cyp26c1"	"Neutro"
"2295"	"Cyp27a1"	"M2"
"2296"	"Cyp27b1"	"FAPs"
"2297"	"Cyp2ab1"	"M2"
"2298"	"Cyp2c55"	"FAPs"
"2299"	"Cyp2d10"	"ECs"
"2300"	"Cyp2d11"	"ECs"
"2301"	"Cyp2d22"	"ECs"
"2302"	"Cyp2f2"	"FAPs"
"2303"	"Cyp2j6"	"FAPs"
"2304"	"Cyp2j9"	"sCs"
"2305"	"Cyp2t4"	"M2"
"2306"	"Cyp2u1"	"FAPs"
"2307"	"Cyp39a1"	"FAPs"
"2308"	"Cyp3a13"	"Neutro"
"2309"	"Cyp46a1"	"FAPs"
"2310"	"Cyp4a32"	"ECs"
"2311"	"Cyp4b1"	"ECs"
"2312"	"Cyp4f13"	"M2"
"2313"	"Cyp4f14"	"sCs"
"2314"	"Cyp4f16"	"M2"
"2315"	"Cyp4f17"	"FAPs"
"2316"	"Cyp4f18"	"Neutro"
"2317"	"Cyp4f37"	"M2"
"2318"	"Cyp4v3"	"M2"
"2319"	"Cyp51"	"FAPs"
"2320"	"Cyp7b1"	"FAPs"
"2321"	"Cyren"	"M2"
"2322"	"Cys1"	"sCs"
"2323"	"Cysltr1"	"M2"
"2324"	"Cysltr2"	"M2"
"2325"	"Cystm1"	"sCs"
"2326"	"Cyth3"	"FAPs"
"2327"	"Cyth4"	"M2"
"2328"	"Cytip"	"Neutro"
"2329"	"Cytl1"	"ECs"
"2330"	"Cyyr1"	"ECs"
"2331"	"D030056L22Rik"	"FAPs"
"2332"	"D10Wsu102e"	"FAPs"
"2333"	"D130040H23Rik"	"M2"
"2334"	"D130043K22Rik"	"Neutro"
"2335"	"D17H6S53E"	"M2"
"2336"	"D1Ertd622e"	"Neutro"
"2337"	"D3Ertd751e"	"sCs"
"2338"	"D430041D05Rik"	"sCs"
"2339"	"D630003M21Rik"	"sCs"
"2340"	"D630023F18Rik"	"Neutro"
"2341"	"D630039A03Rik"	"ECs"
"2342"	"D630045J12Rik"	"FAPs"
"2343"	"D6Ertd527e"	"FAPs"
"2344"	"D7Ertd443e"	"FAPs"
"2345"	"D830030K20Rik"	"ECs"
"2346"	"D930048N14Rik"	"ECs"
"2347"	"Daam2"	"sCs"
"2348"	"Dab2"	"M2"
"2349"	"Dab2ip"	"ECs"
"2350"	"Dach1"	"ECs"
"2351"	"Dach2"	"ECs"
"2352"	"Dact1"	"FAPs"
"2353"	"Dact2"	"FAPs"
"2354"	"Dact3"	"FAPs"
"2355"	"Dag1"	"sCs"
"2356"	"Dagla"	"FAPs"
"2357"	"Daglb"	"M2"
"2358"	"Dand5"	"FAPs"
"2359"	"Dap"	"FAPs"
"2360"	"Dap3"	"FAPs"
"2361"	"Dapk1"	"FAPs"
"2362"	"Dapk2"	"sCs"
"2363"	"Dapp1"	"M2"
"2364"	"Daxx"	"M1"
"2365"	"Dbf4"	"FAPs"
"2366"	"Dbil5"	"ECs"
"2367"	"Dbn1"	"FAPs"
"2368"	"Dbndd1"	"sCs"
"2369"	"Dbndd2"	"M2"
"2370"	"Dbp"	"Neutro"
"2371"	"Dbt"	"FAPs"
"2372"	"Dbx1"	"sCs"
"2373"	"Dbx2"	"FAPs"
"2374"	"Dcaf1"	"FAPs"
"2375"	"Dcbld1"	"ECs"
"2376"	"Dcbld2"	"FAPs"
"2377"	"Dcdc2b"	"FAPs"
"2378"	"Dchs1"	"ECs"
"2379"	"Dchs2"	"FAPs"
"2380"	"Dck"	"M1"
"2381"	"Dclk1"	"FAPs"
"2382"	"Dclk2"	"ECs"
"2383"	"Dclk3"	"sCs"
"2384"	"Dclre1b"	"Neutro"
"2385"	"Dclre1c"	"Neutro"
"2386"	"Dcn"	"FAPs"
"2387"	"Dcp1b"	"M2"
"2388"	"Dcst1"	"ECs"
"2389"	"Dcst2"	"Neutro"
"2390"	"Dcstamp"	"M2"
"2391"	"Dctd"	"FAPs"
"2392"	"Dctpp1"	"FAPs"
"2393"	"Dcun1d3"	"FAPs"
"2394"	"Dcx"	"sCs"
"2395"	"Dcxr"	"M2"
"2396"	"Ddah1"	"FAPs"
"2397"	"Ddah2"	"sCs"
"2398"	"Ddb2"	"M2"
"2399"	"Ddc"	"sCs"
"2400"	"Ddhd1"	"M2"
"2401"	"Ddi1"	"ECs"
"2402"	"Ddias"	"FAPs"
"2403"	"Ddit3"	"Neutro"
"2404"	"Ddit4"	"ECs"
"2405"	"Ddit4l"	"sCs"
"2406"	"Ddost"	"FAPs"
"2407"	"Ddr1"	"sCs"
"2408"	"Ddr2"	"FAPs"
"2409"	"Ddx1"	"FAPs"
"2410"	"Ddx11"	"FAPs"
"2411"	"Ddx18"	"FAPs"
"2412"	"Ddx25"	"sCs"
"2413"	"Ddx28"	"M2"
"2414"	"Ddx39"	"Neutro"
"2415"	"Ddx4"	"M1"
"2416"	"Ddx49"	"FAPs"
"2417"	"Ddx56"	"FAPs"
"2418"	"Ddx60"	"M2"
"2419"	"Decr1"	"FAPs"
"2420"	"Decr2"	"FAPs"
"2421"	"Dedd2"	"Neutro"
"2422"	"Def6"	"Neutro"
"2423"	"Def8"	"FAPs"
"2424"	"Defb12"	"Neutro"
"2425"	"Defb25"	"sCs"
"2426"	"Defb37"	"Neutro"
"2427"	"Defb38"	"Neutro"
"2428"	"Defb39"	"Neutro"
"2429"	"Defb40"	"Neutro"
"2430"	"Defb47"	"FAPs"
"2431"	"Defb48"	"FAPs"
"2432"	"Degs2"	"M1"
"2433"	"Denn2b"	"FAPs"
"2434"	"Dennd11"	"Neutro"
"2435"	"Dennd1a"	"M2"
"2436"	"Dennd1b"	"M2"
"2437"	"Dennd1c"	"Neutro"
"2438"	"Dennd2a"	"sCs"
"2439"	"Dennd2c"	"ECs"
"2440"	"Dennd2d"	"Neutro"
"2441"	"Dennd3"	"Neutro"
"2442"	"Dennd4a"	"Neutro"
"2443"	"Dennd4b"	"M2"
"2444"	"Dennd5b"	"ECs"
"2445"	"Dennd6b"	"ECs"
"2446"	"Denr"	"Neutro"
"2447"	"Depdc1a"	"FAPs"
"2448"	"Depdc1b"	"FAPs"
"2449"	"Depdc7"	"M1"
"2450"	"Depp1"	"ECs"
"2451"	"Deptor"	"sCs"
"2452"	"Derl3"	"sCs"
"2453"	"Des"	"sCs"
"2454"	"Desi1"	"FAPs"
"2455"	"Deup1"	"ECs"
"2456"	"Dexi"	"M2"
"2457"	"Dgat1"	"Neutro"
"2458"	"Dgat2"	"Neutro"
"2459"	"Dgat2l6"	"FAPs"
"2460"	"Dgcr6"	"FAPs"
"2461"	"Dgkb"	"sCs"
"2462"	"Dgkd"	"Neutro"
"2463"	"Dgke"	"ECs"
"2464"	"Dgkg"	"Neutro"
"2465"	"Dgkh"	"ECs"
"2466"	"Dgkq"	"Neutro"
"2467"	"Dglucy"	"Neutro"
"2468"	"Dhcr24"	"FAPs"
"2469"	"Dhcr7"	"FAPs"
"2470"	"Dhdh"	"M2"
"2471"	"Dhfr"	"FAPs"
"2472"	"Dhh"	"ECs"
"2473"	"Dhodh"	"FAPs"
"2474"	"Dhrs11"	"M2"
"2475"	"Dhrs13"	"FAPs"
"2476"	"Dhrs4"	"FAPs"
"2477"	"Dhrs7"	"Neutro"
"2478"	"Dhrs7b"	"FAPs"
"2479"	"Dhrs7c"	"sCs"
"2480"	"Dhrs9"	"Neutro"
"2481"	"Dhtkd1"	"sCs"
"2482"	"Dhx29"	"FAPs"
"2483"	"Dhx32"	"FAPs"
"2484"	"Dhx34"	"Neutro"
"2485"	"Dhx37"	"FAPs"
"2486"	"Dhx40"	"Neutro"
"2487"	"Dhx58"	"M1"
"2488"	"Diaph1"	"Neutro"
"2489"	"Diaph3"	"FAPs"
"2490"	"Dimt1"	"FAPs"
"2491"	"Dio2"	"sCs"
"2492"	"Dio3"	"FAPs"
"2493"	"Dip2a"	"FAPs"
"2494"	"Dip2b"	"Neutro"
"2495"	"Dip2c"	"FAPs"
"2496"	"Dipk1a"	"M2"
"2497"	"Dipk1b"	"FAPs"
"2498"	"Dipk2a"	"sCs"
"2499"	"Dipk2b"	"ECs"
"2500"	"Dis3"	"FAPs"
"2501"	"Disc1"	"M2"
"2502"	"Disp2"	"ECs"
"2503"	"Dixdc1"	"sCs"
"2504"	"Dkc1"	"FAPs"
"2505"	"Dkk2"	"FAPs"
"2506"	"Dkk3"	"FAPs"
"2507"	"Dlc1"	"FAPs"
"2508"	"Dlec1"	"sCs"
"2509"	"Dlg2"	"sCs"
"2510"	"Dlg3"	"FAPs"
"2511"	"Dlg4"	"FAPs"
"2512"	"Dlg5"	"FAPs"
"2513"	"Dlgap1"	"sCs"
"2514"	"Dlgap5"	"Neutro"
"2515"	"Dlk1"	"sCs"
"2516"	"Dlk2"	"sCs"
"2517"	"Dll1"	"ECs"
"2518"	"Dll3"	"ECs"
"2519"	"Dll4"	"ECs"
"2520"	"Dlx5"	"FAPs"
"2521"	"Dmac1"	"M2"
"2522"	"Dmac2"	"M2"
"2523"	"Dmac2l"	"FAPs"
"2524"	"Dmap1"	"FAPs"
"2525"	"Dmc1"	"FAPs"
"2526"	"Dmd"	"sCs"
"2527"	"Dmkn"	"Neutro"
"2528"	"Dmp1"	"sCs"
"2529"	"Dmpk"	"sCs"
"2530"	"Dmrt2"	"sCs"
"2531"	"Dmtn"	"FAPs"
"2532"	"Dmwd"	"sCs"
"2533"	"Dmxl2"	"Neutro"
"2534"	"Dna2"	"M2"
"2535"	"Dnaaf2"	"FAPs"
"2536"	"Dnaaf3"	"M2"
"2537"	"Dnaaf5"	"FAPs"
"2538"	"Dnah1"	"FAPs"
"2539"	"Dnah10"	"FAPs"
"2540"	"Dnah12"	"FAPs"
"2541"	"Dnah14"	"Neutro"
"2542"	"Dnah17"	"Neutro"
"2543"	"Dnah2"	"M2"
"2544"	"Dnah3"	"ECs"
"2545"	"Dnah6"	"Neutro"
"2546"	"Dnah7a"	"Neutro"
"2547"	"Dnah7b"	"sCs"
"2548"	"Dnah7c"	"sCs"
"2549"	"Dnah8"	"ECs"
"2550"	"Dnah9"	"Neutro"
"2551"	"Dnaic2"	"sCs"
"2552"	"Dnaja3"	"FAPs"
"2553"	"Dnaja4"	"ECs"
"2554"	"Dnajb13"	"Neutro"
"2555"	"Dnajb14"	"M2"
"2556"	"Dnajb2"	"Neutro"
"2557"	"Dnajb3"	"Neutro"
"2558"	"Dnajb4"	"FAPs"
"2559"	"Dnajb7"	"M2"
"2560"	"Dnajb8"	"sCs"
"2561"	"Dnajc10"	"FAPs"
"2562"	"Dnajc12"	"M1"
"2563"	"Dnajc15"	"M2"
"2564"	"Dnajc16"	"M2"
"2565"	"Dnajc18"	"FAPs"
"2566"	"Dnajc24"	"FAPs"
"2567"	"Dnajc25"	"FAPs"
"2568"	"Dnajc27"	"sCs"
"2569"	"Dnajc28"	"M2"
"2570"	"Dnajc3"	"FAPs"
"2571"	"Dnajc6"	"sCs"
"2572"	"Dnajc9"	"FAPs"
"2573"	"Dnal1"	"sCs"
"2574"	"Dnali1"	"FAPs"
"2575"	"Dnase1"	"FAPs"
"2576"	"Dnase1l1"	"M2"
"2577"	"Dnase1l2"	"Neutro"
"2578"	"Dnase1l3"	"M2"
"2579"	"Dnase2a"	"M2"
"2580"	"Dnd1"	"Neutro"
"2581"	"Dnhd1"	"Neutro"
"2582"	"Dnlz"	"FAPs"
"2583"	"Dnm1"	"FAPs"
"2584"	"Dnm2"	"Neutro"
"2585"	"Dnm3"	"ECs"
"2586"	"Dnmbp"	"Neutro"
"2587"	"Dnmt3a"	"M2"
"2588"	"Dnmt3b"	"sCs"
"2589"	"Dnmt3l"	"FAPs"
"2590"	"Dnpep"	"FAPs"
"2591"	"Dnph1"	"FAPs"
"2592"	"Doc2a"	"Neutro"
"2593"	"Doc2b"	"sCs"
"2594"	"Doc2g"	"ECs"
"2595"	"Dock10"	"M2"
"2596"	"Dock11"	"Neutro"
"2597"	"Dock2"	"Neutro"
"2598"	"Dock3"	"Neutro"
"2599"	"Dock4"	"Neutro"
"2600"	"Dock5"	"Neutro"
"2601"	"Dock6"	"ECs"
"2602"	"Dock7"	"FAPs"
"2603"	"Dock8"	"M2"
"2604"	"Dock9"	"ECs"
"2605"	"Dohh"	"FAPs"
"2606"	"Dok1"	"FAPs"
"2607"	"Dok2"	"M1"
"2608"	"Dok3"	"Neutro"
"2609"	"Dok4"	"ECs"
"2610"	"Dok5"	"FAPs"
"2611"	"Dok6"	"FAPs"
"2612"	"Dok7"	"sCs"
"2613"	"Dolk"	"FAPs"
"2614"	"Dop1b"	"Neutro"
"2615"	"Doxl1"	"sCs"
"2616"	"Dpagt1"	"FAPs"
"2617"	"Dpep1"	"FAPs"
"2618"	"Dpep2"	"M1"
"2619"	"Dpep2nb"	"Neutro"
"2620"	"Dpep3"	"Neutro"
"2621"	"Dpf1"	"FAPs"
"2622"	"Dpf3"	"ECs"
"2623"	"Dph1"	"FAPs"
"2624"	"Dph2"	"FAPs"
"2625"	"Dph5"	"FAPs"
"2626"	"Dph6"	"FAPs"
"2627"	"Dph7"	"FAPs"
"2628"	"Dpp4"	"M2"
"2629"	"Dpp6"	"sCs"
"2630"	"Dpp7"	"Neutro"
"2631"	"Dpp9"	"FAPs"
"2632"	"Dppa3"	"M2"
"2633"	"Dpt"	"FAPs"
"2634"	"Dpy19l3"	"sCs"
"2635"	"Dpyd"	"sCs"
"2636"	"Dpysl3"	"FAPs"
"2637"	"Dpysl4"	"sCs"
"2638"	"Dpysl5"	"sCs"
"2639"	"Dqx1"	"FAPs"
"2640"	"Dram1"	"FAPs"
"2641"	"Draxin"	"FAPs"
"2642"	"Drc3"	"FAPs"
"2643"	"Drc7"	"ECs"
"2644"	"Drd1"	"sCs"
"2645"	"Drg2"	"FAPs"
"2646"	"Drp2"	"sCs"
"2647"	"Dsc2"	"sCs"
"2648"	"Dscaml1"	"sCs"
"2649"	"Dscc1"	"FAPs"
"2650"	"Dse"	"FAPs"
"2651"	"Dsel"	"FAPs"
"2652"	"Dsg1c"	"sCs"
"2653"	"Dsn1"	"FAPs"
"2654"	"Dst"	"ECs"
"2655"	"Dtd1"	"FAPs"
"2656"	"Dtd2"	"FAPs"
"2657"	"Dtl"	"FAPs"
"2658"	"Dtna"	"sCs"
"2659"	"Dtnb"	"sCs"
"2660"	"Dtwd1"	"FAPs"
"2661"	"Dtwd2"	"FAPs"
"2662"	"Dtx1"	"ECs"
"2663"	"Dtx3"	"sCs"
"2664"	"Dtx3l"	"M2"
"2665"	"Dtx4"	"Neutro"
"2666"	"Dtymk"	"FAPs"
"2667"	"Duox1"	"FAPs"
"2668"	"Duoxa1"	"FAPs"
"2669"	"Dupd1"	"FAPs"
"2670"	"Dus2"	"FAPs"
"2671"	"Dus4l"	"FAPs"
"2672"	"Dusp1"	"Neutro"
"2673"	"Dusp10"	"sCs"
"2674"	"Dusp12"	"M2"
"2675"	"Dusp13"	"Neutro"
"2676"	"Dusp14"	"sCs"
"2677"	"Dusp15"	"sCs"
"2678"	"Dusp16"	"Neutro"
"2679"	"Dusp19"	"FAPs"
"2680"	"Dusp2"	"Neutro"
"2681"	"Dusp22"	"M2"
"2682"	"Dusp23"	"M1"
"2683"	"Dusp26"	"ECs"
"2684"	"Dusp27"	"sCs"
"2685"	"Dusp28"	"M2"
"2686"	"Dusp4"	"Neutro"
"2687"	"Dusp5"	"Neutro"
"2688"	"Dusp8"	"FAPs"
"2689"	"Dusp9"	"sCs"
"2690"	"Dut"	"FAPs"
"2691"	"Duxbl1"	"sCs"
"2692"	"Duxbl2"	"sCs"
"2693"	"Duxbl3"	"sCs"
"2694"	"Dvl2"	"Neutro"
"2695"	"Dym"	"Neutro"
"2696"	"Dync1i1"	"sCs"
"2697"	"Dync2h1"	"FAPs"
"2698"	"Dync2li1"	"sCs"
"2699"	"Dynll2"	"FAPs"
"2700"	"Dyrk3"	"Neutro"
"2701"	"Dysf"	"ECs"
"2702"	"Dzank1"	"sCs"
"2703"	"Dzip1"	"FAPs"
"2704"	"Dzip1l"	"FAPs"
"2705"	"Dzip3"	"FAPs"
"2706"	"E030018B13Rik"	"ECs"
"2707"	"E030030I06Rik"	"Neutro"
"2708"	"E130114P18Rik"	"sCs"
"2709"	"E130218I03Rik"	"sCs"
"2710"	"E130308A19Rik"	"sCs"
"2711"	"E130311K13Rik"	"FAPs"
"2712"	"E230025N22Rik"	"Neutro"
"2713"	"E2f1"	"FAPs"
"2714"	"E2f2"	"Neutro"
"2715"	"E2f3"	"sCs"
"2716"	"E2f5"	"FAPs"
"2717"	"E2f6"	"sCs"
"2718"	"E2f7"	"FAPs"
"2719"	"E2f8"	"sCs"
"2720"	"E430018J23Rik"	"sCs"
"2721"	"E4f1"	"Neutro"
"2722"	"Eaf2"	"ECs"
"2723"	"Ear2"	"M2"
"2724"	"Ear6"	"Neutro"
"2725"	"Ears2"	"sCs"
"2726"	"Ebf1"	"FAPs"
"2727"	"Ebf2"	"FAPs"
"2728"	"Ebf3"	"ECs"
"2729"	"Ebf4"	"ECs"
"2730"	"Ebi3"	"Neutro"
"2731"	"Ebna1bp2"	"FAPs"
"2732"	"Ebpl"	"FAPs"
"2733"	"Ece1"	"ECs"
"2734"	"Ece2"	"FAPs"
"2735"	"Echdc1"	"FAPs"
"2736"	"Echdc2"	"FAPs"
"2737"	"Echdc3"	"Neutro"
"2738"	"Eci3"	"FAPs"
"2739"	"Ecm1"	"FAPs"
"2740"	"Ecm2"	"FAPs"
"2741"	"Ecrg4"	"FAPs"
"2742"	"Ecscr"	"ECs"
"2743"	"Ecsit"	"FAPs"
"2744"	"Ect2"	"FAPs"
"2745"	"Ect2l"	"sCs"
"2746"	"Eda"	"FAPs"
"2747"	"Eda2r"	"sCs"
"2748"	"Edaradd"	"M2"
"2749"	"Edem2"	"Neutro"
"2750"	"Edil3"	"sCs"
"2751"	"Edn1"	"ECs"
"2752"	"Edn3"	"sCs"
"2753"	"Ednra"	"sCs"
"2754"	"Ednrb"	"sCs"
"2755"	"Eef1a2"	"sCs"
"2756"	"Eef1akmt1"	"FAPs"
"2757"	"Eef1akmt2"	"FAPs"
"2758"	"Eef1akmt3"	"FAPs"
"2759"	"Eef1akmt4"	"FAPs"
"2760"	"Eef1aknmt"	"Neutro"
"2761"	"Eef1d"	"FAPs"
"2762"	"Eef1e1"	"FAPs"
"2763"	"Eef2k"	"Neutro"
"2764"	"Eef2kmt"	"FAPs"
"2765"	"Eefsec"	"FAPs"
"2766"	"Eepd1"	"M2"
"2767"	"Efcab11"	"FAPs"
"2768"	"Efcab12"	"sCs"
"2769"	"Efcab15"	"Neutro"
"2770"	"Efcab2"	"Neutro"
"2771"	"Efcab5"	"Neutro"
"2772"	"Efcab7"	"FAPs"
"2773"	"Efcab8"	"FAPs"
"2774"	"Efcab9"	"FAPs"
"2775"	"Efcc1"	"FAPs"
"2776"	"Efemp1"	"FAPs"
"2777"	"Efemp2"	"FAPs"
"2778"	"Efhb"	"FAPs"
"2779"	"Efhc1"	"FAPs"
"2780"	"Efhd1"	"FAPs"
"2781"	"Efhd2"	"Neutro"
"2782"	"Efna1"	"ECs"
"2783"	"Efna2"	"FAPs"
"2784"	"Efna4"	"FAPs"
"2785"	"Efna5"	"FAPs"
"2786"	"Efnb1"	"FAPs"
"2787"	"Efnb2"	"ECs"
"2788"	"Efnb3"	"sCs"
"2789"	"Efr3b"	"ECs"
"2790"	"Efs"	"FAPs"
"2791"	"Egf"	"sCs"
"2792"	"Egfem1"	"ECs"
"2793"	"Egfl6"	"FAPs"
"2794"	"Egfl7"	"ECs"
"2795"	"Egfl8"	"sCs"
"2796"	"Egflam"	"sCs"
"2797"	"Egfr"	"FAPs"
"2798"	"Egln3"	"Neutro"
"2799"	"Egr2"	"Neutro"
"2800"	"Egr3"	"Neutro"
"2801"	"Ehbp1"	"FAPs"
"2802"	"Ehd1"	"Neutro"
"2803"	"Ehd2"	"ECs"
"2804"	"Ehd3"	"ECs"
"2805"	"Ehd4"	"M2"
"2806"	"Ehf"	"M2"
"2807"	"Ehhadh"	"FAPs"
"2808"	"Eid2"	"FAPs"
"2809"	"Eid2b"	"FAPs"
"2810"	"Eid3"	"Neutro"
"2811"	"Eif1ax"	"FAPs"
"2812"	"Eif2ak3"	"Neutro"
"2813"	"Eif2b1"	"FAPs"
"2814"	"Eif2b3"	"FAPs"
"2815"	"Eif2b4"	"FAPs"
"2816"	"Eif2d"	"Neutro"
"2817"	"Eif3b"	"FAPs"
"2818"	"Eif3j2"	"Neutro"
"2819"	"Eif4a3l2"	"FAPs"
"2820"	"Eif4ebp3"	"Neutro"
"2821"	"Eif5a2"	"FAPs"
"2822"	"Eif6"	"FAPs"
"2823"	"Eipr1"	"M2"
"2824"	"Elac1"	"M2"
"2825"	"Elac2"	"FAPs"
"2826"	"Elane"	"FAPs"
"2827"	"Elavl3"	"sCs"
"2828"	"Elf4"	"Neutro"
"2829"	"Elfn1"	"sCs"
"2830"	"Ell"	"Neutro"
"2831"	"Ell2"	"Neutro"
"2832"	"Ell3"	"sCs"
"2833"	"Elmo1"	"Neutro"
"2834"	"Elmod3"	"Neutro"
"2835"	"Elmsan1"	"Neutro"
"2836"	"Eln"	"FAPs"
"2837"	"Elovl2"	"Neutro"
"2838"	"Elovl3"	"sCs"
"2839"	"Elovl4"	"sCs"
"2840"	"Elovl6"	"FAPs"
"2841"	"Elovl7"	"Neutro"
"2842"	"Elp1"	"Neutro"
"2843"	"Elp3"	"FAPs"
"2844"	"Elp4"	"FAPs"
"2845"	"Elp6"	"FAPs"
"2846"	"Emb"	"Neutro"
"2847"	"Emc9"	"M2"
"2848"	"Emcn"	"ECs"
"2849"	"Eme1"	"FAPs"
"2850"	"Emid1"	"sCs"
"2851"	"Emilin1"	"FAPs"
"2852"	"Emilin2"	"Neutro"
"2853"	"Emilin3"	"ECs"
"2854"	"Eml1"	"FAPs"
"2855"	"Eml5"	"sCs"
"2856"	"Emp2"	"FAPs"
"2857"	"Emx2"	"FAPs"
"2858"	"En1"	"FAPs"
"2859"	"Enah"	"sCs"
"2860"	"Enc1"	"FAPs"
"2861"	"Endog"	"FAPs"
"2862"	"Endou"	"ECs"
"2863"	"Eng"	"ECs"
"2864"	"Engase"	"M2"
"2865"	"Enkd1"	"sCs"
"2866"	"Enkur"	"Neutro"
"2867"	"Eno1b"	"FAPs"
"2868"	"Eno2"	"FAPs"
"2869"	"Eno3"	"sCs"
"2870"	"Eno4"	"M2"
"2871"	"Enoph1"	"FAPs"
"2872"	"Enox1"	"FAPs"
"2873"	"Enox2"	"M2"
"2874"	"Enpep"	"sCs"
"2875"	"Enpp1"	"M2"
"2876"	"Enpp2"	"FAPs"
"2877"	"Enpp3"	"FAPs"
"2878"	"Enpp4"	"ECs"
"2879"	"Enpp5"	"sCs"
"2880"	"Enpp6"	"ECs"
"2881"	"Enthd1"	"Neutro"
"2882"	"Entpd1"	"Neutro"
"2883"	"Entpd2"	"FAPs"
"2884"	"Entpd3"	"Neutro"
"2885"	"Entpd4"	"FAPs"
"2886"	"Entpd4b"	"FAPs"
"2887"	"Entpd5"	"FAPs"
"2888"	"Entpd6"	"FAPs"
"2889"	"Entpd7"	"M1"
"2890"	"Eomes"	"M2"
"2891"	"Epas1"	"ECs"
"2892"	"Epb41l3"	"FAPs"
"2893"	"Epb41l4a"	"ECs"
"2894"	"Epb41l4b"	"sCs"
"2895"	"Epb41l5"	"sCs"
"2896"	"Epc2"	"Neutro"
"2897"	"Epdr1"	"FAPs"
"2898"	"Epha1"	"Neutro"
"2899"	"Epha2"	"ECs"
"2900"	"Epha3"	"FAPs"
"2901"	"Epha4"	"ECs"
"2902"	"Epha7"	"sCs"
"2903"	"Ephb1"	"ECs"
"2904"	"Ephb2"	"FAPs"
"2905"	"Ephb3"	"FAPs"
"2906"	"Ephb4"	"ECs"
"2907"	"Ephb6"	"sCs"
"2908"	"Ephx1"	"FAPs"
"2909"	"Ephx2"	"FAPs"
