"symbol"	"whichMAX"
"55"	"1810020O05Rik"	"FAPs"
"56"	"1810024B03Rik"	"sCs"
"57"	"1810055G02Rik"	"FAPs"
"58"	"1810062G17Rik"	"FAPs"
"59"	"2010109A12Rik"	"FAPs"
"60"	"2010300C02Rik"	"ECs"
"61"	"2200002D01Rik"	"ECs"
"62"	"2210407C18Rik"	"sCs"
"63"	"2210408I21Rik"	"FAPs"
"64"	"2210418O10Rik"	"FAPs"
"65"	"2300009A05Rik"	"M1"
"66"	"2310009B15Rik"	"FAPs"
"67"	"2310011J03Rik"	"M1"
"68"	"2310022A10Rik"	"M2"
"69"	"2310022B05Rik"	"FAPs"
"70"	"2310030G06Rik"	"FAPs"
"71"	"2310039H08Rik"	"FAPs"
"72"	"2410002F23Rik"	"FAPs"
"73"	"2410004P03Rik"	"FAPs"
"74"	"2410131K14Rik"	"FAPs"
"75"	"2510002D24Rik"	"ECs"
"76"	"2610008E11Rik"	"ECs"
"77"	"2610044O15Rik8"	"FAPs"
"78"	"2610301B20Rik"	"FAPs"
"79"	"2610318N02Rik"	"M1"
"80"	"2700062C07Rik"	"FAPs"
"81"	"2700081O15Rik"	"ECs"
"82"	"2810021J22Rik"	"FAPs"
"83"	"2810408A11Rik"	"ECs"
"84"	"2900026A02Rik"	"ECs"
"85"	"3110001I22Rik"	"M2"
"86"	"3110009E18Rik"	"M1"
"87"	"3110082I17Rik"	"M2"
"88"	"3300002I08Rik"	"FAPs"
"89"	"3830403N18Rik"	"M2"
"90"	"4430402I18Rik"	"sCs"
"91"	"4833427G06Rik"	"FAPs"
"92"	"4921507P07Rik"	"M1"
"93"	"4921536K21Rik"	"FAPs"
"94"	"4930402F06Rik"	"ECs"
"95"	"4930402H24Rik"	"ECs"
"96"	"4930404N11Rik"	"M1"
"97"	"4930415O20Rik"	"sCs"
"98"	"4930432K21Rik"	"FAPs"
"99"	"4930447A16Rik"	"sCs"
"100"	"4930447C04Rik"	"FAPs"
"101"	"4930452B06Rik"	"ECs"
"102"	"4930467E23Rik"	"FAPs"
"103"	"4930469K13Rik"	"M2"
"104"	"4930522L14Rik"	"FAPs"
"105"	"4930523C07Rik"	"ECs"
"106"	"4930548H24Rik"	"FAPs"
"107"	"4930550C14Rik"	"FAPs"
"108"	"4930556J24Rik"	"M1"
"109"	"4930562C15Rik"	"FAPs"
"110"	"4930578G10Rik"	"FAPs"
"111"	"4930578I06Rik"	"ECs"
"112"	"4930579G24Rik"	"M1"
"113"	"4930590J08Rik"	"ECs"
"114"	"4931406P16Rik"	"ECs"
"115"	"4931414P19Rik"	"FAPs"
"116"	"4931422A03Rik"	"M1"
"117"	"4931428F04Rik"	"FAPs"
"118"	"4931429L15Rik"	"FAPs"
"119"	"4932438H23Rik"	"sCs"
"120"	"4933400A11Rik"	"FAPs"
"121"	"4933405L10Rik"	"ECs"
"122"	"4933407L21Rik"	"ECs"
"123"	"4933411K16Rik"	"FAPs"
"124"	"4933427D14Rik"	"ECs"
"125"	"4933428G20Rik"	"ECs"
"126"	"4933430I17Rik"	"FAPs"
"127"	"5031439G07Rik"	"M2"
"128"	"5430403G16Rik"	"FAPs"
"129"	"5430427O19Rik"	"M2"
"130"	"5730409E04Rik"	"FAPs"
"131"	"5730455P16Rik"	"FAPs"
"132"	"5730480H06Rik"	"ECs"
"133"	"5730507C01Rik"	"ECs"
"134"	"6030468B19Rik"	"FAPs"
"135"	"6330403K07Rik"	"FAPs"
"136"	"6330409D20Rik"	"ECs"
"137"	"6430550D23Rik"	"M1"
"138"	"6720489N17Rik"	"FAPs"
"139"	"7530416G11Rik"	"FAPs"
"140"	"9030624G23Rik"	"ECs"
"141"	"9130008F23Rik"	"FAPs"
"142"	"9130019O22Rik"	"FAPs"
"143"	"9130023H24Rik"	"FAPs"
"144"	"9130230L23Rik"	"M1"
"145"	"9330159F19Rik"	"sCs"
"146"	"9330182L06Rik"	"sCs"
"147"	"9430038I01Rik"	"M1"
"148"	"9430069I07Rik"	"FAPs"
"149"	"9530077C05Rik"	"FAPs"
"150"	"9830107B12Rik"	"M1"
"151"	"9930012K11Rik"	"FAPs"
"152"	"9930022D16Rik"	"M2"
"153"	"9930111J21Rik1"	"ECs"
"154"	"9930111J21Rik2"	"ECs"
"155"	"A030005L19Rik"	"FAPs"
"156"	"A030014E15Rik"	"FAPs"
"157"	"A130010J15Rik"	"M1"
"158"	"A1cf"	"ECs"
"159"	"A3galt2"	"ECs"
"160"	"A430033K04Rik"	"FAPs"
"161"	"A4galt"	"FAPs"
"162"	"A530032D15Rik"	"M2"
"163"	"A530064D06Rik"	"M1"
"164"	"A630001G21Rik"	"M2"
"165"	"A630095N17Rik"	"sCs"
"166"	"A730049H05Rik"	"ECs"
"167"	"A930002H24Rik"	"FAPs"
"168"	"A930003A15Rik"	"sCs"
"169"	"A930007A09Rik"	"FAPs"
"170"	"A930033H14Rik"	"sCs"
"171"	"AA467197"	"ECs"
"172"	"Aacs"	"FAPs"
"173"	"Aagab"	"M2"
"174"	"Aak1"	"FAPs"
"175"	"Aamdc"	"FAPs"
"176"	"Aanat"	"M1"
"177"	"Aars2"	"ECs"
"178"	"Aasdh"	"FAPs"
"179"	"Aass"	"FAPs"
"180"	"Aatk"	"FAPs"
"181"	"AB124611"	"M2"
"182"	"Abat"	"FAPs"
"183"	"Abca3"	"ECs"
"184"	"Abca4"	"ECs"
"185"	"Abca5"	"FAPs"
"186"	"Abca6"	"FAPs"
"187"	"Abca7"	"M2"
"188"	"Abca8a"	"FAPs"
"189"	"Abca8b"	"FAPs"
"190"	"Abca9"	"FAPs"
"191"	"Abcb1a"	"ECs"
"192"	"Abcb4"	"ECs"
"193"	"Abcb6"	"FAPs"
"194"	"Abcb9"	"ECs"
"195"	"Abcc10"	"FAPs"
"196"	"Abcc2"	"M2"
"197"	"Abcc3"	"M1"
"198"	"Abcc4"	"ECs"
"199"	"Abcc8"	"sCs"
"200"	"Abcc9"	"sCs"
"201"	"Abcd1"	"M2"
"202"	"Abcd2"	"M2"
"203"	"Abcg1"	"M2"
"204"	"Abcg2"	"ECs"
"205"	"Abcg3"	"M2"
"206"	"Abcg4"	"FAPs"
"207"	"Abhd10"	"FAPs"
"208"	"Abhd12"	"M1"
"209"	"Abhd14a"	"FAPs"
"210"	"Abhd14b"	"FAPs"
"211"	"Abhd15"	"M1"
"212"	"Abhd16b"	"ECs"
"213"	"Abhd18"	"ECs"
"214"	"Abhd3"	"FAPs"
"215"	"Abhd6"	"ECs"
"216"	"Abhd8"	"FAPs"
"217"	"Abi3"	"ECs"
"218"	"Abi3bp"	"FAPs"
"219"	"Ablim1"	"ECs"
"220"	"Ablim2"	"sCs"
"221"	"Ablim3"	"ECs"
"222"	"Abr"	"M2"
"223"	"Abra"	"ECs"
"224"	"Abt1"	"ECs"
"225"	"Abtb1"	"ECs"
"226"	"Abtb2"	"FAPs"
"227"	"AC125149.1"	"M2"
"228"	"AC125149.2"	"M2"
"229"	"AC125149.3"	"M2"
"230"	"AC125149.4"	"M2"
"231"	"AC125149.5"	"M2"
"232"	"AC132444.1"	"M2"
"233"	"AC132444.2"	"M1"
"234"	"AC132444.3"	"M2"
"235"	"AC132444.4"	"M1"
"236"	"AC132444.5"	"M2"
"237"	"AC133103.1"	"M2"
"238"	"AC133103.3"	"ECs"
"239"	"AC133103.4"	"M2"
"240"	"AC133103.5"	"M2"
"241"	"AC133103.6"	"M2"
"242"	"AC133103.7"	"M1"
"243"	"AC141477.1"	"sCs"
"244"	"AC147806.1"	"M2"
"245"	"AC147806.2"	"M2"
"246"	"AC167036.1"	"M2"
"247"	"AC167036.2"	"M2"
"248"	"AC168977.1"	"M2"
"249"	"AC168977.2"	"ECs"
"250"	"Acaa1b"	"M1"
"251"	"Acacb"	"ECs"
"252"	"Acad12"	"FAPs"
"253"	"Acadsb"	"FAPs"
"254"	"Acan"	"sCs"
"255"	"Acap1"	"ECs"
"256"	"Acap3"	"FAPs"
"257"	"Acbd4"	"ECs"
"258"	"Accs"	"FAPs"
"259"	"Ace"	"ECs"
"260"	"Ace2"	"sCs"
"261"	"Acer1"	"FAPs"
"262"	"Acer2"	"ECs"
"263"	"Acer3"	"M2"
"264"	"Ache"	"FAPs"
"265"	"Ackr1"	"ECs"
"266"	"Ackr3"	"ECs"
"267"	"Acod1"	"M1"
"268"	"Acot1"	"FAPs"
"269"	"Acot11"	"FAPs"
"270"	"Acot12"	"FAPs"
"271"	"Acot6"	"FAPs"
"272"	"Acox3"	"M2"
"273"	"Acp2"	"M2"
"274"	"Acp4"	"FAPs"
"275"	"Acp5"	"M2"
"276"	"Acpp"	"M1"
"277"	"Acr"	"ECs"
"278"	"Acrbp"	"M1"
"279"	"Acrv1"	"FAPs"
"280"	"Acsbg1"	"sCs"
"281"	"Acsbg3"	"FAPs"
"282"	"Acsf2"	"ECs"
"283"	"Acsl1"	"M2"
"284"	"Acsl6"	"sCs"
"285"	"Acsm3"	"FAPs"
"286"	"Acss1"	"M2"
"287"	"Acss2"	"FAPs"
"288"	"Acss3"	"FAPs"
"289"	"Acta1"	"sCs"
"290"	"Acta2"	"FAPs"
"291"	"Actc1"	"sCs"
"292"	"Actg2"	"sCs"
"293"	"Actl10"	"FAPs"
"294"	"Actl11"	"FAPs"
"295"	"Actl7a"	"FAPs"
"296"	"Actl7b"	"FAPs"
"297"	"Actl9"	"FAPs"
"298"	"Actn1"	"FAPs"
"299"	"Actn2"	"sCs"
"300"	"Actn3"	"sCs"
"301"	"Actr3b"	"FAPs"
"302"	"Acvr1"	"FAPs"
"303"	"Acvr1b"	"FAPs"
"304"	"Acvr2a"	"FAPs"
"305"	"Acvr2b"	"ECs"
"306"	"Acvrl1"	"ECs"
"307"	"Acy1"	"FAPs"
"308"	"Acy3"	"ECs"
"309"	"Acyp1"	"ECs"
"310"	"Acyp2"	"ECs"
"311"	"Ada"	"FAPs"
"312"	"Adam11"	"FAPs"
"313"	"Adam12"	"FAPs"
"314"	"Adam15"	"ECs"
"315"	"Adam19"	"FAPs"
"316"	"Adam1a"	"FAPs"
"317"	"Adam1b"	"FAPs"
"318"	"Adam22"	"ECs"
"319"	"Adam23"	"FAPs"
"320"	"Adam30"	"M2"
"321"	"Adam32"	"FAPs"
"322"	"Adam33"	"FAPs"
"323"	"Adam4"	"FAPs"
"324"	"Adam5"	"FAPs"
"325"	"Adam8"	"M1"
"326"	"Adamts1"	"ECs"
"327"	"Adamts10"	"FAPs"
"328"	"Adamts12"	"FAPs"
"329"	"Adamts14"	"FAPs"
"330"	"Adamts15"	"FAPs"
"331"	"Adamts16"	"FAPs"
"332"	"Adamts17"	"FAPs"
"333"	"Adamts18"	"ECs"
"334"	"Adamts19"	"FAPs"
"335"	"Adamts2"	"FAPs"
"336"	"Adamts20"	"sCs"
"337"	"Adamts3"	"FAPs"
"338"	"Adamts4"	"FAPs"
"339"	"Adamts5"	"FAPs"
"340"	"Adamts6"	"FAPs"
"341"	"Adamts7"	"ECs"
"342"	"Adamts8"	"sCs"
"343"	"Adamts9"	"ECs"
"344"	"Adamtsl1"	"FAPs"
"345"	"Adamtsl2"	"FAPs"
"346"	"Adamtsl3"	"FAPs"
"347"	"Adamtsl5"	"FAPs"
"348"	"Adap1"	"M1"
"349"	"Adap2"	"M1"
"350"	"Adarb1"	"ECs"
"351"	"Adarb2"	"sCs"
"352"	"Adat1"	"FAPs"
"353"	"Adat2"	"FAPs"
"354"	"Adat3"	"M1"
"355"	"Adck2"	"FAPs"
"356"	"Adck5"	"FAPs"
"357"	"Adcy1"	"sCs"
"358"	"Adcy10"	"FAPs"
"359"	"Adcy2"	"sCs"
"360"	"Adcy3"	"FAPs"
"361"	"Adcy4"	"ECs"
"362"	"Adcy5"	"FAPs"
"363"	"Adcy6"	"ECs"
"364"	"Adcy7"	"M2"
"365"	"Adcy9"	"M1"
"366"	"Adcyap1r1"	"FAPs"
"367"	"Adgb"	"M1"
"368"	"Adgra1"	"FAPs"
"369"	"Adgra2"	"FAPs"
"370"	"Adgra3"	"FAPs"
"371"	"Adgrb1"	"sCs"
"372"	"Adgrb2"	"FAPs"
"373"	"Adgrd1"	"FAPs"
"374"	"Adgre1"	"M1"
"375"	"Adgre4"	"M2"
"376"	"Adgrf3"	"sCs"
"377"	"Adgrf5"	"ECs"
"378"	"Adgrg1"	"ECs"
"379"	"Adgrg2"	"FAPs"
"380"	"Adgrg3"	"ECs"
"381"	"Adgrg5"	"M2"
"382"	"Adgrg6"	"M1"
"383"	"Adgrg7"	"FAPs"
"384"	"Adgrl1"	"FAPs"
"385"	"Adgrl2"	"ECs"
"386"	"Adgrl3"	"FAPs"
"387"	"Adgrl4"	"ECs"
"388"	"Adgrv1"	"sCs"
"389"	"Adh1"	"FAPs"
"390"	"Adh4"	"sCs"
"391"	"Adh7"	"FAPs"
"392"	"Adhfe1"	"ECs"
"393"	"Adig"	"M2"
"394"	"Adipor2"	"ECs"
"395"	"Adm"	"FAPs"
"396"	"Adora1"	"sCs"
"397"	"Adora2a"	"ECs"
"398"	"Adora2b"	"M1"
"399"	"Adora3"	"M2"
"400"	"Adpgk"	"FAPs"
"401"	"Adprhl2"	"FAPs"
"402"	"Adra1a"	"M1"
"403"	"Adra1d"	"sCs"
"404"	"Adra2a"	"FAPs"
"405"	"Adra2b"	"M2"
"406"	"Adrb1"	"sCs"
"407"	"Adrb2"	"M2"
"408"	"Adssl1"	"M1"
"409"	"Aebp1"	"FAPs"
"410"	"Afap1"	"FAPs"
"411"	"Afap1l1"	"ECs"
"412"	"Afap1l2"	"sCs"
"413"	"Afdn"	"ECs"
"414"	"Aff2"	"FAPs"
"415"	"Aff3"	"FAPs"
"416"	"Afmid"	"FAPs"
"417"	"Afp"	"M1"
"418"	"Aga"	"M1"
"419"	"Agap1"	"ECs"
"420"	"Agap2"	"FAPs"
"421"	"Agbl2"	"FAPs"
"422"	"Agbl3"	"FAPs"
"423"	"Agbl5"	"FAPs"
"424"	"Ager"	"ECs"
"425"	"Agfg2"	"M1"
"426"	"Agmo"	"FAPs"
"427"	"Ago4"	"M2"
"428"	"Agpat2"	"ECs"
"429"	"Agpat5"	"M1"
"430"	"Agr2"	"ECs"
"431"	"Agrn"	"ECs"
"432"	"Agt"	"FAPs"
"433"	"Agtr1a"	"FAPs"
"434"	"Agtr2"	"FAPs"
"435"	"Agtrap"	"FAPs"
"436"	"Ahcyl2"	"M2"
"437"	"Ahdc1"	"FAPs"
"438"	"Ahi1"	"FAPs"
"439"	"Ahr"	"ECs"
"440"	"AI182371"	"ECs"
"441"	"AI413582"	"M1"
"442"	"AI429214"	"FAPs"
"443"	"AI467606"	"M1"
"444"	"AI597479"	"FAPs"
"445"	"AI837181"	"FAPs"
"446"	"Aicda"	"M2"
"447"	"Aif1"	"M2"
"448"	"Aif1l"	"sCs"
"449"	"Aifm2"	"FAPs"
"450"	"Aim2"	"M1"
"451"	"Ajap1"	"sCs"
"452"	"Ajm1"	"FAPs"
"453"	"Ajuba"	"FAPs"
"454"	"Ak1"	"FAPs"
"455"	"Ak4"	"FAPs"
"456"	"Ak5"	"FAPs"
"457"	"Ak7"	"M1"
"458"	"Ak8"	"M2"
"459"	"Akap1"	"ECs"
"460"	"Akap12"	"FAPs"
"461"	"Akap17b"	"FAPs"
"462"	"Akap5"	"FAPs"
"463"	"Akap6"	"sCs"
"464"	"Akip1"	"M1"
"465"	"Akirin1"	"M1"
"466"	"Akna"	"M2"
"467"	"Aknad1"	"FAPs"
"468"	"Akr1b10"	"M1"
"469"	"Akr1c13"	"M2"
"470"	"Akr1c14"	"ECs"
"471"	"Akr1e1"	"FAPs"
"472"	"Akr7a5"	"FAPs"
"473"	"Alas2"	"ECs"
"474"	"Alcam"	"M1"
"475"	"Aldh18a1"	"FAPs"
"476"	"Aldh1a1"	"FAPs"
"477"	"Aldh1a2"	"FAPs"
"478"	"Aldh1a3"	"FAPs"
"479"	"Aldh1b1"	"M2"
"480"	"Aldh1l1"	"ECs"
"481"	"Aldh1l2"	"FAPs"
"482"	"Aldh3a1"	"sCs"
"483"	"Aldh3b1"	"M1"
"484"	"Aldh3b2"	"FAPs"
"485"	"Aldh3b3"	"FAPs"
"486"	"Aldh5a1"	"FAPs"
"487"	"Aldh6a1"	"FAPs"
"488"	"Aldh7a1"	"FAPs"
"489"	"Aldh9a1"	"M1"
"490"	"Aldoa"	"sCs"
"491"	"Aldob"	"FAPs"
"492"	"Aldoc"	"M2"
"493"	"Alg11"	"FAPs"
"494"	"Alg12"	"M1"
"495"	"Alg2"	"FAPs"
"496"	"Alg3"	"M1"
"497"	"Alg5"	"FAPs"
"498"	"Alg6"	"FAPs"
"499"	"Alkal2"	"sCs"
"500"	"Alkbh2"	"FAPs"
"501"	"Alkbh7"	"FAPs"
"502"	"Alox12"	"ECs"
"503"	"Alox5"	"M2"
"504"	"Alox5ap"	"M1"
"505"	"Alpk1"	"M2"
"506"	"Alpk3"	"sCs"
"507"	"Alpl"	"ECs"
"508"	"Als2cl"	"ECs"
"509"	"Alx4"	"FAPs"
"510"	"Amacr"	"FAPs"
"511"	"Amdhd2"	"M2"
"512"	"Amelx"	"FAPs"
"513"	"Amer1"	"FAPs"
"514"	"Amhr2"	"FAPs"
"515"	"Amigo1"	"M1"
"516"	"Amigo2"	"ECs"
"517"	"Amigo3"	"FAPs"
"518"	"Ammecr1"	"FAPs"
"519"	"Amn"	"ECs"
"520"	"Amot"	"FAPs"
"521"	"Amotl1"	"ECs"
"522"	"Amotl2"	"FAPs"
"523"	"Ampd1"	"FAPs"
"524"	"Amph"	"sCs"
"525"	"Amt"	"ECs"
"526"	"Amy1"	"FAPs"
"527"	"Amz1"	"M2"
"528"	"Anapc15-ps"	"ECs"
"529"	"Ang"	"M1"
"530"	"Ang2"	"FAPs"
"531"	"Angel1"	"ECs"
"532"	"Angpt1"	"FAPs"
"533"	"Angpt2"	"ECs"
"534"	"Angpt4"	"FAPs"
"535"	"Angptl1"	"FAPs"
"536"	"Angptl2"	"FAPs"
"537"	"Angptl3"	"FAPs"
"538"	"Angptl4"	"FAPs"
"539"	"Angptl6"	"FAPs"
"540"	"Angptl7"	"FAPs"
"541"	"Angptl8"	"ECs"
"542"	"Ank1"	"sCs"
"543"	"Ank2"	"FAPs"
"544"	"Ank3"	"sCs"
"545"	"Ankdd1a"	"M2"
"546"	"Ankdd1b"	"sCs"
"547"	"Ankef1"	"FAPs"
"548"	"Ankle1"	"ECs"
"549"	"Ankmy1"	"sCs"
"550"	"Ankmy2"	"FAPs"
"551"	"Ankrd1"	"sCs"
"552"	"Ankrd13b"	"FAPs"
"553"	"Ankrd13d"	"M2"
"554"	"Ankrd2"	"ECs"
"555"	"Ankrd23"	"ECs"
"556"	"Ankrd24"	"ECs"
"557"	"Ankrd27"	"FAPs"
"558"	"Ankrd29"	"ECs"
"559"	"Ankrd33b"	"M1"
"560"	"Ankrd34a"	"sCs"
"561"	"Ankrd35"	"FAPs"
"562"	"Ankrd36"	"FAPs"
"563"	"Ankrd39"	"ECs"
"564"	"Ankrd42"	"FAPs"
"565"	"Ankrd44"	"M2"
"566"	"Ankrd46"	"FAPs"
"567"	"Ankrd54"	"FAPs"
"568"	"Ankrd55"	"ECs"
"569"	"Ankrd6"	"FAPs"
"570"	"Ankrd61"	"ECs"
"571"	"Ankrd63"	"M2"
"572"	"Ankrd66"	"M1"
"573"	"Ankrd7"	"sCs"
"574"	"Ankrd9"	"M1"
"575"	"Anks1b"	"FAPs"
"576"	"Anks6"	"FAPs"
"577"	"Anln"	"sCs"
"578"	"Ano1"	"sCs"
"579"	"Ano10"	"FAPs"
"580"	"Ano2"	"FAPs"
"581"	"Ano3"	"FAPs"
"582"	"Ano4"	"sCs"
"583"	"Ano5"	"sCs"
"584"	"Ano7"	"FAPs"
"585"	"Ano8"	"FAPs"
"586"	"Anpep"	"FAPs"
"587"	"Antxr1"	"FAPs"
"588"	"Anxa4"	"M1"
"589"	"Anxa8"	"FAPs"
"590"	"Anxa9"	"M1"
"591"	"Aoah"	"M2"
"592"	"Aoc2"	"FAPs"
"593"	"Aoc3"	"FAPs"
"594"	"Aox1"	"ECs"
"595"	"Aox3"	"FAPs"
"596"	"Ap1b1"	"M1"
"597"	"Ap1g2"	"M1"
"598"	"Ap1m2"	"M1"
"599"	"Ap1s3"	"M2"
"600"	"Ap3b2"	"sCs"
"601"	"Ap3m2"	"ECs"
"602"	"Ap4b1"	"M1"
"603"	"Ap5b1"	"M2"
"604"	"Ap5s1"	"M1"
"605"	"Ap5z1"	"M2"
"606"	"Apba1"	"M2"
"607"	"Apba2"	"sCs"
"608"	"Apbb1"	"FAPs"
"609"	"Apbb1ip"	"M2"
"610"	"Apbb2"	"ECs"
"611"	"Apbb3"	"M2"
"612"	"Apc2"	"FAPs"
"613"	"Apcdd1"	"FAPs"
"614"	"Aph1c"	"M2"
"615"	"Aplf"	"FAPs"
"616"	"Apln"	"ECs"
"617"	"Aplnr"	"ECs"
"618"	"Aplp1"	"ECs"
"619"	"Apoa1"	"FAPs"
"620"	"Apoa2"	"M2"
"621"	"Apobec1"	"M2"
"622"	"Apobec2"	"sCs"
"623"	"Apobec3"	"ECs"
"624"	"Apobr"	"M2"
"625"	"Apoc1"	"M2"
"626"	"Apoc2"	"M1"
"627"	"Apoc4"	"M1"
"628"	"Apod"	"FAPs"
"629"	"Apoe"	"M1"
"630"	"Apol10b"	"ECs"
"631"	"Apol6"	"FAPs"
"632"	"Apol7b"	"FAPs"
"633"	"Apol7c"	"M1"
"634"	"Apol7e"	"FAPs"
"635"	"Apol8"	"ECs"
"636"	"Apol9a"	"ECs"
"637"	"Apol9b"	"ECs"
"638"	"Apold1"	"ECs"
"639"	"Apom"	"M1"
"640"	"Apon"	"ECs"
"641"	"Aprt"	"M1"
"642"	"Aptx"	"FAPs"
"643"	"Aqp1"	"ECs"
"644"	"Aqp11"	"ECs"
"645"	"Aqp2"	"FAPs"
"646"	"Aqp7"	"ECs"
"647"	"Aqp9"	"M2"
"648"	"Ar"	"FAPs"
"649"	"Arap1"	"M2"
"650"	"Arap2"	"M1"
"651"	"Arap3"	"ECs"
"652"	"Arc"	"FAPs"
"653"	"Areg"	"M1"
"654"	"Arfgap1"	"FAPs"
"655"	"Arfgap3"	"FAPs"
"656"	"Arfgef3"	"FAPs"
"657"	"Arfip2"	"FAPs"
"658"	"Arg1"	"M1"
"659"	"Arg2"	"M1"
"660"	"Arhgap10"	"M1"
"661"	"Arhgap15"	"M2"
"662"	"Arhgap18"	"ECs"
"663"	"Arhgap19"	"M1"
"664"	"Arhgap20"	"FAPs"
"665"	"Arhgap21"	"FAPs"
"666"	"Arhgap22"	"M1"
"667"	"Arhgap23"	"ECs"
"668"	"Arhgap24"	"FAPs"
"669"	"Arhgap25"	"M2"
"670"	"Arhgap26"	"ECs"
"671"	"Arhgap27"	"ECs"
"672"	"Arhgap28"	"FAPs"
"673"	"Arhgap29"	"ECs"
"674"	"Arhgap30"	"M2"
"675"	"Arhgap31"	"ECs"
"676"	"Arhgap32"	"FAPs"
"677"	"Arhgap33"	"ECs"
"678"	"Arhgap35"	"FAPs"
"679"	"Arhgap39"	"M2"
"680"	"Arhgap4"	"M2"
"681"	"Arhgap42"	"FAPs"
"682"	"Arhgap44"	"FAPs"
"683"	"Arhgap45"	"M2"
"684"	"Arhgap6"	"FAPs"
"685"	"Arhgap8"	"ECs"
"686"	"Arhgap9"	"M2"
"687"	"Arhgdib"	"M2"
"688"	"Arhgdig"	"sCs"
"689"	"Arhgef10"	"FAPs"
"690"	"Arhgef10l"	"M2"
"691"	"Arhgef12"	"ECs"
"692"	"Arhgef15"	"ECs"
"693"	"Arhgef16"	"FAPs"
"694"	"Arhgef17"	"FAPs"
"695"	"Arhgef18"	"FAPs"
"696"	"Arhgef19"	"FAPs"
"697"	"Arhgef25"	"FAPs"
"698"	"Arhgef26"	"ECs"
"699"	"Arhgef28"	"ECs"
"700"	"Arhgef3"	"ECs"
"701"	"Arhgef33"	"ECs"
"702"	"Arhgef37"	"M2"
"703"	"Arhgef39"	"FAPs"
"704"	"Arhgef4"	"M1"
"705"	"Arhgef40"	"FAPs"
"706"	"Arhgef5"	"ECs"
"707"	"Arhgef6"	"M2"
"708"	"Arhgef7"	"ECs"
"709"	"Arhgef9"	"FAPs"
"710"	"Arid3a"	"M2"
"711"	"Arid3b"	"M2"
"712"	"Arl11"	"M1"
"713"	"Arl15"	"ECs"
"714"	"Arl16"	"FAPs"
"715"	"Arl3"	"FAPs"
"716"	"Arl4a"	"ECs"
"717"	"Arl4c"	"M2"
"718"	"Arl4d"	"ECs"
"719"	"Arl5c"	"M2"
"720"	"Arl6"	"ECs"
"721"	"Arl8a"	"M1"
"722"	"Arl8b"	"M1"
"723"	"Arl9"	"sCs"
"724"	"Armc2"	"FAPs"
"725"	"Armc6"	"FAPs"
"726"	"Armc7"	"M2"
"727"	"Armc9"	"FAPs"
"728"	"Armcx1"	"FAPs"
"729"	"Armcx2"	"FAPs"
"730"	"Armcx3"	"FAPs"
"731"	"Armcx4"	"FAPs"
"732"	"Armcx6"	"FAPs"
"733"	"Armh1"	"FAPs"
"734"	"Armh2"	"sCs"
"735"	"Armh4"	"FAPs"
"736"	"Arnt2"	"sCs"
"737"	"Arntl"	"FAPs"
"738"	"Arntl2"	"ECs"
"739"	"Arpin"	"FAPs"
"740"	"Arpp21"	"sCs"
"741"	"Arr3"	"FAPs"
"742"	"Arrb1"	"ECs"
