Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
FAPs,Col3a1,Mag,ECs,3.0,1.0,351027.314597595,0.9340388881830558,1.0,0.3333333333333333,0.6465741355646301,0.008773867424082362,226965.1824955134,0.00819513337385542
FAPs,Fn1,Mag,ECs,3.0,1.0,137364.69553430632,0.8976587490381057,1.0,0.3333333333333333,0.6465741355646301,0.008773867424082362,88816.45927219269,0.007875938856127961
Resolving-Mac,B2m,Gm11127,Resolving-Mac,3.0,1.0,43521.10709613247,0.630474877510678,1.0,0.3333333333333333,0.7095121953404999,0.1072521024510897,30878.75623942595,0.06761975615561346
FAPs,Shh,Cdon,MuSCs,2.0,0.6666666666666666,4.037322617132821,0.3847969287224028,3.0,1.0,7260.816488416032,0.7779060163415029,29314.258627532963,0.2993358459228896
ECs,Cxcl12,Ackr3,Resolving-Mac,3.0,1.0,7026.149917161019,0.5527000711814751,2.0,0.6666666666666666,3.1219498202457867,0.002132833423456102,21935.287470900792,0.001178817184962417
FAPs,Cdh1,Egfr,FAPs,2.0,0.6666666666666666,2.405966518798197,0.07688256499759903,3.0,1.0,8875.782176705521,0.6786540214080462,21354.83474529926,0.05217666191178608
FAPs,Cdh1,Ptprm,ECs,2.0,0.6666666666666666,2.405966518798197,0.07688256499759903,3.0,1.0,7574.9003423027925,0.8447269399997901,18224.956606813517,0.06494477386975679
MuSCs,Hsp90aa1,Cftr,FAPs,3.0,1.0,6060.34263072535,0.3542856397561268,1.0,0.3333333333333333,2.6602489290809266,1.0,16122.0199932506,0.3542856397561268
MuSCs,Col3a1,Mag,ECs,3.0,1.0,22745.195890438128,0.060522063661527375,1.0,0.3333333333333333,0.6465741355646301,0.008773867424082362,14706.45537110821,0.000531012562798114
ECs,Tdgf1,Acvr2a,FAPs,3.0,1.0,8.407043954685056,1.0,3.0,1.0,1690.30700788813,0.3331330911729569,14210.48531222769,0.3331330911729569
ECs,Tdgf1,Acvr2a,MuSCs,3.0,1.0,8.407043954685056,1.0,3.0,1.0,1674.961879718367,0.3301088062603448,14081.478145214209,0.3301088062603448
FAPs,Shh,Gas1,FAPs,2.0,0.6666666666666666,4.037322617132821,0.3847969287224028,3.0,1.0,3477.039222827786,0.6574555293783494,14037.929094980549,0.2529868684763503
