Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
FAPs,Col1a1,Gp6,Resolving-Mac,3.0,1.0,296563.59702486603,0.9751673232617828,2.0,0.6666666666666666,1.27929636372558,0.09938860452505777,379392.7312872893,0.0969205194374245
FAPs,Col1a2,Gp6,Resolving-Mac,3.0,1.0,173902.01552865698,0.9221809192493928,2.0,0.6666666666666666,1.27929636372558,0.09938860452505777,222472.2161103603,0.09165427468383212
FAPs,C1qa,Cd93,ECs,3.0,1.0,5.9536136835395626,0.0012770896606222619,3.0,1.0,19544.82961719993,0.7485992933234018,116362.3650514108,0.0009560284174524484
Resolving-Mac,Apoe,Lrp2,FAPs,3.0,1.0,110985.1951453579,0.9780706851727532,1.0,0.3333333333333333,1.021731927818307,0.342108479720218,113397.1173951575,0.3346062751633626
Resolving-Mac,Mmrn2,Cd93,ECs,2.0,0.6666666666666666,5.497161202740707,0.0019371634511199359,3.0,1.0,19544.82961719993,0.7485992933234018,107441.079085849,0.0014501591905603062
Resolving-Mac,Slamf7,Slamf7,ECs,3.0,1.0,6924.482015651466,0.9977614666330497,3.0,1.0,13.22452084202023,0.001905545755051259,91572.95673617708,0.0019012801272963262
ECs,Slamf7,Slamf7,Resolving-Mac,3.0,1.0,13.22452084202023,0.001905545755051259,3.0,1.0,6924.482015651466,0.9977614666330497,91572.95673617708,0.0019012801272963262
MuSCs,C1qb,Lrp1,FAPs,2.0,0.6666666666666666,2.32993982323528,0.0001960486762822978,3.0,1.0,36898.709027927405,0.5377783186231314,85971.7715901392,0.00010543072749938471
Resolving-Mac,Cd177,Pecam1,ECs,2.0,0.6666666666666666,4.03325466953178,1.0,3.0,1.0,17030.054923952,0.9628152786950451,68686.54854441209,0.9628152786950451
FAPs,C3,Itgax,ECs,3.0,1.0,14194.720284513032,0.813718729709936,1.0,0.3333333333333333,4.782989148620733,0.001002308784018024,67893.19308853244,0.0008155974305082576
