Sending cluster name,Target cluster name,Total expression,Total specificity,Edge count,Average expression,Average specificity
Inflammatory-Mac (3 cells),Inflammatory-Mac (3 cells),4746750.26081313,31.16675849424121,631,7522.58361460084,0.049392644206404455
Inflammatory-Mac (3 cells),Resolving-Mac (3 cells),4575233.655604454,38.828788007332534,665,6880.05060993151,0.058389154898244415
Resolving-Mac (3 cells),Inflammatory-Mac (3 cells),3307316.5749178836,35.241816530633535,698,4738.275895297827,0.05048970849660965
Resolving-Mac (3 cells),Resolving-Mac (3 cells),3218849.011791357,47.37385159647793,731,4403.350221328806,0.06480691052869758
FAPs (3 cells),Inflammatory-Mac (3 cells),3163975.151371807,43.72162804823732,795,3979.842957700386,0.05499575855124191
FAPs (3 cells),Resolving-Mac (3 cells),3139594.791713105,52.44749141022088,824,3810.1878540207586,0.06364986821628747
Inflammatory-Mac (3 cells),FAPs (3 cells),2856944.580950281,31.59899133656915,646,4422.514831192386,0.048914847270230884
Inflammatory-Mac (3 cells),ECs (2 cells),2497392.4966718294,23.70146977129837,624,4002.2315651792137,0.037983124633490975
FAPs (3 cells),ECs (2 cells),2172428.64539065,56.45233225069338,828,2623.7060934669685,0.06817914523030602
Resolving-Mac (3 cells),FAPs (3 cells),2031562.7450538934,32.5103628583,725,2802.1555104191634,0.044841879804551725
Inflammatory-Mac (3 cells),MuSCs (2 cells),1870285.2793950753,24.53430038112242,638,2931.481629145886,0.038455016271351755
Inflammatory-Mac (3 cells),Neutrophils (3 cells),1827226.1913280261,16.18975670306935,677,2699.0047139261833,0.023913968542199925
FAPs (3 cells),FAPs (3 cells),1782189.006179352,71.91030379619126,891,2000.212128147421,0.08070741166800366
Resolving-Mac (3 cells),ECs (2 cells),1767431.3748778352,23.712843630845004,698,2532.1366402261247,0.03397255534505015
FAPs (3 cells),Neutrophils (3 cells),1589245.9962363439,38.755711594867066,895,1775.693850543401,0.04330247105571739
FAPs (3 cells),MuSCs (2 cells),1433311.3292272908,68.23451232376803,894,1603.2565203884685,0.07632495785656379
ECs (2 cells),Resolving-Mac (3 cells),1311638.1529736514,26.067691461661802,679,1931.7204020230506,0.0383912981762324
Resolving-Mac (3 cells),Neutrophils (3 cells),1250397.9092148165,16.58887810500522,753,1660.5549923171534,0.02203038260956869
ECs (2 cells),ECs (2 cells),1242325.2254454098,34.1687946716655,678,1832.338090627448,0.05039645231809071
ECs (2 cells),Inflammatory-Mac (3 cells),1240742.3556418545,21.43920400307825,649,1911.7755865051686,0.033034212639565866
MuSCs (2 cells),Resolving-Mac (3 cells),1145614.0672963187,29.177890189189494,755,1517.369625558038,0.038646212171111916
Resolving-Mac (3 cells),MuSCs (2 cells),1085130.8302244013,26.963843779385517,715,1517.6654968173445,0.03771166962151821
MuSCs (2 cells),Inflammatory-Mac (3 cells),1042396.3822879873,25.388429418045405,719,1449.7863453240434,0.03531075023372101
Neutrophils (3 cells),Resolving-Mac (3 cells),994005.4394751737,20.921067449079327,778,1277.6419530529224,0.02689083219676006
Neutrophils (3 cells),Inflammatory-Mac (3 cells),899751.8281670295,17.64322163378201,747,1204.4870524324358,0.023618770594085688
Neutrophils (3 cells),ECs (2 cells),875292.0825605788,26.20818538254988,771,1135.2685895727352,0.033992458343125656
ECs (2 cells),Neutrophils (3 cells),867440.7172425396,23.381695974300747,731,1186.6494079925303,0.031985904205609775
MuSCs (2 cells),ECs (2 cells),729033.4119455215,38.75889603690005,766,951.7407466651716,0.05059908098812017
ECs (2 cells),FAPs (3 cells),722525.5280553296,30.794407843903855,721,1002.1158502847844,0.0427106904908514
ECs (2 cells),MuSCs (2 cells),628814.4232944599,37.59490243080112,718,875.7861048669358,0.05236058834373415
MuSCs (2 cells),FAPs (3 cells),615512.9769273028,45.06757905729681,820,750.625581618662,0.05496046226499611
Neutrophils (3 cells),Neutrophils (3 cells),608278.1496168078,18.1228627899523,829,733.7492757741952,0.02186111313625127
Neutrophils (3 cells),FAPs (3 cells),527191.8819824171,24.861063400316425,810,650.8541752869347,0.03069267086458818
MuSCs (2 cells),Neutrophils (3 cells),523100.6480321132,26.968353004826856,827,632.5279903653122,0.03260985853062498
MuSCs (2 cells),MuSCs (2 cells),519985.24220916984,56.7650612815903,814,638.802508856474,0.0697359475203812
Neutrophils (3 cells),MuSCs (2 cells),441305.27019550285,27.92464921223629,803,549.5706976282726,0.03477540375122826
