"id"	"cluster"
"ENSMUSG00000027654"	"cluster_2"
"ENSMUSG00000031262"	"cluster_2"
"ENSMUSG00000032698"	"cluster_4"
"ENSMUSG00000033777"	"cluster_2"
"ENSMUSG00000034311"	"cluster_2"
"ENSMUSG00000037010"	"cluster_2"
"ENSMUSG00000037813"	"cluster_4"
"ENSMUSG00000040084"	"cluster_2"
"ENSMUSG00000041219"	"cluster_2"
"ENSMUSG00000045392"	"cluster_4"
"ENSMUSG00000048327"	"cluster_2"
"ENSMUSG00000051220"	"cluster_2"
"ENSMUSG00000053552"	"cluster_4"
"ENSMUSG00000055612"	"cluster_5"
"ENSMUSG00000055653"	"cluster_4"
"ENSMUSG00000062184"	"cluster_3"
"ENSMUSG00000067377"	"cluster_3"
"ENSMUSG00000074622"	"cluster_4"
"ENSMUSG00000075224"	"cluster_4"
"ENSMUSG00000082980"	"cluster_2"
"ENSMUSG00000000794"	"cluster_1"
"ENSMUSG00000001020"	"cluster_5"
"ENSMUSG00000011008"	"cluster_3"
"ENSMUSG00000014599"	"cluster_5"
"ENSMUSG00000023087"	"cluster_2"
"ENSMUSG00000027533"	"cluster_5"
"ENSMUSG00000027715"	"cluster_5"
"ENSMUSG00000027765"	"cluster_4"
"ENSMUSG00000027811"	"cluster_5"
"ENSMUSG00000027832"	"cluster_2"
"ENSMUSG00000027843"	"cluster_2"
"ENSMUSG00000027857"	"cluster_4"
"ENSMUSG00000027858"	"cluster_4"
"ENSMUSG00000027859"	"cluster_5"
"ENSMUSG00000027875"	"cluster_4"
"ENSMUSG00000027887"	"cluster_4"
"ENSMUSG00000027894"	"cluster_5"
"ENSMUSG00000027978"	"cluster_4"
"ENSMUSG00000028064"	"cluster_2"
"ENSMUSG00000028068"	"cluster_2"
"ENSMUSG00000028121"	"cluster_3"
"ENSMUSG00000028175"	"cluster_2"
"ENSMUSG00000028337"	"cluster_2"
"ENSMUSG00000028339"	"cluster_4"
"ENSMUSG00000028347"	"cluster_3"
"ENSMUSG00000028362"	"cluster_3"
"ENSMUSG00000028364"	"cluster_3"
"ENSMUSG00000028464"	"cluster_2"
"ENSMUSG00000028475"	"cluster_4"
"ENSMUSG00000031298"	"cluster_4"
"ENSMUSG00000031380"	"cluster_5"
"ENSMUSG00000035683"	"cluster_2"
"ENSMUSG00000037211"	"cluster_4"
"ENSMUSG00000037625"	"cluster_3"
"ENSMUSG00000040724"	"cluster_4"
"ENSMUSG00000040749"	"cluster_5"
"ENSMUSG00000041245"	"cluster_2"
"ENSMUSG00000041261"	"cluster_4"
"ENSMUSG00000044583"	"cluster_2"
"ENSMUSG00000045751"	"cluster_2"
"ENSMUSG00000046280"	"cluster_4"
"ENSMUSG00000047757"	"cluster_5"
"ENSMUSG00000048416"	"cluster_5"
"ENSMUSG00000048796"	"cluster_4"
"ENSMUSG00000051136"	"cluster_2"
"ENSMUSG00000068696"	"cluster_3"
"ENSMUSG00000068744"	"cluster_2"
"ENSMUSG00000072966"	"cluster_1"
"ENSMUSG00000074264"	"cluster_4"
"ENSMUSG00000074480"	"cluster_3"
"ENSMUSG00000078773"	"cluster_2"
"ENSMUSG00000002944"	"cluster_4"
"ENSMUSG00000005045"	"cluster_3"
"ENSMUSG00000006221"	"cluster_2"
"ENSMUSG00000015652"	"cluster_2"
"ENSMUSG00000015880"	"cluster_2"
"ENSMUSG00000025747"	"cluster_5"
"ENSMUSG00000028613"	"cluster_5"
"ENSMUSG00000028718"	"cluster_2"
"ENSMUSG00000028786"	"cluster_3"
"ENSMUSG00000028803"	"cluster_4"
"ENSMUSG00000028931"	"cluster_2"
"ENSMUSG00000029005"	"cluster_3"
"ENSMUSG00000029096"	"cluster_4"
"ENSMUSG00000029123"	"cluster_4"
"ENSMUSG00000029177"	"cluster_5"
"ENSMUSG00000029189"	"cluster_3"
"ENSMUSG00000029217"	"cluster_4"
"ENSMUSG00000029335"	"cluster_4"
"ENSMUSG00000029373"	"cluster_2"
"ENSMUSG00000029379"	"cluster_2"
"ENSMUSG00000032690"	"cluster_3"
"ENSMUSG00000034855"	"cluster_3"
"ENSMUSG00000035407"	"cluster_4"
"ENSMUSG00000035456"	"cluster_4"
"ENSMUSG00000037313"	"cluster_5"
"ENSMUSG00000037379"	"cluster_4"
"ENSMUSG00000041120"	"cluster_4"
"ENSMUSG00000042190"	"cluster_4"
"ENSMUSG00000042249"	"cluster_4"
"ENSMUSG00000046447"	"cluster_4"
"ENSMUSG00000047182"	"cluster_4"
"ENSMUSG00000050010"	"cluster_4"
"ENSMUSG00000055235"	"cluster_4"
"ENSMUSG00000062960"	"cluster_4"
"ENSMUSG00000073680"	"cluster_4"
"ENSMUSG00000078532"	"cluster_2"
"ENSMUSG00000000693"	"cluster_2"
"ENSMUSG00000001517"	"cluster_2"
"ENSMUSG00000001930"	"cluster_4"
"ENSMUSG00000002266"	"cluster_1"
"ENSMUSG00000002870"	"cluster_5"
"ENSMUSG00000004371"	"cluster_5"
"ENSMUSG00000009376"	"cluster_3"
"ENSMUSG00000009394"	"cluster_1"
"ENSMUSG00000019577"	"cluster_4"
"ENSMUSG00000023505"	"cluster_5"
"ENSMUSG00000029552"	"cluster_5"
"ENSMUSG00000029660"	"cluster_4"
"ENSMUSG00000029828"	"cluster_4"
"ENSMUSG00000029910"	"cluster_5"
"ENSMUSG00000030077"	"cluster_3"
"ENSMUSG00000030087"	"cluster_4"
"ENSMUSG00000030159"	"cluster_4"
"ENSMUSG00000030217"	"cluster_4"
"ENSMUSG00000030218"	"cluster_1"
"ENSMUSG00000030247"	"cluster_4"
"ENSMUSG00000030249"	"cluster_4"
"ENSMUSG00000030268"	"cluster_2"
"ENSMUSG00000030306"	"cluster_4"
"ENSMUSG00000030329"	"cluster_4"
"ENSMUSG00000030346"	"cluster_2"
"ENSMUSG00000032827"	"cluster_4"
"ENSMUSG00000033082"	"cluster_4"
"ENSMUSG00000033788"	"cluster_3"
"ENSMUSG00000033847"	"cluster_2"
"ENSMUSG00000034023"	"cluster_5"
"ENSMUSG00000037621"	"cluster_5"
"ENSMUSG00000039347"	"cluster_4"
"ENSMUSG00000040987"	"cluster_4"
"ENSMUSG00000043219"	"cluster_4"
"ENSMUSG00000045441"	"cluster_2"
"ENSMUSG00000046080"	"cluster_4"
"ENSMUSG00000048636"	"cluster_5"
"ENSMUSG00000049107"	"cluster_4"
"ENSMUSG00000051855"	"cluster_1"
"ENSMUSG00000056413"	"cluster_4"
"ENSMUSG00000056602"	"cluster_4"
"ENSMUSG00000057604"	"cluster_3"
"ENSMUSG00000068587"	"cluster_4"
"ENSMUSG00000074272"	"cluster_4"
"ENSMUSG00000079462"	"cluster_2"
"ENSMUSG00000086040"	"cluster_4"
"ENSMUSG00000110105"	"cluster_4"
"ENSMUSG00000118215"	"cluster_2"
"ENSMUSG00000000244"	"cluster_4"
"ENSMUSG00000002068"	"cluster_2"
"ENSMUSG00000010751"	"cluster_5"
"ENSMUSG00000019899"	"cluster_4"
"ENSMUSG00000019913"	"cluster_3"
"ENSMUSG00000023467"	"cluster_4"
"ENSMUSG00000025515"	"cluster_2"
"ENSMUSG00000030513"	"cluster_4"
"ENSMUSG00000030641"	"cluster_2"
"ENSMUSG00000030711"	"cluster_4"
"ENSMUSG00000030806"	"cluster_4"
"ENSMUSG00000030862"	"cluster_4"
"ENSMUSG00000030889"	"cluster_2"
"ENSMUSG00000030946"	"cluster_5"
"ENSMUSG00000031004"	"cluster_2"
"ENSMUSG00000035686"	"cluster_4"
"ENSMUSG00000037613"	"cluster_2"
"ENSMUSG00000038156"	"cluster_4"
"ENSMUSG00000039462"	"cluster_4"
"ENSMUSG00000039760"	"cluster_4"
"ENSMUSG00000040026"	"cluster_3"
"ENSMUSG00000040488"	"cluster_4"
"ENSMUSG00000043795"	"cluster_4"
"ENSMUSG00000044824"	"cluster_2"
"ENSMUSG00000046179"	"cluster_2"
"ENSMUSG00000046591"	"cluster_2"
"ENSMUSG00000051048"	"cluster_3"
"ENSMUSG00000052273"	"cluster_4"
"ENSMUSG00000052353"	"cluster_3"
"ENSMUSG00000053111"	"cluster_3"
"ENSMUSG00000054555"	"cluster_3"
"ENSMUSG00000058297"	"cluster_4"
"ENSMUSG00000059146"	"cluster_4"
"ENSMUSG00000061099"	"cluster_4"
"ENSMUSG00000061723"	"cluster_4"
"ENSMUSG00000070423"	"cluster_4"
"ENSMUSG00000070526"	"cluster_5"
"ENSMUSG00000074093"	"cluster_4"
"ENSMUSG00000074158"	"cluster_4"
"ENSMUSG00000075266"	"cluster_2"
"ENSMUSG00000078452"	"cluster_2"
"ENSMUSG00000078453"	"cluster_2"
"ENSMUSG00000079685"	"cluster_2"
"ENSMUSG00000110206"	"cluster_4"
"ENSMUSG00000000732"	"cluster_4"
"ENSMUSG00000001155"	"cluster_4"
"ENSMUSG00000001300"	"cluster_2"
"ENSMUSG00000005410"	"cluster_2"
"ENSMUSG00000006362"	"cluster_4"
"ENSMUSG00000006585"	"cluster_5"
"ENSMUSG00000014782"	"cluster_3"
"ENSMUSG00000014786"	"cluster_3"
"ENSMUSG00000014846"	"cluster_4"
"ENSMUSG00000019278"	"cluster_4"
"ENSMUSG00000019942"	"cluster_2"
"ENSMUSG00000020018"	"cluster_5"
"ENSMUSG00000020154"	"cluster_4"
"ENSMUSG00000020185"	"cluster_5"
"ENSMUSG00000020256"	"cluster_2"
"ENSMUSG00000021750"	"cluster_4"
"ENSMUSG00000022322"	"cluster_2"
"ENSMUSG00000025407"	"cluster_4"
"ENSMUSG00000031450"	"cluster_3"
"ENSMUSG00000031562"	"cluster_2"
"ENSMUSG00000031629"	"cluster_5"
"ENSMUSG00000031647"	"cluster_4"
"ENSMUSG00000031662"	"cluster_4"
"ENSMUSG00000031709"	"cluster_3"
"ENSMUSG00000031722"	"cluster_3"
"ENSMUSG00000031756"	"cluster_5"
"ENSMUSG00000031821"	"cluster_2"
"ENSMUSG00000031871"	"cluster_4"
"ENSMUSG00000031972"	"cluster_4"
"ENSMUSG00000035365"	"cluster_2"
"ENSMUSG00000036356"	"cluster_2"
"ENSMUSG00000037725"	"cluster_2"
"ENSMUSG00000037846"	"cluster_2"
"ENSMUSG00000039396"	"cluster_2"
"ENSMUSG00000056313"	"cluster_2"
"ENSMUSG00000056758"	"cluster_2"
"ENSMUSG00000058056"	"cluster_3"
"ENSMUSG00000062075"	"cluster_2"
"ENSMUSG00000062380"	"cluster_5"
"ENSMUSG00000062991"	"cluster_3"
"ENSMUSG00000069601"	"cluster_3"
"ENSMUSG00000074151"	"cluster_3"
"ENSMUSG00000074802"	"cluster_2"
"ENSMUSG00000091764"	"cluster_4"
"ENSMUSG00000005148"	"cluster_4"
"ENSMUSG00000015812"	"cluster_4"
"ENSMUSG00000021879"	"cluster_3"
"ENSMUSG00000021903"	"cluster_4"
"ENSMUSG00000021904"	"cluster_4"
"ENSMUSG00000021990"	"cluster_3"
"ENSMUSG00000022033"	"cluster_2"
"ENSMUSG00000022034"	"cluster_2"
"ENSMUSG00000022074"	"cluster_2"
"ENSMUSG00000022122"	"cluster_2"
"ENSMUSG00000022218"	"cluster_2"
"ENSMUSG00000025551"	"cluster_4"
"ENSMUSG00000032110"	"cluster_2"
"ENSMUSG00000032218"	"cluster_2"
"ENSMUSG00000032221"	"cluster_2"
"ENSMUSG00000032254"	"cluster_2"
"ENSMUSG00000032332"	"cluster_3"
"ENSMUSG00000032577"	"cluster_2"
"ENSMUSG00000033644"	"cluster_2"
"ENSMUSG00000034997"	"cluster_5"
"ENSMUSG00000035274"	"cluster_2"
"ENSMUSG00000036777"	"cluster_2"
"ENSMUSG00000037544"	"cluster_2"
"ENSMUSG00000038264"	"cluster_3"
"ENSMUSG00000038379"	"cluster_2"
"ENSMUSG00000042485"	"cluster_4"
"ENSMUSG00000043719"	"cluster_4"
"ENSMUSG00000045875"	"cluster_4"
"ENSMUSG00000048922"	"cluster_5"
"ENSMUSG00000050222"	"cluster_4"
"ENSMUSG00000050335"	"cluster_2"
"ENSMUSG00000052698"	"cluster_5"
"ENSMUSG00000059974"	"cluster_4"
"ENSMUSG00000079261"	"cluster_4"
"ENSMUSG00000091155"	"cluster_3"
"ENSMUSG00000098590"	"cluster_4"
"ENSMUSG00000000126"	"cluster_4"
"ENSMUSG00000000320"	"cluster_4"
"ENSMUSG00000000594"	"cluster_4"
"ENSMUSG00000002055"	"cluster_5"
"ENSMUSG00000003949"	"cluster_4"
"ENSMUSG00000006715"	"cluster_2"
"ENSMUSG00000017146"	"cluster_2"
"ENSMUSG00000017167"	"cluster_4"
"ENSMUSG00000017344"	"cluster_4"
"ENSMUSG00000017417"	"cluster_4"
"ENSMUSG00000017499"	"cluster_5"
"ENSMUSG00000017607"	"cluster_1"
"ENSMUSG00000017716"	"cluster_5"
"ENSMUSG00000018740"	"cluster_4"
"ENSMUSG00000018774"	"cluster_4"
"ENSMUSG00000020411"	"cluster_4"
"ENSMUSG00000020419"	"cluster_3"
"ENSMUSG00000020493"	"cluster_2"
"ENSMUSG00000020808"	"cluster_2"
"ENSMUSG00000020897"	"cluster_5"
"ENSMUSG00000021306"	"cluster_4"
"ENSMUSG00000021448"	"cluster_4"
"ENSMUSG00000025140"	"cluster_3"
"ENSMUSG00000025867"	"cluster_4"
"ENSMUSG00000033857"	"cluster_4"
"ENSMUSG00000034773"	"cluster_2"
"ENSMUSG00000034936"	"cluster_4"
"ENSMUSG00000035373"	"cluster_2"
"ENSMUSG00000035385"	"cluster_2"
"ENSMUSG00000035498"	"cluster_4"
"ENSMUSG00000036768"	"cluster_2"
"ENSMUSG00000038188"	"cluster_4"
"ENSMUSG00000038233"	"cluster_4"
"ENSMUSG00000041287"	"cluster_4"
"ENSMUSG00000041794"	"cluster_4"
"ENSMUSG00000041828"	"cluster_4"
"ENSMUSG00000042331"	"cluster_3"
"ENSMUSG00000043029"	"cluster_4"
"ENSMUSG00000044966"	"cluster_5"
"ENSMUSG00000045667"	"cluster_4"
"ENSMUSG00000046159"	"cluster_4"
"ENSMUSG00000049539"	"cluster_2"
"ENSMUSG00000050107"	"cluster_2"
"ENSMUSG00000051627"	"cluster_5"
"ENSMUSG00000052087"	"cluster_2"
"ENSMUSG00000052373"	"cluster_4"
"ENSMUSG00000052565"	"cluster_2"
"ENSMUSG00000055805"	"cluster_4"
"ENSMUSG00000057003"	"cluster_4"
"ENSMUSG00000058385"	"cluster_2"
"ENSMUSG00000058773"	"cluster_2"
"ENSMUSG00000061615"	"cluster_2"
"ENSMUSG00000061991"	"cluster_2"
"ENSMUSG00000062248"	"cluster_2"
"ENSMUSG00000062727"	"cluster_5"
"ENSMUSG00000063021"	"cluster_2"
"ENSMUSG00000064288"	"cluster_2"
"ENSMUSG00000067455"	"cluster_2"
"ENSMUSG00000069267"	"cluster_2"
"ENSMUSG00000069268"	"cluster_2"
"ENSMUSG00000069272"	"cluster_2"
"ENSMUSG00000069274"	"cluster_2"
"ENSMUSG00000069300"	"cluster_5"
"ENSMUSG00000069301"	"cluster_2"
"ENSMUSG00000069302"	"cluster_2"
"ENSMUSG00000069309"	"cluster_2"
"ENSMUSG00000069310"	"cluster_2"
"ENSMUSG00000069793"	"cluster_2"
"ENSMUSG00000069899"	"cluster_5"
"ENSMUSG00000069910"	"cluster_2"
"ENSMUSG00000071478"	"cluster_2"
"ENSMUSG00000071516"	"cluster_2"
"ENSMUSG00000075031"	"cluster_2"
"ENSMUSG00000079243"	"cluster_3"
"ENSMUSG00000081769"	"cluster_1"
"ENSMUSG00000094338"	"cluster_2"
"ENSMUSG00000095217"	"cluster_2"
"ENSMUSG00000099517"	"cluster_2"
"ENSMUSG00000099583"	"cluster_2"
"ENSMUSG00000101355"	"cluster_2"
"ENSMUSG00000101972"	"cluster_2"
"ENSMUSG00000114279"	"cluster_2"
"ENSMUSG00000114456"	"cluster_5"
"ENSMUSG00000000934"	"cluster_2"
"ENSMUSG00000002997"	"cluster_2"
"ENSMUSG00000004151"	"cluster_4"
"ENSMUSG00000004187"	"cluster_4"
"ENSMUSG00000004791"	"cluster_4"
"ENSMUSG00000005124"	"cluster_3"
"ENSMUSG00000007682"	"cluster_1"
"ENSMUSG00000019256"	"cluster_3"
"ENSMUSG00000020592"	"cluster_2"
"ENSMUSG00000020961"	"cluster_4"
"ENSMUSG00000021175"	"cluster_2"
"ENSMUSG00000021176"	"cluster_5"
"ENSMUSG00000021187"	"cluster_1"
"ENSMUSG00000021263"	"cluster_2"
"ENSMUSG00000021483"	"cluster_4"
"ENSMUSG00000021594"	"cluster_2"
"ENSMUSG00000021697"	"cluster_5"
"ENSMUSG00000021714"	"cluster_5"
"ENSMUSG00000022231"	"cluster_4"
"ENSMUSG00000022425"	"cluster_4"
"ENSMUSG00000022579"	"cluster_4"
"ENSMUSG00000034429"	"cluster_4"
"ENSMUSG00000036944"	"cluster_4"
"ENSMUSG00000039007"	"cluster_4"
"ENSMUSG00000041481"	"cluster_3"
"ENSMUSG00000042029"	"cluster_5"
"ENSMUSG00000042379"	"cluster_4"
"ENSMUSG00000046314"	"cluster_4"
"ENSMUSG00000047534"	"cluster_5"
"ENSMUSG00000048982"	"cluster_4"
"ENSMUSG00000049148"	"cluster_4"
"ENSMUSG00000050919"	"cluster_4"
"ENSMUSG00000051235"	"cluster_2"
"ENSMUSG00000054196"	"cluster_3"
"ENSMUSG00000062563"	"cluster_4"
"ENSMUSG00000091119"	"cluster_4"
"ENSMUSG00000001228"	"cluster_2"
"ENSMUSG00000002847"	"cluster_4"
"ENSMUSG00000006369"	"cluster_4"
"ENSMUSG00000006958"	"cluster_4"
"ENSMUSG00000015476"	"cluster_4"
"ENSMUSG00000018169"	"cluster_4"
"ENSMUSG00000022385"	"cluster_5"
"ENSMUSG00000022464"	"cluster_3"
"ENSMUSG00000022479"	"cluster_5"
"ENSMUSG00000022548"	"cluster_4"
"ENSMUSG00000022636"	"cluster_5"
"ENSMUSG00000022686"	"cluster_2"
"ENSMUSG00000022840"	"cluster_4"
"ENSMUSG00000022844"	"cluster_3"
"ENSMUSG00000022945"	"cluster_2"
"ENSMUSG00000022978"	"cluster_5"
"ENSMUSG00000023015"	"cluster_2"
"ENSMUSG00000023045"	"cluster_4"
"ENSMUSG00000023046"	"cluster_4"
"ENSMUSG00000023826"	"cluster_4"
"ENSMUSG00000023903"	"cluster_3"
"ENSMUSG00000023912"	"cluster_4"
"ENSMUSG00000023919"	"cluster_5"
"ENSMUSG00000024011"	"cluster_4"
"ENSMUSG00000024056"	"cluster_2"
"ENSMUSG00000024076"	"cluster_4"
"ENSMUSG00000024084"	"cluster_4"
"ENSMUSG00000024087"	"cluster_2"
"ENSMUSG00000024165"	"cluster_2"
"ENSMUSG00000024168"	"cluster_4"
"ENSMUSG00000024176"	"cluster_4"
"ENSMUSG00000024186"	"cluster_4"
"ENSMUSG00000024401"	"cluster_4"
"ENSMUSG00000032783"	"cluster_2"
"ENSMUSG00000033031"	"cluster_2"
"ENSMUSG00000033170"	"cluster_4"
"ENSMUSG00000033177"	"cluster_3"
"ENSMUSG00000033581"	"cluster_2"
"ENSMUSG00000034206"	"cluster_5"
"ENSMUSG00000041119"	"cluster_1"
"ENSMUSG00000043557"	"cluster_3"
"ENSMUSG00000046329"	"cluster_4"
"ENSMUSG00000048218"	"cluster_4"
"ENSMUSG00000052013"	"cluster_3"
"ENSMUSG00000053411"	"cluster_4"
"ENSMUSG00000057789"	"cluster_5"
"ENSMUSG00000058290"	"cluster_5"
"ENSMUSG00000061080"	"cluster_4"
"ENSMUSG00000062609"	"cluster_3"
"ENSMUSG00000068101"	"cluster_5"
"ENSMUSG00000068246"	"cluster_3"
"ENSMUSG00000071716"	"cluster_3"
"ENSMUSG00000072082"	"cluster_5"
"ENSMUSG00000079553"	"cluster_2"
"ENSMUSG00000012443"	"cluster_2"
"ENSMUSG00000024304"	"cluster_3"
"ENSMUSG00000024395"	"cluster_4"
"ENSMUSG00000024481"	"cluster_4"
"ENSMUSG00000024521"	"cluster_3"
"ENSMUSG00000024590"	"cluster_2"
"ENSMUSG00000024598"	"cluster_3"
"ENSMUSG00000024660"	"cluster_5"
"ENSMUSG00000024795"	"cluster_5"
"ENSMUSG00000024912"	"cluster_2"
"ENSMUSG00000024986"	"cluster_2"
"ENSMUSG00000025089"	"cluster_4"
"ENSMUSG00000025092"	"cluster_4"
"ENSMUSG00000033207"	"cluster_4"
"ENSMUSG00000035783"	"cluster_2"
"ENSMUSG00000036223"	"cluster_2"
"ENSMUSG00000036585"	"cluster_4"
"ENSMUSG00000039097"	"cluster_2"
"ENSMUSG00000044201"	"cluster_2"
"ENSMUSG00000051984"	"cluster_4"
"ENSMUSG00000052229"	"cluster_4"
"ENSMUSG00000052942"	"cluster_2"
"ENSMUSG00000058216"	"cluster_4"
"ENSMUSG00000058470"	"cluster_4"
"ENSMUSG00000060275"	"cluster_4"
"ENSMUSG00000061132"	"cluster_4"
"ENSMUSG00000062456"	"cluster_2"
"ENSMUSG00000067279"	"cluster_4"
"ENSMUSG00000071656"	"cluster_4"
"ENSMUSG00000083282"	"cluster_4"
"ENSMUSG00000117694"	"cluster_5"
"ENSMUSG00000025932"	"cluster_1"
"ENSMUSG00000026068"	"cluster_2"
"ENSMUSG00000026070"	"cluster_5"
"ENSMUSG00000026170"	"cluster_4"
"ENSMUSG00000026177"	"cluster_4"
"ENSMUSG00000026365"	"cluster_4"
"ENSMUSG00000026437"	"cluster_4"
"ENSMUSG00000026494"	"cluster_3"
"ENSMUSG00000026622"	"cluster_2"
"ENSMUSG00000026639"	"cluster_4"
"ENSMUSG00000026669"	"cluster_2"
"ENSMUSG00000026726"	"cluster_2"
"ENSMUSG00000026768"	"cluster_4"
"ENSMUSG00000026770"	"cluster_4"
"ENSMUSG00000026822"	"cluster_3"
"ENSMUSG00000033952"	"cluster_2"
"ENSMUSG00000034353"	"cluster_4"
"ENSMUSG00000037035"	"cluster_4"
"ENSMUSG00000037318"	"cluster_4"
"ENSMUSG00000037474"	"cluster_2"
"ENSMUSG00000037624"	"cluster_4"
"ENSMUSG00000041605"	"cluster_3"
"ENSMUSG00000055632"	"cluster_4"
"ENSMUSG00000067158"	"cluster_4"
"ENSMUSG00000079465"	"cluster_4"
"ENSMUSG00000001131"	"cluster_2"
"ENSMUSG00000002108"	"cluster_4"
"ENSMUSG00000008999"	"cluster_4"
"ENSMUSG00000016024"	"cluster_4"
"ENSMUSG00000017737"	"cluster_3"
"ENSMUSG00000017861"	"cluster_5"
"ENSMUSG00000023092"	"cluster_4"
"ENSMUSG00000027202"	"cluster_3"
"ENSMUSG00000027326"	"cluster_2"
"ENSMUSG00000027331"	"cluster_2"
"ENSMUSG00000027379"	"cluster_2"
"ENSMUSG00000027496"	"cluster_5"
"ENSMUSG00000027641"	"cluster_5"
"ENSMUSG00000027656"	"cluster_5"
"ENSMUSG00000031376"	"cluster_3"
"ENSMUSG00000034906"	"cluster_2"
"ENSMUSG00000035000"	"cluster_4"
"ENSMUSG00000040133"	"cluster_2"
"ENSMUSG00000048007"	"cluster_5"
"ENSMUSG00000050700"	"cluster_4"
"ENSMUSG00000068373"	"cluster_4"
"ENSMUSG00000027555"	"cluster_2"
"ENSMUSG00000027699"	"cluster_2"
"ENSMUSG00000027737"	"cluster_5"
"ENSMUSG00000027750"	"cluster_3"
"ENSMUSG00000027861"	"cluster_4"
"ENSMUSG00000027996"	"cluster_2"
"ENSMUSG00000028037"	"cluster_3"
"ENSMUSG00000028194"	"cluster_3"
"ENSMUSG00000028434"	"cluster_4"
"ENSMUSG00000028456"	"cluster_4"
"ENSMUSG00000031289"	"cluster_5"
"ENSMUSG00000034317"	"cluster_2"
"ENSMUSG00000036381"	"cluster_4"
"ENSMUSG00000038578"	"cluster_3"
"ENSMUSG00000039304"	"cluster_2"
"ENSMUSG00000039519"	"cluster_3"
"ENSMUSG00000040037"	"cluster_4"
"ENSMUSG00000041220"	"cluster_5"
"ENSMUSG00000045326"	"cluster_5"
"ENSMUSG00000045328"	"cluster_2"
"ENSMUSG00000050947"	"cluster_4"
"ENSMUSG00000057457"	"cluster_4"
"ENSMUSG00000070385"	"cluster_2"
"ENSMUSG00000102758"	"cluster_4"
"ENSMUSG00000002297"	"cluster_2"
"ENSMUSG00000006386"	"cluster_4"
"ENSMUSG00000006445"	"cluster_3"
"ENSMUSG00000015653"	"cluster_5"
"ENSMUSG00000025746"	"cluster_2"
"ENSMUSG00000028524"	"cluster_4"
