"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"id"	"contrast"	"celltype"	"repadj"
"1"	77.6539206823178	2.61102997840867	0.526968864410104	4.95480882220905	7.24014398463935e-07	1.74696234917709e-05	"ENSMUSG00000009614"	"M1.D4_vs_M1.D2"	"M1"	1.48476576786599e-05
"2"	14.9393016675828	-3.66877262940952	0.817173762189845	-4.48958691426658	7.13614260845765e-06	0.000127285482444734	"ENSMUSG00000015962"	"M1.D4_vs_M1.D2"	"M1"	0.000113683262442548
"3"	38650.5602478849	3.95155940787801	0.604796349253643	6.53370248142948	6.41633466695939e-11	3.76648421569422e-09	"ENSMUSG00000026043"	"M1.D4_vs_M1.D2"	"M1"	2.96091252152475e-09
"4"	247.831854662571	4.16342260542743	0.926312369549915	4.49462054301444	6.96941145701218e-06	0.000124594069365586	"ENSMUSG00000026207"	"M1.D4_vs_M1.D2"	"M1"	0.000111370084690724
"5"	671.185733402148	5.53734456636374	1.22786401952729	4.50973762428151	6.49078533987894e-06	0.000117194225890927	"ENSMUSG00000026208"	"M1.D4_vs_M1.D2"	"M1"	0.000104881188990199
"6"	110.79770199284	2.37704770249518	0.374831461043663	6.34164404417025	2.273260696615e-10	1.20009856641433e-08	"ENSMUSG00000026489"	"M1.D4_vs_M1.D2"	"M1"	9.43196877972483e-09
"7"	146.944702599941	2.5627339257966	0.492845018506738	5.19987791204906	1.99419471463712e-07	5.64256677170344e-06	"ENSMUSG00000026548"	"M1.D4_vs_M1.D2"	"M1"	4.66698540216932e-06
"8"	112.940026139051	-6.18266568166411	1.32005446286177	-4.68364439165683	2.81818765458944e-06	5.72952853442265e-05	"ENSMUSG00000026582"	"M1.D4_vs_M1.D2"	"M1"	5.03371435480475e-05
"9"	1497.08269837677	3.36803162698349	0.708942038583351	4.75078559837372	2.02627886629798e-06	4.35483867822402e-05	"ENSMUSG00000026586"	"M1.D4_vs_M1.D2"	"M1"	3.7374179456964e-05
"10"	142.27129226375	-2.12260238345256	0.394613141361139	-5.37894499947738	7.4923591730964e-08	2.43532633287505e-06	"ENSMUSG00000026675"	"M1.D4_vs_M1.D2"	"M1"	1.94619177548095e-06
"11"	1461.86014446455	2.37062047964014	0.483641930995265	4.90160246189106	9.50580481588755e-07	2.25218857475215e-05	"ENSMUSG00000026748"	"M1.D4_vs_M1.D2"	"M1"	1.89330206071574e-05
