"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"id"	"contrast"	"celltype"	"repadj"
"1"	162.683662844339	2.7726836675537	0.403426052149281	6.87284237788321	6.29350947358925e-12	1.20222168149333e-09	"ENSMUSG00000003418"	"M1.D4_vs_M1.D2"	"M1"	5.16448542316731e-10
"2"	30348.2079623851	3.12166758827008	0.5489288934763	5.68683416990667	1.29416013043786e-08	1.10219052636851e-06	"ENSMUSG00000026043"	"M1.D4_vs_M1.D2"	"M1"	5.46586919147208e-07
"3"	290.923348305163	2.0276922879532	0.343712054009991	5.89939242542322	3.64842554187542e-09	3.48471413935537e-07	"ENSMUSG00000026121"	"M1.D4_vs_M1.D2"	"M1"	1.71568159805755e-07
"4"	24060.8187967583	-3.30608528877638	0.393104342957494	-8.41019782153327	4.09319781773619e-17	2.17816598158105e-14	"ENSMUSG00000026193"	"M1.D4_vs_M1.D2"	"M1"	7.16858190539892e-15
"5"	269.075953508249	5.30535109970796	1.24013875303896	4.27803025000806	1.88554402093941e-05	0.000555229365849747	"ENSMUSG00000026207"	"M1.D4_vs_M1.D2"	"M1"	0.000347276608194124
"6"	192.314706439669	2.44322787511216	0.433102262426714	5.64122630397385	1.68843267300526e-08	1.33817270360524e-06	"ENSMUSG00000026548"	"M1.D4_vs_M1.D2"	"M1"	6.93670531200694e-07
"7"	309.205413971278	-2.65978189555982	0.311669659916621	-8.5339775975351	1.4140023321914e-17	9.41771808626737e-15	"ENSMUSG00000026558"	"M1.D4_vs_M1.D2"	"M1"	2.64273695723583e-15
"8"	171.75181816068	-2.3052315563556	0.531520690521295	-4.337049521242	1.44408098016811e-05	0.000440918168125098	"ENSMUSG00000026579"	"M1.D4_vs_M1.D2"	"M1"	0.000276527091140633
"9"	80.8480240290962	2.03259717237078	0.447018504754034	4.54700901809242	5.44136675691677e-06	0.0002037094589901	"ENSMUSG00000036770"	"M1.D4_vs_M1.D2"	"M1"	0.000118166771584791
"10"	113.571648669416	2.09875939960661	0.260865339589447	8.04537468607237	8.59819454275785e-16	4.00353433397162e-13	"ENSMUSG00000037995"	"M1.D4_vs_M1.D2"	"M1"	1.29578886137714e-13
"11"	37.3632844722846	3.06489186838506	0.619650695753766	4.94616061821219	7.56915121898913e-07	3.75934510543127e-05	"ENSMUSG00000042182"	"M1.D4_vs_M1.D2"	"M1"	2.10376315379305e-05
"12"	640.133073421359	-3.11195498804301	0.475290010266105	-6.54748663095335	5.85134571548744e-11	9.12111776051728e-09	"ENSMUSG00000005089"	"M1.D4_vs_M1.D2"	"M1"	4.02107789151207e-09
"13"	4329.88760629357	2.83275826003676	0.672676305538149	4.21117592029724	2.54044809360703e-05	0.000698388867061712	"ENSMUSG00000023224"	"M1.D4_vs_M1.D2"	"M1"	0.000447828265502091
"14"	1356.72826348516	-2.17570854893196	0.469015288104607	-4.63888620288792	3.50291853801126e-06	0.000141063476260453	"ENSMUSG00000027360"	"M1.D4_vs_M1.D2"	"M1"	8.07039790519148e-05
"15"	55.1209784021378	-2.19823770825412	0.465527012725492	-4.72204114511901	2.33489430306748e-06	0.000102856418676287	"ENSMUSG00000037217"	"M1.D4_vs_M1.D2"	"M1"	5.66243179337008e-05
"16"	126.332686211044	-2.97131695993834	0.554128207083568	-5.36214710234059	8.22385241359035e-08	5.47033040011144e-06	"ENSMUSG00000051379"	"M1.D4_vs_M1.D2"	"M1"	2.8908013460049e-06
"17"	32.3471447019783	3.22776406371361	0.657128516719001	4.9119220694144	9.01879004442891e-07	4.39150234189512e-05	"ENSMUSG00000070883"	"M1.D4_vs_M1.D2"	"M1"	2.45916140717478e-05
"18"	58.680949092198	-2.09218795183761	0.377398653612632	-5.54370804402779	2.96132445044806e-08	2.2061867155838e-06	"ENSMUSG00000009108"	"M1.D4_vs_M1.D2"	"M1"	1.15371353559023e-06
"19"	27.589420390426	6.43268006962138	1.29631867089092	4.96226754583454	6.96749292287419e-07	3.48374646143709e-05	"ENSMUSG00000027886"	"M1.D4_vs_M1.D2"	"M1"	1.9583234105073e-05
"20"	442.670072465079	-2.73479283575248	0.584654324043128	-4.67762355170872	2.90218711483893e-06	0.000121467943851404	"ENSMUSG00000028128"	"M1.D4_vs_M1.D2"	"M1"	6.87659729052326e-05
"21"	232.269262209276	3.25389778288227	0.335659486785475	9.69404384796036	3.19617263150304e-22	7.93716203489923e-19	"ENSMUSG00000028459"	"M1.D4_vs_M1.D2"	"M1"	9.8846063298184e-20
"22"	118.378625805136	-2.00989672918365	0.333368319563488	-6.02905738558302	1.64918725935135e-09	1.78064421480689e-07	"ENSMUSG00000031373"	"M1.D4_vs_M1.D2"	"M1"	8.27154966465159e-08
"23"	43.0976011946105	3.11245967902364	0.694221438507032	4.48338167965136	7.34693473161804e-06	0.000260641255955021	"ENSMUSG00000050395"	"M1.D4_vs_M1.D2"	"M1"	0.000153543335055854
"24"	431.293412138338	-2.36364516339226	0.249053691564845	-9.49050443115738	2.29918944168243e-21	3.42579226810681e-18	"ENSMUSG00000050931"	"M1.D4_vs_M1.D2"	"M1"	6.53575575901486e-19
"25"	1975.73910213512	-5.39125250062523	0.694616492505866	-7.76148070020048	8.3943495077344e-15	3.29146862276954e-12	"ENSMUSG00000056054"	"M1.D4_vs_M1.D2"	"M1"	1.07701772927343e-12
"26"	2563.79961288064	-4.54469046909063	0.632562294804882	-7.18457376675047	6.74171748282345e-13	2.00903180988139e-10	"ENSMUSG00000056071"	"M1.D4_vs_M1.D2"	"M1"	6.54484278823302e-11
"27"	242.279992976151	-2.14191843665872	0.454509580816735	-4.7125924888311	2.44585009225652e-06	0.000105327070446885	"ENSMUSG00000086564"	"M1.D4_vs_M1.D2"	"M1"	5.89387794820313e-05
"28"	49.3614733143328	-3.65555748515163	0.558369688928309	-6.54684084332698	5.87669332221248e-11	9.12111776051728e-09	"ENSMUSG00000029314"	"M1.D4_vs_M1.D2"	"M1"	4.02879984662095e-09
"29"	144.921109044618	3.41308859182475	0.702366163238454	4.85941488993114	1.17733180456182e-06	5.51642889558839e-05	"ENSMUSG00000033295"	"M1.D4_vs_M1.D2"	"M1"	3.11020007936331e-05
"30"	86.6071063333876	3.24701819290955	0.548605728918443	5.91867350585443	3.24548507724335e-09	3.22384851006173e-07	"ENSMUSG00000034438"	"M1.D4_vs_M1.D2"	"M1"	1.54533267389064e-07
"31"	494.795120437653	-2.15328646392515	0.327369637844331	-6.57753870549557	4.7829937621852e-11	7.91851189517328e-09	"ENSMUSG00000037999"	"M1.D4_vs_M1.D2"	"M1"	3.35141372514326e-09
"32"	899.6835407421	2.63726850899246	0.629893877414713	4.18684575855326	2.82857904654953e-05	0.000766287778065236	"ENSMUSG00000079363"	"M1.D4_vs_M1.D2"	"M1"	0.0004899773928035
"33"	214.383423023779	-2.13420880019011	0.404502560495817	-5.27613174456577	1.31939251429961e-07	8.00920180524678e-06	"ENSMUSG00000092060"	"M1.D4_vs_M1.D2"	"M1"	4.42331931065191e-06
"34"	3597.06516944684	3.34910481620656	0.723104747936872	4.63156247523207	3.62916450097347e-06	0.000144584361135039	"ENSMUSG00000002265"	"M1.D4_vs_M1.D2"	"M1"	8.32288392223249e-05
"35"	2865.04801215048	2.31667818361314	0.353829461854757	6.54744285981507	5.85306037882297e-11	9.12111776051728e-09	"ENSMUSG00000002602"	"M1.D4_vs_M1.D2"	"M1"	4.02107789151207e-09
"36"	131.161489083707	3.77433921903404	0.598986025833269	6.3012141456613	2.95323031484455e-10	4.07436404547998e-08	"ENSMUSG00000023274"	"M1.D4_vs_M1.D2"	"M1"	1.7276124400037e-08
"37"	101.352636674365	3.39437081050046	0.578454182426142	5.86800288358856	4.41075584015441e-09	4.15951025432283e-07	"ENSMUSG00000030324"	"M1.D4_vs_M1.D2"	"M1"	2.03882571805073e-07
"38"	1492.13871136021	2.6628517356328	0.612549279897817	4.34716327815617	1.37909557045656e-05	0.00042631792530711	"ENSMUSG00000033420"	"M1.D4_vs_M1.D2"	"M1"	0.0002659156170622
"39"	18.1314565843483	2.19928412183194	0.521963600719272	4.21348178072436	2.51463880260734e-05	0.000693854039978693	"ENSMUSG00000035458"	"M1.D4_vs_M1.D2"	"M1"	0.0004440259489217
"40"	88.3923266632458	2.92227613845275	0.451815733862964	6.46784943381161	9.940747164837e-11	1.4521287525105e-08	"ENSMUSG00000038390"	"M1.D4_vs_M1.D2"	"M1"	6.47334910026258e-09
"41"	138.823174591296	2.6461494630534	0.550932859356728	4.80303437726161	1.56279041430935e-06	7.01372806421967e-05	"ENSMUSG00000042810"	"M1.D4_vs_M1.D2"	"M1"	3.99293791970363e-05
"42"	75.6094402468099	-2.99796013828322	0.643372354402316	-4.65975903031813	3.16579777584768e-06	0.000130304936077709	"ENSMUSG00000047115"	"M1.D4_vs_M1.D2"	"M1"	7.40876273182358e-05
"43"	1581.66721569679	-2.30156359758753	0.512217855355759	-4.49332949549169	7.01181656064226e-06	0.000251144391234542	"ENSMUSG00000049130"	"M1.D4_vs_M1.D2"	"M1"	0.000147350578028689
"44"	124.152100135772	-6.96945389768609	1.30041676748356	-5.35940021072836	8.34986993588678e-08	5.47109624427694e-06	"ENSMUSG00000078817"	"M1.D4_vs_M1.D2"	"M1"	2.93184190529894e-06
"45"	1457.02276284974	-2.11655616854992	0.370130679503579	-5.71840240692465	1.07530246927796e-08	9.31512022804742e-07	"ENSMUSG00000019817"	"M1.D4_vs_M1.D2"	"M1"	4.61335371184484e-07
"46"	287.189938525017	-2.01973086907482	0.457553272947992	-4.4141982769827	1.01385006753091e-05	0.000341772986565849	"ENSMUSG00000019987"	"M1.D4_vs_M1.D2"	"M1"	0.000203168445348093
"47"	111.000071495909	5.53326522566979	1.26312461721729	4.38061704304346	1.183437032927e-05	0.000383330691100266	"ENSMUSG00000037990"	"M1.D4_vs_M1.D2"	"M1"	0.000232293251300849
"48"	1511.39217341907	-3.34429908254146	0.347282777514998	-9.62990191011425	5.9786522557963e-22	1.11352398264206e-18	"ENSMUSG00000050953"	"M1.D4_vs_M1.D2"	"M1"	1.77942683314835e-19
"49"	25.7018987711434	-4.08560323912014	0.963793467194341	-4.23908583963903	2.24431835473559e-05	0.000630949877086043	"ENSMUSG00000060962"	"M1.D4_vs_M1.D2"	"M1"	0.0004033400754723
"50"	196.316767461263	6.45488386617185	0.712984462984722	9.05333033366558	1.38673007266057e-19	1.72185650688687e-16	"ENSMUSG00000025279"	"M1.D4_vs_M1.D2"	"M1"	3.29154250046713e-17
"51"	505.265904172784	-2.62817447201847	0.331967328839909	-7.9169672545876	2.43373809314379e-15	1.06654992905419e-12	"ENSMUSG00000025355"	"M1.D4_vs_M1.D2"	"M1"	3.42832091269205e-13
"52"	1144.37041005223	-2.37628543878239	0.281799605983116	-8.43253641357028	3.38252492981276e-17	1.93844697900808e-14	"ENSMUSG00000031584"	"M1.D4_vs_M1.D2"	"M1"	5.98045525020749e-15
"53"	116.153858414068	2.64426896947613	0.624609342029422	4.23347649730088	2.30106240117084e-05	0.00064447048453845	"ENSMUSG00000034771"	"M1.D4_vs_M1.D2"	"M1"	0.000411900581856645
"54"	255.469267789254	2.14166445958736	0.359082122192373	5.96427481967481	2.45722873751086e-09	2.54254917978554e-07	"ENSMUSG00000039328"	"M1.D4_vs_M1.D2"	"M1"	1.19517994494995e-07
"55"	136.927603946034	-2.48955504409447	0.474895942051986	-5.24231694492337	1.58572680693741e-07	9.37592437435214e-06	"ENSMUSG00000062991"	"M1.D4_vs_M1.D2"	"M1"	5.21855271951007e-06
"56"	497.365279773637	2.07061607698622	0.473266486513721	4.37515889248621	1.213440565859e-05	0.000389660871364204	"ENSMUSG00000004562"	"M1.D4_vs_M1.D2"	"M1"	0.000237789269525112
"57"	428.323759765574	2.33473328085988	0.389348065403461	5.99651953693547	2.01591367085598e-09	2.14550812112529e-07	"ENSMUSG00000021838"	"M1.D4_vs_M1.D2"	"M1"	9.98429356107199e-08
"58"	138.221808975852	-3.34653412353157	0.759601373039362	-4.40564517431192	1.05469487215169e-05	0.000347675964492481	"ENSMUSG00000021986"	"M1.D4_vs_M1.D2"	"M1"	0.000210062827651709
