Sending cluster name,Target cluster name,Total expression,Total specificity,Edge count,Average expression,Average specificity
FAPs (3 cells),Neutrophils (3 cells),21063693949.934986,59.7146072828264,1180,17850588.09316524,0.05060559939222576
Resolving-Mac (3 cells),Resolving-Mac (3 cells),20649218659.846268,20.576568459904717,992,20815744.616780512,0.020742508528129755
Resolving-Mac (3 cells),Inflammatory-Mac (3 cells),19260404251.613834,21.74337658376486,977,19713822.161324292,0.02225524727099781
FAPs (3 cells),Inflammatory-Mac (3 cells),18611615649.35072,40.93279188261329,1150,16184013.60813106,0.03559373207183764
FAPs (3 cells),Resolving-Mac (3 cells),18463875820.694366,42.401112878641904,1154,15999892.392282814,0.03674273213053891
Resolving-Mac (3 cells),Neutrophils (3 cells),18238567911.860226,28.846113632351646,999,18256824.736596823,0.028874988620972618
Inflammatory-Mac (3 cells),Resolving-Mac (3 cells),17308452175.988434,19.72878219978802,948,18257860.945135478,0.020810951687540106
Inflammatory-Mac (3 cells),Inflammatory-Mac (3 cells),15172397331.476692,21.00751548996464,938,16175263.679612678,0.02239607195092179
Inflammatory-Mac (3 cells),Neutrophils (3 cells),13571845263.420471,29.8263312746739,958,14166853.093340784,0.03113395748922119
FAPs (3 cells),ECs (3 cells),13320278066.158989,92.86809979677582,1277,10430914.695504298,0.0727236490186185
Resolving-Mac (3 cells),FAPs (3 cells),12832029349.220171,33.5630142185517,1054,12174600.900588397,0.031843467000523436
FAPs (3 cells),FAPs (3 cells),12828311859.746962,109.77596128055444,1294,9913687.681411872,0.08483459140691997
FAPs (3 cells),MuSCs (3 cells),11001385087.267061,94.66730585674705,1317,8353367.568160259,0.07188102191096966
Inflammatory-Mac (3 cells),FAPs (3 cells),10295318323.655134,30.252433388075914,1002,10274768.786082968,0.03019204928949692
Neutrophils (3 cells),Resolving-Mac (3 cells),9692185402.945002,24.905225694334224,968,10012588.226182854,0.02572853894042792
Neutrophils (3 cells),Neutrophils (3 cells),9052613458.464306,46.45497590181477,984,9199810.425268603,0.0472103413636329
Neutrophils (3 cells),Inflammatory-Mac (3 cells),8379937924.380818,28.44607650738993,961,8720018.651801059,0.029600495845358926
Resolving-Mac (3 cells),MuSCs (3 cells),7946951039.864696,27.281513763276386,1072,7413200.596888709,0.02544917328663842
Inflammatory-Mac (3 cells),MuSCs (3 cells),6453436395.579009,24.96933317418908,1018,6339328.482887043,0.024527832194684757
Inflammatory-Mac (3 cells),ECs (3 cells),6438919488.585564,24.369515038194887,992,6490846.258654802,0.024566043385277105
Resolving-Mac (3 cells),ECs (3 cells),6346244716.880323,25.441123540056417,1045,6072961.451560118,0.024345572765604225
Neutrophils (3 cells),FAPs (3 cells),6156308278.589564,42.66411765169445,1035,5948123.940666245,0.04122136971178207
MuSCs (3 cells),Neutrophils (3 cells),5396193784.340392,33.848264618860064,1165,4631925.995141967,0.0290543043938713
ECs (3 cells),Resolving-Mac (3 cells),5302873127.3753,27.45945888023037,1120,4734708.149442232,0.024517374000205688
ECs (3 cells),Inflammatory-Mac (3 cells),4878543188.354014,26.176954420293413,1110,4395083.953472085,0.023582841820084157
MuSCs (3 cells),Inflammatory-Mac (3 cells),4813517943.116808,24.54559400913779,1138,4229804.8709286535,0.021569063276922488
ECs (3 cells),Neutrophils (3 cells),4711764613.793367,37.397337474449415,1132,4162336.2312662257,0.03303651720357722
MuSCs (3 cells),Resolving-Mac (3 cells),4638741802.365184,26.120374425710985,1145,4051302.8841617326,0.02281255408359038
ECs (3 cells),ECs (3 cells),4614936723.213097,68.6224339412544,1226,3764222.449602852,0.05597262148552561
Neutrophils (3 cells),ECs (3 cells),4502429890.898291,31.967268331110706,1026,4388333.226996385,0.031157181609269693
ECs (3 cells),FAPs (3 cells),3683500912.417416,65.43581211037225,1238,2975364.2265084134,0.052856067940526864
Neutrophils (3 cells),MuSCs (3 cells),3251281510.7916503,32.708977822557856,1051,3093512.3794402,0.03112176767132051
MuSCs (3 cells),FAPs (3 cells),3213458080.5884757,73.84258485403825,1272,2526303.5224752165,0.058052346583363404
ECs (3 cells),MuSCs (3 cells),3078152840.7643366,61.920514008053516,1262,2439106.846881408,0.04906538352460659
MuSCs (3 cells),ECs (3 cells),2933381494.310371,57.66650084272867,1260,2328080.551039977,0.045767064160895765
MuSCs (3 cells),MuSCs (3 cells),2704926020.819723,75.68983932580895,1298,2083918.3519412351,0.05831266512003771
