Sending cluster name,Target cluster name,Total expression,Total specificity,Edge count,Average expression,Average specificity
FAPs (3 cells),M2 (3 cells),6566020.68114893,70.48357503309927,806,8146.427644105373,0.08744860425942838
FAPs (3 cells),M1 (3 cells),5028311.714964576,59.61944946729664,791,6356.904822964066,0.07537224964260004
FAPs (3 cells),ECs (3 cells),4733455.995175529,96.14889173196185,927,5106.209272034012,0.10372048730524472
FAPs (3 cells),FAPs (3 cells),3915115.734767813,126.38677316251297,939,4169.452326696286,0.13459720251598825
M2 (3 cells),M2 (3 cells),3321341.28454166,42.796394284250525,610,5444.821777937147,0.07015802341680413
FAPs (3 cells),sCs (2 cells),3294802.9539502338,109.3259565997882,966,3410.7691034681507,0.11317386811572278
M2 (3 cells),M1 (3 cells),2889807.846283688,35.72558202384581,593,4873.200415318192,0.06024550088338248
M1 (3 cells),M2 (3 cells),2859908.3200868047,39.477063281410835,647,4420.26015469367,0.061015553757976564
M1 (3 cells),M1 (3 cells),2454480.217475647,36.068599500948864,635,3865.3231771270034,0.056800944095982464
M2 (3 cells),FAPs (3 cells),2217293.5900902464,37.84503289621688,615,3605.355431041051,0.0615366388556372
M1 (3 cells),FAPs (3 cells),2013915.2804891902,37.27941510222215,667,3019.3632391142282,0.05589117706480083
M2 (3 cells),ECs (3 cells),1812463.4766330062,27.979485130260784,628,2886.0883385875895,0.0445533202711159
M2 (3 cells),sCs (2 cells),1353313.6065351793,28.525840510598087,626,2161.8428219411812,0.04556843532044423
M1 (3 cells),ECs (3 cells),1314895.6657343963,25.481586799981937,685,1919.5557164005786,0.0371993967882948
sCs (2 cells),M2 (3 cells),1155040.8086782729,29.406390418159305,710,1626.8180403919337,0.04141745129318212
M1 (3 cells),sCs (2 cells),1105298.4280008965,28.166786208249576,680,1625.4388647072008,0.041421744423896435
ECs (3 cells),M2 (3 cells),1099384.7331316688,27.90452732536695,714,1539.7545281956145,0.0390819710439313
sCs (2 cells),M1 (3 cells),1079881.6825628597,25.507789730175325,691,1562.7810167335163,0.03691431219996429
ECs (3 cells),M1 (3 cells),1028155.2165772116,25.37337567202981,697,1475.1150883460712,0.036403695368765865
ECs (3 cells),ECs (3 cells),829636.3168413045,51.709702807510716,811,1022.9794289041979,0.06376042269730052
sCs (2 cells),FAPs (3 cells),648966.5159152899,59.795447519933056,808,803.1763810832796,0.07400426673259042
sCs (2 cells),ECs (3 cells),632807.3726452303,42.883128592767505,809,782.2093605009027,0.05300757551639988
ECs (3 cells),FAPs (3 cells),595993.8496352545,51.54858925390533,818,728.5988381849077,0.0630178352737229
ECs (3 cells),sCs (2 cells),515286.51744433766,46.438596795088195,836,616.3714323496862,0.055548560759674875
sCs (2 cells),sCs (2 cells),496949.4399101911,57.816038636468285,838,593.0184247138319,0.06899288620103614
