Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
sCs,Agt,Mas1,ECs,1,1,0.277334195484904,0.277334195484904,1.0,1.0,1,1,0.284201315384811,0.284201315384811,0.07366440669526902,0.07366440669526902,0.07881874315799803,0.07366440669526902,0.07881874315799803,0.07366440669526902
sCs,Agt,Mas1,FAPs,1,1,0.277334195484904,0.277334195484904,1.0,1.0,1,1,2.74277821288402,2.74277821288402,0.7109225707672774,0.7109225707672774,0.7606661890637123,0.7109225707672774,0.7606661890637123,0.7109225707672774
sCs,Agt,Mas1,sCs,1,1,0.277334195484904,0.277334195484904,1.0,1.0,1,1,0.831075238404032,0.831075238404032,0.2154130225374536,0.2154130225374536,0.230485582630207,0.2154130225374536,0.230485582630207,0.2154130225374536
sCs,Agt,Agtr1a,FAPs,1,1,0.277334195484904,0.277334195484904,1.0,1.0,1,1,17.1561176825066,17.1561176825066,0.6968060159873856,0.6968060159873856,4.757978095122303,0.6968060159873856,4.757978095122303,0.6968060159873856
sCs,Agt,Agtr1a,sCs,1,1,0.277334195484904,0.277334195484904,1.0,1.0,1,1,7.4649637790191,7.4649637790191,0.3031939840126144,0.3031939840126144,2.070289723978211,0.3031939840126144,2.070289723978211,0.3031939840126144
sCs,Agt,Agtr2,FAPs,1,1,0.277334195484904,0.277334195484904,1.0,1.0,1,1,64.0937663472954,64.0937663472954,0.971972946231151,0.971972946231151,17.77539312552458,0.971972946231151,17.77539312552458,0.971972946231151
sCs,Agt,Agtr2,sCs,1,1,0.277334195484904,0.277334195484904,1.0,1.0,1,1,1.84815785524599,1.84815785524599,0.02802705376884896,0.02802705376884896,0.5125573719137522,0.02802705376884896,0.5125573719137522,0.02802705376884896
FAPs,Serping1,Sele,ECs,1,1,765.807313381763,765.807313381763,0.9026430606268641,0.9026430606268641,1,1,2.42675531301565,2.42675531301565,0.6276739193831573,0.6276739193831573,1858.426966495434,0.5665655076676727,1858.426966495434,0.5665655076676727
FAPs,Serping1,Sele,FAPs,1,1,765.807313381763,765.807313381763,0.9026430606268641,0.9026430606268641,1,1,1.43951224737706,1.43951224737706,0.3723260806168428,0.3723260806168428,1102.38900674397,0.3360775529591915,1102.38900674397,0.3360775529591915
M2,Serping1,Sele,ECs,1,1,0.332579589489433,0.332579589489433,0.0003920054735872111,0.0003920054735872111,1,1,2.42675531301565,2.42675531301565,0.6276739193831573,0.6276739193831573,0.8070892857940453,0.0002460516120261356,0.8070892857940453,0.0002460516120261356
M2,Serping1,Sele,FAPs,1,1,0.332579589489433,0.332579589489433,0.0003920054735872111,0.0003920054735872111,1,1,1.43951224737706,1.43951224737706,0.3723260806168428,0.3723260806168428,0.4787523922976737,0.0001459538615610756,0.4787523922976737,0.0001459538615610756
sCs,Serping1,Sele,ECs,1,1,82.2655806718154,82.2655806718154,0.09696493389954872,0.09696493389954872,1,1,2.42675531301565,2.42675531301565,0.6276739193831573,0.6276739193831573,199.6384349736456,0.06086236010345852,199.6384349736456,0.06086236010345852
sCs,Serping1,Sele,FAPs,1,1,82.2655806718154,82.2655806718154,0.09696493389954872,0.09696493389954872,1,1,1.43951224737706,1.43951224737706,0.3723260806168428,0.3723260806168428,118.4223109146638,0.03610257379609021,118.4223109146638,0.03610257379609021
FAPs,Serping1,Lrp1,ECs,1,1,765.807313381763,765.807313381763,0.9026430606268641,0.9026430606268641,1,1,7.079064666490161,7.079064666490161,0.02217750240725959,0.02217750240725959,5421.199493500596,0.02001836864994844,5421.199493500596,0.02001836864994844
FAPs,Serping1,Lrp1,FAPs,1,1,765.807313381763,765.807313381763,0.9026430606268641,0.9026430606268641,1,1,180.914034162936,180.914034162936,0.5667728177633442,0.5667728177633442,138545.2904553745,0.5115935509060169,138545.2904553745,0.5115935509060169
FAPs,Serping1,Lrp1,M2,1,1,765.807313381763,765.807313381763,0.9026430606268641,0.9026430606268641,1,1,101.162170664531,101.162170664531,0.3169238295076338,0.3169238295076338,77470.73013247189,0.286069095452357,77470.73013247189,0.286069095452357
FAPs,Serping1,Lrp1,sCs,1,1,765.807313381763,765.807313381763,0.9026430606268641,0.9026430606268641,1,1,30.0449964554177,30.0449964554177,0.0941258503217627,0.0941258503217627,23008.67801608802,0.08496204561854198,23008.67801608802,0.08496204561854198
M2,Serping1,Lrp1,ECs,1,1,0.332579589489433,0.332579589489433,0.0003920054735872111,0.0003920054735872111,1,1,7.079064666490161,7.079064666490161,0.02217750240725959,0.02217750240725959,2.354352420750447,8.69370233413931e-06,2.354352420750447,8.69370233413931e-06
M2,Serping1,Lrp1,FAPs,1,1,0.332579589489433,0.332579589489433,0.0003920054735872111,0.0003920054735872111,1,1,180.914034162936,180.914034162936,0.5667728177633442,0.5667728177633442,60.16831521478651,0.0002221780468436778,60.16831521478651,0.0002221780468436778
M2,Serping1,Lrp1,M2,1,1,0.332579589489433,0.332579589489433,0.0003920054735872111,0.0003920054735872111,1,1,101.162170664531,101.162170664531,0.3169238295076338,0.3169238295076338,33.64447319146969,0.0001242358758772125,33.64447319146969,0.0001242358758772125
M2,Serping1,Lrp1,sCs,1,1,0.332579589489433,0.332579589489433,0.0003920054735872111,0.0003920054735872111,1,1,30.0449964554177,30.0449964554177,0.0941258503217627,0.0941258503217627,9.992352587354288,3.689784853218153e-05,9.992352587354288,3.689784853218153e-05
sCs,Serping1,Lrp1,ECs,1,1,82.2655806718154,82.2655806718154,0.09696493389954872,0.09696493389954872,1,1,7.079064666490161,7.079064666490161,0.02217750240725959,0.02217750240725959,582.3633654021443,0.002150440054977009,582.3633654021443,0.002150440054977009
sCs,Serping1,Lrp1,FAPs,1,1,82.2655806718154,82.2655806718154,0.09696493389954872,0.09696493389954872,1,1,180.914034162936,180.914034162936,0.5667728177633442,0.5667728177633442,14882.99807209458,0.05495708881048364,14882.99807209458,0.05495708881048364
sCs,Serping1,Lrp1,M2,1,1,82.2655806718154,82.2655806718154,0.09696493389954872,0.09696493389954872,1,1,101.162170664531,101.162170664531,0.3169238295076338,0.3169238295076338,8322.164711738933,0.03073049817939956,8322.164711738933,0.03073049817939956
sCs,Serping1,Lrp1,sCs,1,1,82.2655806718154,82.2655806718154,0.09696493389954872,0.09696493389954872,1,1,30.0449964554177,30.0449964554177,0.0941258503217627,0.0941258503217627,2471.669079687572,0.009126906854688536,2471.669079687572,0.009126906854688536
FAPs,Serping1,Selp,ECs,1,1,765.807313381763,765.807313381763,0.9026430606268641,0.9026430606268641,1,1,7.65593378014908,7.65593378014908,1.0,1.0,5862.970079604652,0.9026430606268641,5862.970079604652,0.9026430606268641
M2,Serping1,Selp,ECs,1,1,0.332579589489433,0.332579589489433,0.0003920054735872111,0.0003920054735872111,1,1,7.65593378014908,7.65593378014908,1.0,1.0,2.546207313760264,0.0003920054735872111,2.546207313760264,0.0003920054735872111
sCs,Serping1,Selp,ECs,1,1,82.2655806718154,82.2655806718154,0.09696493389954872,0.09696493389954872,1,1,7.65593378014908,7.65593378014908,1.0,1.0,629.8198380089308,0.09696493389954872,629.8198380089308,0.09696493389954872
ECs,Col1a2,Cd44,ECs,1,1,1.27702985468457,1.27702985468457,0.0003349590105236335,0.0003349590105236335,1,1,51.231340724733,51.231340724733,0.1411460137846958,0.1411460137846958,65.42395160100149,4.727812911667683e-05,65.42395160100149,4.727812911667683e-05
ECs,Col1a2,Cd44,FAPs,1,1,1.27702985468457,1.27702985468457,0.0003349590105236335,0.0003349590105236335,1,1,117.027648407391,117.027648407391,0.3224195549371155,0.3224195549371155,149.4478008397675,0.0001079973350952065,149.4478008397675,0.0001079973350952065
ECs,Col1a2,Cd44,M2,1,1,1.27702985468457,1.27702985468457,0.0003349590105236335,0.0003349590105236335,1,1,138.334510383499,138.334510383499,0.3811214860528178,0.3811214860528178,176.6572996929009,0.0001276600758575487,176.6572996929009,0.0001276600758575487
ECs,Col1a2,Cd44,sCs,1,1,1.27702985468457,1.27702985468457,0.0003349590105236335,0.0003349590105236335,1,1,56.3734688812411,56.3734688812411,0.155312945225371,0.155312945225371,71.99060277347647,5.202347045420156e-05,71.99060277347647,5.202347045420156e-05
FAPs,Col1a2,Cd44,ECs,1,1,3580.33884961302,3580.33884961302,0.939106281663183,0.939106281663183,1,1,51.231340724733,51.231340724733,0.1411460137846958,0.1411460137846958,183425.5595145232,0.132551108176926,183425.5595145232,0.132551108176926
FAPs,Col1a2,Cd44,FAPs,1,1,3580.33884961302,3580.33884961302,0.939106281663183,0.939106281663183,1,1,117.027648407391,117.027648407391,0.3224195549371155,0.3224195549371155,418998.6360718353,0.3027862293724929,418998.6360718353,0.3027862293724929
FAPs,Col1a2,Cd44,M2,1,1,3580.33884961302,3580.33884961302,0.939106281663183,0.939106281663183,1,1,138.334510383499,138.334510383499,0.3811214860528178,0.3811214860528178,495284.4217682371,0.3579135816290084,495284.4217682371,0.3579135816290084
FAPs,Col1a2,Cd44,sCs,1,1,3580.33884961302,3580.33884961302,0.939106281663183,0.939106281663183,1,1,56.3734688812411,56.3734688812411,0.155312945225371,0.155312945225371,201836.1207229581,0.1458553624847558,201836.1207229581,0.1458553624847558
M2,Col1a2,Cd44,ECs,1,1,0.495626361418856,0.495626361418856,0.0001300004968570565,0.0001300004968570565,1,1,51.231340724733,51.231340724733,0.1411460137846958,0.1411460137846958,25.39160299400908,1.83490519214034e-05,25.39160299400908,1.83490519214034e-05
M2,Col1a2,Cd44,FAPs,1,1,0.495626361418856,0.495626361418856,0.0001300004968570565,0.0001300004968570565,1,1,117.027648407391,117.027648407391,0.3224195549371155,0.3224195549371155,58.00198756556038,4.191470233825605e-05,58.00198756556038,4.191470233825605e-05
M2,Col1a2,Cd44,M2,1,1,0.495626361418856,0.495626361418856,0.0001300004968570565,0.0001300004968570565,1,1,138.334510383499,138.334510383499,0.3811214860528178,0.3811214860528178,68.56223004003256,4.954598254976605e-05,68.56223004003256,4.954598254976605e-05
M2,Col1a2,Cd44,sCs,1,1,0.495626361418856,0.495626361418856,0.0001300004968570565,0.0001300004968570565,1,1,56.3734688812411,56.3734688812411,0.155312945225371,0.155312945225371,27.94017726216864,2.019076004763103e-05,27.94017726216864,2.019076004763103e-05
sCs,Col1a2,Cd44,ECs,1,1,230.384395350604,230.384395350604,0.06042875882943625,0.06042875882943625,1,1,51.231340724733,51.231340724733,0.1411460137846958,0.1411460137846958,11802.90145586839,0.008529278426731665,11802.90145586839,0.008529278426731665
sCs,Col1a2,Cd44,FAPs,1,1,230.384395350604,230.384395350604,0.06042875882943625,0.06042875882943625,1,1,117.027648407391,117.027648407391,0.3224195549371155,0.3224195549371155,26961.34401763985,0.01948341352718913,26961.34401763985,0.01948341352718913
sCs,Col1a2,Cd44,M2,1,1,230.384395350604,230.384395350604,0.06042875882943625,0.06042875882943625,1,1,138.334510383499,138.334510383499,0.3811214860528178,0.3811214860528178,31870.11253082426,0.02303069836540208,31870.11253082426,0.02303069836540208
sCs,Col1a2,Cd44,sCs,1,1,230.384395350604,230.384395350604,0.06042875882943625,0.06042875882943625,1,1,56.3734688812411,56.3734688812411,0.155312945225371,0.155312945225371,12987.56754202082,0.009385368510113385,12987.56754202082,0.009385368510113385
ECs,Col1a2,Itga2,FAPs,1,1,1.27702985468457,1.27702985468457,0.0003349590105236335,0.0003349590105236335,1,1,1.51345754371974,1.51345754371974,0.7365294301044524,0.7365294301044524,1.932730467127686,0.000246707169129323,1.932730467127686,0.000246707169129323
ECs,Col1a2,Itga2,sCs,1,1,1.27702985468457,1.27702985468457,0.0003349590105236335,0.0003349590105236335,1,1,0.541392516385945,0.541392516385945,0.2634705698955476,0.2634705698955476,0.6913744065276571,8.825184139431045e-05,0.6913744065276571,8.825184139431045e-05
