Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
FAPs,Bgn,Fgfr3,Neutro,3.0,1.0,1380.939473333333,0.7766353469649819,3.0,1.0,2.949111,0.2502796940750712,4072.54379114154,0.1943760570462825
FAPs,Cxcl12,Ackr3,Neutro,3.0,1.0,295.9742430000001,0.4849982837213674,3.0,1.0,12.76807333333333,0.1949335487110041,3779.020839401821,0.0945424365645525
FAPs,Col1a1,Itga2,Neutro,3.0,1.0,830.1578366666666,0.8829393337463696,3.0,1.0,2.689952,0.2291182688866134,2233.084733057173,0.202297531679868
FAPs,Col1a2,Itga2,Neutro,3.0,1.0,742.921651,0.828225918569811,3.0,1.0,2.689952,0.2291182688866134,1998.423580950752,0.1897616887097403
ECs,Cxcl12,Ackr3,Neutro,2.0,1.0,145.002022,0.2376076076529671,3.0,1.0,12.76807333333333,0.1949335487110041,1851.396450377614,0.0463176941605248
ECs,Gnai2,F2r,Neutro,2.0,1.0,195.0792385,0.2640605522989327,3.0,1.0,9.161148333333337,0.1103996293415459,1787.149840652211,0.029152187097526
Neutro,Cxcl12,Ackr3,Neutro,3.0,1.0,137.6068803333333,0.225489556501436,3.0,1.0,12.76807333333333,0.1949335487110041,1756.974739267224,0.0439554794460953
Neutro,Lama2,Rpsa,FAPs,3.0,1.0,4.439148,0.0408967303391078,3.0,1.0,302.8987833333333,0.3025432002761394,1344.6125282366,0.0123730276776239
Neutro,Gnai2,F2r,Neutro,3.0,1.0,143.783834,0.1946267522348261,3.0,1.0,9.161148333333337,0.1103996293415459,1317.225031209377,0.0214867213066736
M1,Gnai2,F2r,Neutro,3.0,1.0,142.8621113333333,0.1933791023142199,3.0,1.0,9.161148333333337,0.1103996293415459,1308.780993137848,0.0213489812178907
