Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
FAPs,Fn1,Tnfrsf11b,ECs,3.0,1.0,120842.04562827131,0.8407338804883661,3.0,1.0,6.115634988643451,0.09164625483509264,739025.8423435044,0.0770501114597331
FAPs,Col3a1,Mag,FAPs,3.0,1.0,188022.7966134777,0.9236756505337818,1.0,0.3333333333333333,2.00912535041694,0.04643852389282861,377761.3671324264,0.04289413376653703
FAPs,Col1a1,Gp6,ECs,3.0,1.0,267233.325298742,0.9523395649696956,1.0,0.3333333333333333,1.199884208075323,0.1218442567482839,320649.0468974163,0.1160371064657165
FAPs,Fn1,Mag,FAPs,3.0,1.0,120842.04562827131,0.8407338804883661,1.0,0.3333333333333333,2.00912535041694,0.04643852389282861,242786.8172680005,0.03904244039656949
FAPs,Col1a2,Gp6,ECs,3.0,1.0,160893.1434454657,0.8472139379324343,1.0,0.3333333333333333,1.199884208075323,0.1218442567482839,193053.14200781198,0.1032281525741642
Resolving-Mac,Apoe,Lrp2,ECs,3.0,1.0,91301.17744634922,0.6254571527350362,1.0,0.3333333333333333,2.069069910157524,0.4825983822305976,188908.5190161939,0.3018446100644843
Inflammatory-Mac,Apoe,Lrp2,ECs,3.0,1.0,52972.324146582156,0.3628859995146044,1.0,0.3333333333333333,2.069069910157524,0.4825983822305976,109603.441962804,0.1751281962998815
Inflammatory-Mac,Thbs1,Tnfrsf11b,ECs,3.0,1.0,17403.4212444354,0.3695844318836557,3.0,1.0,6.115634988643451,0.09164625483509264,106432.9718845699,0.03387102902749245
Resolving-Mac,Psap,Gpr37,ECs,3.0,1.0,101019.6085427675,0.5806594687393611,1.0,0.3333333333333333,1.0345349550787628,0.03486871474400796,104508.31618586619,0.02024684937887999
Resolving-Mac,Apoe,Lrp2,FAPs,3.0,1.0,91301.17744634922,0.6254571527350362,2.0,0.6666666666666666,0.9973484176816432,0.2326256500713227,91059.0848585873,0.1454973767467464
FAPs,Thbs1,Tnfrsf11b,ECs,3.0,1.0,11623.51644346372,0.2468405873139133,3.0,1.0,6.115634988643451,0.09164625483509264,71085.18385271923,0.022622015368614842
Resolving-Mac,Thbs1,Tnfrsf11b,ECs,3.0,1.0,11209.6398404869,0.2380513758690639,3.0,1.0,6.115634988643451,0.09164625483509264,68554.06561857327,0.021816517056740658
MuSCs,Fn1,Tnfrsf11b,ECs,3.0,1.0,10812.19360369247,0.07522363129292461,3.0,1.0,6.115634988643451,0.09164625483509264,66123.42950672857,0.006893964083092419
Inflammatory-Mac,Psap,Gpr37,ECs,3.0,1.0,60683.41785526481,0.3488075402530302,1.0,0.3333333333333333,1.0345349550787628,0.03486871474400796,62779.116964922185,0.012162470621641991
