Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
FAPs,Col1a1,Gp6,Resolving-Mac,3.0,1.0,194484.7784153373,0.97897225057795,2.0,0.6666666666666666,5.171985952463675,0.4982559057164072,1005872.541932135,0.4877787053829459
FAPs,Col1a2,Gp6,Resolving-Mac,3.0,1.0,134392.056004785,0.8954417963358593,2.0,0.6666666666666666,5.171985952463675,0.4982559057164072,695073.8257794597,0.4461591632496502
MuSCs,Il1rn,Il1r1,FAPs,2.0,1.0,35.73419857142781,0.009911968879717226,3.0,1.0,5846.5522602445435,0.7180452134033513,208921.8594258087,0.007117241809483931
Resolving-Mac,Psap,Gpr37,FAPs,3.0,1.0,106228.9921185106,0.5796956104992316,1.0,0.3333333333333333,1.93725783862609,0.07732681921223712,205792.9476709338,0.044826017671201514
MuSCs,Ccl12,Ccr2,Inflammatory-Mac,1.0,0.5,15.4928059072046,0.01927597240014599,3.0,1.0,13211.311524495772,0.8101793844315175,204680.2852286282,0.0156169954534692
Resolving-Mac,Apoe,Lrp2,Inflammatory-Mac,3.0,1.0,82372.81205806923,0.6751040804915681,2.0,0.6666666666666666,1.599877842968843,0.2371076943277738,131786.4368747417,0.1600723719566275
Inflammatory-Mac,Psap,Gpr37,FAPs,3.0,1.0,61402.464123086706,0.3350755590929442,1.0,0.3333333333333333,1.93725783862609,0.07732681921223712,118952.40493340699,0.025910327180419367
MuSCs,Ccl12,Ccr5,Inflammatory-Mac,1.0,0.5,15.4928059072046,0.01927597240014599,3.0,1.0,7208.367443132072,0.5866864961310029,111677.8377042579,0.01130895270695957
Resolving-Mac,B2m,Gm11127,MuSCs,3.0,1.0,56423.943846723,0.3673796468324965,1.0,0.5,1.859136708864555,0.1200243030295706,104899.8252643551,0.044094486058320184
Inflammatory-Mac,B2m,Gm11127,MuSCs,3.0,1.0,54563.43342370657,0.355265753057316,1.0,0.5,1.859136708864555,0.1200243030295706,101440.8820397001,0.04264052440097989
FAPs,Nid1,Ptprf,Resolving-Mac,3.0,1.0,18130.4418465919,0.6990260895636281,2.0,0.6666666666666666,4.5456953638403235,0.009013433860939607,82415.46544642939,0.006300625425353008
MuSCs,Ccl12,Ccr5,Resolving-Mac,1.0,0.5,15.4928059072046,0.01927597240014599,3.0,1.0,4892.594514783143,0.3982065503060253,75800.0172001891,0.0076758184732562875
MuSCs,Col1a2,Gp6,Resolving-Mac,2.0,1.0,14171.697086027,0.09442470241982054,2.0,0.6666666666666666,5.171985952463675,0.4982559057164072,73295.81825150206,0.047047665626189915
FAPs,Vcan,Selp,FAPs,3.0,1.0,19513.135492024667,0.716707128746379,2.0,0.6666666666666666,3.593489937284617,0.0026557123975765487,70120.25603546195,0.00190336800724325
FAPs,Serping1,Sele,MuSCs,3.0,1.0,15735.51134149113,0.907390369614048,1.0,0.5,3.71827341772911,0.004872151471152946,58508.9335354414,0.0044209433242251
Inflammatory-Mac,Apoe,Lrp2,Inflammatory-Mac,3.0,1.0,36161.98161714746,0.2963732903908532,2.0,0.6666666666666666,1.599877842968843,0.2371076943277738,57854.75314712084,0.07027238754491094
FAPs,Serping1,Selp,FAPs,3.0,1.0,15735.51134149113,0.907390369614048,2.0,0.6666666666666666,3.593489937284617,0.0026557123975765487,56545.40166367634,0.0024097678540255943
MuSCs,Ccl12,Ccr2,Resolving-Mac,1.0,0.5,15.4928059072046,0.01927597240014599,3.0,1.0,3003.804119519043,0.1842073111358017,46537.354206970136,0.0035507750453588186
MuSCs,Il1rn,Il1r1,ECs,2.0,1.0,35.73419857142781,0.009911968879717226,3.0,1.0,1302.222215988253,0.1599326213734656,46533.867250249,0.0015852471659053892
FAPs,Fn1,Col13a1,Inflammatory-Mac,3.0,1.0,143763.09948994132,0.907245884683028,1.0,0.3333333333333333,0.3118707691575376,0.005761036575440518,44835.50841439961,0.005226676724576814
ECs,B2m,Gm11127,MuSCs,3.0,1.0,23615.74726918481,0.1537635319325962,1.0,0.5,1.859136708864555,0.1200243030295706,43904.902655409336,0.01845536075157498
FAPs,Serping1,Sele,Inflammatory-Mac,3.0,1.0,15735.51134149113,0.907390369614048,2.0,0.6666666666666666,2.304667375646233,0.003019866288270641,36265.11962784591,0.0027401975874989
Inflammatory-Mac,Cd44,Sele,MuSCs,3.0,1.0,9116.103483965582,0.3053561563138911,1.0,0.5,3.71827341772911,0.004872151471152946,33896.16525769695,0.001487741446210334
MuSCs,Sele,Cd44,Inflammatory-Mac,1.0,0.5,3.71827341772911,0.004872151471152946,3.0,1.0,9116.103483965582,0.3053561563138911,33896.16525769695,0.001487741446210334
MuSCs,Il1rn,Il1r1,MuSCs,2.0,1.0,35.73419857142781,0.009911968879717226,2.0,1.0,943.2677889130204,0.1158475783056162,33706.91847504953,0.001148277590955872
ECs,Cd34,Sele,MuSCs,3.0,1.0,8005.990751108719,0.7582162427272411,1.0,0.5,3.71827341772911,0.004872151471152946,29768.46259243266,0.0036941443824555866
MuSCs,Sele,Cd44,Resolving-Mac,1.0,0.5,3.71827341772911,0.004872151471152946,3.0,1.0,7791.896405239597,0.2610000578520167,28972.4012773014,0.001271631815834708
Resolving-Mac,Cd44,Sele,MuSCs,3.0,1.0,7791.896405239597,0.2610000578520167,1.0,0.5,3.71827341772911,0.004872151471152946,28972.4012773014,0.001271631815834708
ECs,Nid1,Ptprf,Resolving-Mac,3.0,1.0,6342.953362421114,0.2445549823183799,2.0,0.6666666666666666,4.5456953638403235,0.009013433860939607,28833.133692613053,0.002204280158489973
ECs,Cd34,Selp,FAPs,3.0,1.0,8005.990751108719,0.7582162427272411,2.0,0.6666666666666666,3.593489937284617,0.0026557123975765487,28769.447202102885,0.0020136042758546443
FAPs,B2m,Gm11127,MuSCs,3.0,1.0,14693.77735162557,0.09567205633019668,1.0,0.5,1.859136708864555,0.1200243030295706,27317.740866289692,0.01148297188043767
Inflammatory-Mac,Efemp1,Egfr,FAPs,3.0,1.0,3.535181426249783,0.0009072551842769509,3.0,1.0,7359.584639012371,0.6475312170221228,26017.46692074975,0.0005874760536244844
MuSCs,Cd44,Sele,MuSCs,2.0,1.0,6442.482428916175,0.2157996204270657,1.0,0.5,3.71827341772911,0.004872151471152946,23954.911159625877,0.001051408438137976
MuSCs,Sele,Cd44,MuSCs,1.0,0.5,3.71827341772911,0.004872151471152946,2.0,1.0,6442.482428916175,0.2157996204270657,23954.911159625877,0.001051408438137976
MuSCs,Rtn4,Lingo1,ECs,2.0,1.0,6512.125256457745,0.3336246324041754,3.0,1.0,3.663025711210805,0.1186178189997744,23854.08224902998,0.03957382626038475
FAPs,Slit3,Robo4,FAPs,3.0,1.0,5365.696544365583,0.9306000687344133,2.0,0.6666666666666666,4.2153435196994735,0.001661407910041506,22618.254156965308,0.001546106315280523
MuSCs,Anxa2,Robo4,FAPs,2.0,1.0,5130.71115460203,0.33637446792957104,2.0,0.6666666666666666,4.2153435196994735,0.001661407910041506,21627.71001700146,0.0005588552017541919
Inflammatory-Mac,Sema3e,Plxnd1,ECs,1.0,0.3333333333333333,1.639452556207327,0.01102424405495005,3.0,1.0,12896.656188603869,0.497222148454254,21143.455954933648,0.0054814983140863026
Inflammatory-Mac,Sele,Cd44,Inflammatory-Mac,2.0,0.6666666666666666,2.304667375646233,0.003019866288270641,3.0,1.0,9116.103483965582,0.3053561563138911,21009.58629251044,0.0009221347623682197
Inflammatory-Mac,Cd44,Sele,Inflammatory-Mac,3.0,1.0,9116.103483965582,0.3053561563138911,2.0,0.6666666666666666,2.304667375646233,0.003019866288270641,21009.58629251044,0.0009221347623682197
FAPs,Anpep,Sele,MuSCs,3.0,1.0,5278.697383276246,0.4081227878983953,1.0,0.5,3.71827341772911,0.004872151471152946,19627.64016047228,0.001988436041470209
Inflammatory-Mac,Slit2,App,FAPs,1.0,0.3333333333333333,2.4949661532603,0.004405400729538402,3.0,1.0,7839.494506694341,0.2809650559134986,19559.273452872432,0.001237763662296125
ECs,Cdh1,Egfr,FAPs,1.0,0.3333333333333333,2.6534297355496133,0.04966098764006401,3.0,1.0,7359.584639012371,0.6475312170221228,19528.14072244959,0.03215703976509125
FAPs,Cd44,Sele,MuSCs,3.0,1.0,5215.700290003747,0.1747069014565395,1.0,0.5,3.71827341772911,0.004872151471152946,19393.39974316294,0.0008511984869520518
MuSCs,Sele,Cd44,FAPs,1.0,0.5,3.71827341772911,0.004872151471152946,3.0,1.0,5215.700290003747,0.1747069014565395,19393.39974316294,0.0008511984869520518
Resolving-Mac,Anpep,Sele,MuSCs,3.0,1.0,5096.9853623377385,0.3940737126824095,1.0,0.5,3.71827341772911,0.004872151471152946,18951.98518333479,0.0019199868189883052
