Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
FAPs,Agt,Mas1,FAPs,1,1,3.16165886731125,3.16165886731125,1.0,1.0,1,1,1.23711010454422,1.23711010454422,0.8364397486286128,0.8364397486286128,3.911320131872581,0.8364397486286128,3.911320131872581,0.8364397486286128
FAPs,Agt,Mas1,sCs,1,1,3.16165886731125,3.16165886731125,1.0,1.0,1,1,0.241908685001025,0.241908685001025,0.1635602513713871,0.1635602513713871,0.7648327390130947,0.1635602513713871,0.7648327390130947,0.1635602513713871
FAPs,Agt,Agtr1a,FAPs,1,1,3.16165886731125,3.16165886731125,1.0,1.0,1,1,7.21252070570348,7.21252070570348,0.730089515016234,0.730089515016234,22.8035300448534,0.730089515016234,22.8035300448534,0.730089515016234
FAPs,Agt,Agtr1a,sCs,1,1,3.16165886731125,3.16165886731125,1.0,1.0,1,1,2.66643325454221,2.66643325454221,0.269910484983766,0.269910484983766,8.430352343316974,0.269910484983766,8.430352343316974,0.269910484983766
FAPs,Agt,Agtr2,FAPs,1,1,3.16165886731125,3.16165886731125,1.0,1.0,1,1,1.94505821828886,1.94505821828886,1.0,1.0,6.149610563289595,1.0,6.149610563289595,1.0
ECs,Serping1,Sele,ECs,1,1,20.2281609006871,20.2281609006871,0.03395414689937931,0.03395414689937931,1,1,13.0528430057841,13.0528430057841,1.0,1.0,264.035008532409,0.03395414689937931,264.035008532409,0.03395414689937931
FAPs,Serping1,Sele,ECs,1,1,546.963969644332,546.963969644332,0.9181108982250809,0.9181108982250809,1,1,13.0528430057841,13.0528430057841,1.0,1.0,7139.434825587926,0.9181108982250809,7139.434825587926,0.9181108982250809
M2,Serping1,Sele,ECs,1,1,0.412687281165112,0.412687281165112,0.0006927196514295918,0.0006927196514295918,1,1,13.0528430057841,13.0528430057841,1.0,1.0,5.386742291532088,0.0006927196514295918,5.386742291532088,0.0006927196514295918
sCs,Serping1,Sele,ECs,1,1,28.1445308655031,28.1445308655031,0.04724223522411013,0.04724223522411013,1,1,13.0528430057841,13.0528430057841,1.0,1.0,367.3661428588568,0.04724223522411013,367.3661428588568,0.04724223522411013
ECs,Serping1,Lrp1,ECs,1,1,20.2281609006871,20.2281609006871,0.03395414689937931,0.03395414689937931,1,1,5.19882538444689,5.19882538444689,0.008204928361947422,0.008204928361947422,105.1626763711682,0.0002785913429004464,105.1626763711682,0.0002785913429004464
ECs,Serping1,Lrp1,FAPs,1,1,20.2281609006871,20.2281609006871,0.03395414689937931,0.03395414689937931,1,1,182.049377209107,182.049377209107,0.2873153044929174,0.2873153044929174,3682.524094055696,0.009755546055192415,3682.524094055696,0.009755546055192415
ECs,Serping1,Lrp1,M1,1,1,20.2281609006871,20.2281609006871,0.03395414689937931,0.03395414689937931,1,1,248.975499920352,248.975499920352,0.3929399411717063,0.3929399411717063,5036.316472717889,0.01334194048517758,5036.316472717889,0.01334194048517758
ECs,Serping1,Lrp1,M2,1,1,20.2281609006871,20.2281609006871,0.03395414689937931,0.03395414689937931,1,1,181.911640839075,181.911640839075,0.2870979251879059,0.2870979251879059,3679.737940600812,0.00974816512633717,3679.737940600812,0.00974816512633717
ECs,Serping1,Lrp1,sCs,1,1,20.2281609006871,20.2281609006871,0.03395414689937931,0.03395414689937931,1,1,15.4869328094595,15.4869328094595,0.0244419007855228,0.0244419007855228,313.2721687278769,0.0008299038897716958,313.2721687278769,0.0008299038897716958
FAPs,Serping1,Lrp1,ECs,1,1,546.963969644332,546.963969644332,0.9181108982250809,0.9181108982250809,1,1,5.19882538444689,5.19882538444689,0.008204928361947422,0.008204928361947422,2843.570169764791,0.007533034148259989,2843.570169764791,0.007533034148259989
FAPs,Serping1,Lrp1,FAPs,1,1,546.963969644332,546.963969644332,0.9181108982250809,0.9181108982250809,1,1,182.049377209107,182.049377209107,0.2873153044929174,0.2873153044929174,99574.45002957156,0.263787312281805,99574.45002957156,0.263787312281805
FAPs,Serping1,Lrp1,M1,1,1,546.963969644332,546.963969644332,0.9181108982250809,0.9181108982250809,1,1,248.975499920352,248.975499920352,0.3929399411717063,0.3929399411717063,136180.6277806178,0.3607624423376657,136180.6277806178,0.3607624423376657
