Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
Neutrophils,Icam1,Itgam,ECs,3.0,1.0,390.8377786666667,0.8018007787970267,1.0,0.3333333333333333,1.180996,0.0021641656946477,461.5778532542187,0.0017352297394143
ECs,Ccl12,Ccr1,Neutrophils,1.0,0.3333333333333333,1.005755333333333,0.0104872900019728,3.0,1.0,417.8699646666667,0.6926787000314772,420.2749456033116,0.0072643224054196
ECs,Ccl12,Ccr2,Inflammatory-Mac,1.0,0.3333333333333333,1.005755333333333,0.0104872900019728,3.0,1.0,301.3939006666666,0.7995439048236145,303.1285230296369,0.0083850487991949
Neutrophils,Gnai2,C5ar1,ECs,3.0,1.0,230.32901,0.263708034289011,1.0,0.3333333333333333,1.14906,0.0020794173345203,264.6618522306,0.0005483590577528
Neutrophils,Rarres2,Ccrl2,Neutrophils,1.0,0.3333333333333333,0.4839743333333333,0.0085109308158337,3.0,1.0,545.6374716666667,0.9016368329948172,264.0745315915606,0.0076737687066263
FAPs,Rps19,C5ar1,ECs,3.0,1.0,225.5249733333333,0.2765221488457619,1.0,0.3333333333333333,1.14906,0.0020794173345203,259.1417258584,0.0005750049496887
FAPs,Bgn,Fgfr3,Resolving-Mac,3.0,1.0,1523.209716666667,0.9020205592750932,1.0,0.3333333333333333,0.16722,0.0262693294869636,254.711128821,0.0236954752756126
ECs,Gnai2,C5ar1,ECs,3.0,1.0,211.4614666666667,0.2421062275331183,1.0,0.3333333333333333,1.14906,0.0020794173345203,242.981912888,0.0005034398863277
Inflammatory-Mac,Thbs1,Tnfrsf11b,ECs,3.0,1.0,1028.132161333333,0.4794579045397415,2.0,0.6666666666666666,0.2262196666666666,0.0314517920378456,232.5837148261062,0.0150798103044852
Inflammatory-Mac,Gnai2,C5ar1,ECs,3.0,1.0,174.3107043333333,0.199571617988009,1.0,0.3333333333333333,1.14906,0.0020794173345203,200.29345792126,0.0004149926819225
Resolving-Mac,Gnai2,C5ar1,ECs,3.0,1.0,151.5554656666667,0.1735187154093718,1.0,0.3333333333333333,1.14906,0.0020794173345203,174.14632337894,0.0003608178246859
ECs,Ctf1,Il6st,FAPs,2.0,0.6666666666666666,1.150458666666667,0.7543437247013116,3.0,1.0,149.2656146666667,0.5961756600906958,171.7239200285938,0.4497213680090785
Inflammatory-Mac,Tff2,Cxcr4,Neutrophils,2.0,0.6666666666666666,0.3172606666666666,0.4010583285858276,3.0,1.0,533.4875693333333,0.5475787751743605,169.2546219050729,0.2196110283405037
Resolving-Mac,Rps19,C5ar1,ECs,3.0,1.0,147.0153046666667,0.1802593626717986,1.0,0.3333333333333333,1.14906,0.0020794173345203,168.92940598028,0.0003748344434493
Resolving-Mac,Psap,Gpr37l1,Resolving-Mac,3.0,1.0,2462.03833,0.4747600933989308,1.0,0.3333333333333333,0.066963,0.1217873714918285,164.86547269179,0.0578197838642707
Inflammatory-Mac,Rps19,C5ar1,ECs,3.0,1.0,135.169815,0.1657352937478858,1.0,0.3333333333333333,1.14906,0.0020794173345203,155.3182276239,0.0003446328427611
Neutrophils,C3,Itgam,ECs,3.0,1.0,127.8666333333333,0.4594559737541049,1.0,0.3333333333333333,1.180996,0.0021641656946477,151.0099825001333,0.0009943388565996
ECs,Rps19,C5ar1,ECs,3.0,1.0,129.8768743333333,0.1592454788718343,1.0,0.3333333333333333,1.14906,0.0020794173345203,149.23632122146,0.00033113780921
ECs,Gdf9,Tgfbr1,Neutrophils,3.0,1.0,1.008382,0.2654379136902495,3.0,1.0,144.242096,0.5527578249016165,145.451133248672,0.1467228838178453
ECs,Ccl12,Ccr1,Inflammatory-Mac,1.0,0.3333333333333333,1.005755333333333,0.0104872900019728,3.0,1.0,138.9276553333333,0.2302922818860134,139.7272302989951,0.0024151419453546
ECs,Hp,Itgb2,Inflammatory-Mac,2.0,0.6666666666666666,0.5862096666666666,0.0040186355770316,3.0,1.0,219.1540376666667,0.3852203158260555,128.4702153692308,0.0015480600661739
ECs,Hp,Itgb2,Neutrophils,2.0,0.6666666666666666,0.5862096666666666,0.0040186355770316,3.0,1.0,218.9871216666667,0.3849269174706293,128.3723675965094,0.0015468810051045
MuSCs,Rps19,C5ar1,ECs,3.0,1.0,109.8163223333333,0.1346487042260693,1.0,0.3333333333333333,1.14906,0.0020794173345203,126.18554334034,0.0002799908496383
ECs,Hp,Itgam,Inflammatory-Mac,2.0,0.6666666666666666,0.5862096666666666,0.0040186355770316,3.0,1.0,209.770696,0.3844031173903938,122.9696097785947,0.0015447760434669
FAPs,Bgn,Fgfr3,Neutrophils,3.0,1.0,1523.209716666667,0.9020205592750932,1.0,0.3333333333333333,0.0805783333333333,0.0126584068164317,122.7377002861389,0.0114181431960894
FAPs,Fn1,Tnfrsf11b,ECs,3.0,1.0,530.2995503333333,0.4140443484779395,2.0,0.6666666666666666,0.2262196666666666,0.0314517920378456,119.9641875098899,0.0130224367427734
