Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
MuSCs,Il1rn,Il1r2,Neutrophils,2.0,1.0,0.8614315,0.0008613549460742,3.0,1.0,629.608429,0.9504591925766136,542.3645334061135,0.0008186827265676
MuSCs,C1qb,Lrp1,Resolving-Mac,1.0,0.5,2.544879,0.0050642094566116,3.0,1.0,201.5345866666667,0.3434783342267227,512.88113738168,0.0017394462283321
Neutrophils,Csf2,Csf3r,Neutrophils,3.0,1.0,0.6124066666666667,0.5688171645181709,3.0,1.0,771.6691283333333,0.8977563004269765,472.5753186521889,0.510659193237196
Inflammatory-Mac,B2m,Gm11127,Neutrophils,3.0,1.0,2954.454996666667,0.2990711021463276,3.0,1.0,0.151681,0.3944062017331431,448.1346883493966,0.1179554974456779
Neutrophils,Ccl3,Ccr5,MuSCs,3.0,1.0,2891.564290333333,0.9050957762467464,1.0,0.5,0.150414,0.0011730029473206,434.931751166198,0.0010616800131448
MuSCs,C1qb,Lrp1,Inflammatory-Mac,1.0,0.5,2.544879,0.0050642094566116,3.0,1.0,150.12088,0.2558532043948076,382.03947497352,0.0012956942172005
Resolving-Mac,B2m,Gm11127,Neutrophils,3.0,1.0,2478.621582,0.2509038347745219,3.0,1.0,0.151681,0.3944062017331431,375.959800179342,0.0989580284736992
MuSCs,C1qb,Lrp1,FAPs,1.0,0.5,2.544879,0.0050642094566116,3.0,1.0,139.6948166666666,0.2380839126543345,355.5064053438499,0.0012057068019311
Neutrophils,B2m,Gm11127,Neutrophils,3.0,1.0,2210.335856333334,0.223746031472125,3.0,1.0,0.151681,0.3944062017331431,335.2659530244964,0.0882468224257851
FAPs,Bgn,Tlr2,MuSCs,3.0,1.0,1380.939473333333,0.8271855759558716,1.0,0.5,0.2220785,0.0007568085936668,306.6769668286566,0.0006260211524406
Neutrophils,Tff3,Cxcr4,Neutrophils,2.0,0.6666666666666666,0.5330766666666666,0.684248774872385,3.0,1.0,486.398356,0.5646963978143673,259.2876142886266,0.3863928183793298
ECs,B2m,Gm11127,Neutrophils,2.0,1.0,1582.3412475,0.1601759178580617,3.0,1.0,0.151681,0.3944062017331431,240.0111027620475,0.063174375371518
FAPs,Dcn,Tlr2,MuSCs,3.0,1.0,1014.532837,0.931951011858414,1.0,0.5,0.2220785,0.0007568085936668,225.3059306417045,0.0007053085346509
ECs,Cytl1,Ccr2,Inflammatory-Mac,2.0,1.0,0.687142,1.0,3.0,1.0,322.3813173333334,0.8061808536669893,221.5217431550614,0.8061808536669893
Inflammatory-Mac,Fgf2,Cd44,Neutrophils,2.0,0.6666666666666666,0.306228,0.0154088569109331,3.0,1.0,672.2915446666666,0.4486217786379665,205.874495140184,0.0069127487941607
MuSCs,Csf2,Csf3r,Neutrophils,1.0,0.5,0.2341465,0.2174805655477089,3.0,1.0,771.6691283333333,0.8977563004269765,180.6836255573008,0.1952445479408777
FAPs,Csf2,Csf3r,Neutrophils,2.0,0.6666666666666666,0.2300786666666667,0.2137022699341201,3.0,1.0,771.6691283333333,0.8977563004269765,177.5446041547622,0.1918525592489028
Resolving-Mac,Pf4,Cxcr3,ECs,3.0,1.0,429.2500763333333,0.6994058492832651,1.0,0.5,0.358189,0.052978466298774,153.7526555917603,0.0370534492154188
Neutrophils,Ccl4,Ccr5,MuSCs,3.0,1.0,949.7643636666668,0.8824569658889333,1.0,0.5,0.150414,0.0011730029473206,142.857856996558,0.0010351246218713
Neutrophils,Cel,Cxcr4,Neutrophils,2.0,0.6666666666666666,0.293492,0.186342884698229,3.0,1.0,486.398356,0.5646963978143673,142.754026299152,0.1052271557474279
FAPs,Ccl2,Cxcr3,ECs,3.0,1.0,392.0055033333333,0.3309029145291901,1.0,0.5,0.358189,0.052978466298774,140.4120592334633,0.0175307289055507
FAPs,Ifnb1,Ifnar2,Inflammatory-Mac,1.0,0.3333333333333333,1.688039666666667,0.8950246002264373,3.0,1.0,81.77185533333333,0.3135224286729781,138.0341354195949,0.280610286385054
Inflammatory-Mac,Ccl2,Cxcr3,ECs,3.0,1.0,375.1018676666667,0.3166340783504202,1.0,0.5,0.358189,0.052978466298774,134.3573628776557,0.0167747878489311
MuSCs,C1qb,Lrp1,Neutrophils,1.0,0.5,2.544879,0.0050642094566116,3.0,1.0,52.09024033333333,0.0887781560231926,132.563358729253,0.0004495911772731
Inflammatory-Mac,Fgf2,Cd44,Inflammatory-Mac,2.0,0.6666666666666666,0.306228,0.0154088569109331,3.0,1.0,366.2779236666667,0.2444181469999509,112.164556008596,0.0037662042535576
Neutrophils,Tff3,Cxcr4,Inflammatory-Mac,2.0,0.6666666666666666,0.5330766666666666,0.684248774872385,3.0,1.0,206.0009306666667,0.23916195862692,109.8142894500178,0.16364627718655
FAPs,Cxcl12,Cxcr3,ECs,3.0,1.0,295.9742430000001,0.4865377474677459,1.0,0.5,0.358189,0.052978466298774,106.014718125927,0.0257760236573013
Resolving-Mac,Cxcl5,Cxcr2,Neutrophils,2.0,0.6666666666666666,0.3622496666666666,0.0008465762094071,3.0,1.0,282.6561686666666,0.9697058452052896,102.3921028807771,0.0008209298986738
MuSCs,C1qa,Cd93,ECs,1.0,0.5,0.4426515,0.003436923750017,2.0,1.0,220.2572175,0.5129507012517006,97.49718771220124,0.0017629724477198
ECs,Cxcl12,Cxcr3,ECs,2.0,1.0,268.2087325,0.4408953672422407,1.0,0.5,0.358189,0.052978466298774,96.06941768544247,0.0233579603547286
FAPs,Ifnb1,Ifnar2,Resolving-Mac,1.0,0.3333333333333333,1.688039666666667,0.8950246002264373,3.0,1.0,55.97408466666666,0.2146108938815595,94.48647522269177,0.1920820295005812
FAPs,Ifnb1,Ifnar2,Neutrophils,1.0,0.3333333333333333,1.688039666666667,0.8950246002264373,3.0,1.0,53.27148833333334,0.2042488376129897,89.92438540903723,0.1828077342312806
Resolving-Mac,Ccl2,Cxcr3,ECs,3.0,1.0,245.0287756666667,0.2068357084841073,1.0,0.5,0.358189,0.052978466298774,87.76661212726766,0.0109578386113083
FAPs,Calr,Mtnr1a,FAPs,3.0,1.0,276.9773456666667,0.2767710940483697,2.0,0.6666666666666666,0.3144306666666667,1.0,87.09017144953378,0.2767710940483697
FAPs,Ifnb1,Ifnar1,Inflammatory-Mac,1.0,0.3333333333333333,1.688039666666667,0.8950246002264373,3.0,1.0,49.80229833333333,0.2924657129041698,84.06825507783388,0.2617640077719946
MuSCs,C1qb,Lrp1,MuSCs,1.0,0.5,2.544879,0.0050642094566116,2.0,1.0,32.469223,0.0553377701273772,82.63024375901699,0.0002802420587868
Neutrophils,Icam1,Itgam,MuSCs,3.0,1.0,239.6229553333334,0.710068151739898,1.0,0.5,0.324361,0.0007029276469155,77.72434141487534,0.0004991265350522
Neutrophils,Csf2,Csf2rb,Neutrophils,3.0,1.0,0.6124066666666667,0.5688171645181709,3.0,1.0,125.4934766666667,0.4861803926831594,76.85304173384445,0.2765477524103656
ECs,Col4a6,Cd93,ECs,2.0,1.0,0.341576,0.1874396718477769,2.0,1.0,220.2572175,0.5129507012517006,75.23457932478,0.0961473111167058
Neutrophils,Tff3,Cxcr4,Resolving-Mac,2.0,0.6666666666666666,0.5330766666666666,0.684248774872385,3.0,1.0,138.9495186666667,0.1613169364188946,74.07074624576444,0.1103809161107951
MuSCs,Il1rn,Il1r1,FAPs,2.0,1.0,0.8614315,0.0008613549460742,3.0,1.0,85.28390633333333,0.6576648948789622,73.46624335858283,0.0005664829100633
Inflammatory-Mac,Calr,Mtnr1a,FAPs,3.0,1.0,210.8270723333333,0.2106700796206445,2.0,0.6666666666666666,0.3144306666666667,1.0,66.29049690515157,0.2106700796206445
FAPs,Ifnb1,Ifnar1,Resolving-Mac,1.0,0.3333333333333333,1.688039666666667,0.8950246002264373,3.0,1.0,39.011729,0.2290977227043493,65.85334601725033,0.2050480976762474
Neutrophils,Gnai2,Mtnr1a,FAPs,3.0,1.0,203.386317,0.250961399315095,2.0,0.6666666666666666,0.3144306666666667,1.0,63.950895245188,0.250961399315095
FAPs,Ifnb1,Ifnar1,Neutrophils,1.0,0.3333333333333333,1.688039666666667,0.8950246002264373,3.0,1.0,37.76134866666666,0.2217548211149075,63.74265441616377,0.1984760201166552
Resolving-Mac,Calr,Mtnr1a,FAPs,3.0,1.0,202.0437826666667,0.2018933304445128,2.0,0.6666666666666666,0.3144306666666667,1.0,63.52876127973511,0.2018933304445128
Neutrophils,Cel,Cxcr4,Inflammatory-Mac,2.0,0.6666666666666666,0.293492,0.186342884698229,3.0,1.0,206.0009306666667,0.23916195862692,60.45962514322134,0.0445661292806187
Neutrophils,Csf2,Csf2ra,Neutrophils,3.0,1.0,0.6124066666666667,0.5688171645181709,3.0,1.0,98.130707,0.4550758646918624,60.09589917151332,0.25885496299468
MuSCs,Tslp,Il7r,Resolving-Mac,2.0,1.0,0.9897235,0.3933183305158619,3.0,1.0,59.73313466666667,0.600748028991794,59.11928710826467,0.236285211823747
FAPs,Ccl2,Ccr5,MuSCs,3.0,1.0,392.0055033333333,0.3309029145291901,1.0,0.5,0.150414,0.0011730029473206,58.96311577837999,0.0003881500940197
Inflammatory-Mac,Fgf2,Cd44,Resolving-Mac,2.0,0.6666666666666666,0.306228,0.0154088569109331,3.0,1.0,188.9396033333333,0.1260798556444414,57.85859684956,0.0019427464549763
ECs,Gnai2,Mtnr1a,FAPs,2.0,1.0,181.4944075,0.2239486468210351,2.0,0.6666666666666666,0.3144306666666667,1.0,57.06740754649667,0.2239486468210351
Inflammatory-Mac,Ccl2,Ccr5,MuSCs,3.0,1.0,375.1018676666667,0.3166340783504202,1.0,0.5,0.150414,0.0011730029473206,56.420572323214,0.0003714127071271
ECs,Gnas,Avpr2,Neutrophils,2.0,1.0,236.082283,0.356044175747874,2.0,0.6666666666666666,0.234272,0.4655085737600355,55.30746860297601,0.1657416164479602
MuSCs,Prn,Rpsa,FAPs,1.0,0.5,0.1789435,0.1309344279688146,3.0,1.0,302.8987833333333,0.3005274721657043,54.20176843540833,0.0393493926569303
Inflammatory-Mac,Gnai2,Mtnr1a,FAPs,3.0,1.0,171.9980316666667,0.2122309275432167,2.0,0.6666666666666666,0.3144306666666667,1.0,54.08145576230445,0.2122309275432167
FAPs,B2m,Gm11127,Neutrophils,3.0,1.0,342.9308216666666,0.0347139147191305,3.0,1.0,0.151681,0.3944062017331431,52.01608996122166,0.0136913832516605
FAPs,Ifnb1,Ifnar2,ECs,1.0,0.3333333333333333,1.688039666666667,0.8950246002264373,2.0,1.0,30.7693535,0.1179731387858698,51.93988922568883,0.1055888613792811
FAPs,Col1a1,Cd93,FAPs,3.0,1.0,830.1578366666666,0.897119731561083,1.0,0.3333333333333333,0.061348,0.0001428715933923,50.92852296382667,0.0001281729255118
Neutrophils,Csf2,Csf2rb,Inflammatory-Mac,3.0,1.0,0.6124066666666667,0.5688171645181709,3.0,1.0,82.69899733333334,0.3203882151167078,50.64541729358223,0.1822423160677235
FAPs,Anxa2,Tlr2,MuSCs,3.0,1.0,226.779063,0.2209045987343509,1.0,0.5,0.2220785,0.0007568085936668,50.3627541424455,0.0001671824987026
Inflammatory-Mac,Vcan,Tlr2,MuSCs,3.0,1.0,221.8377046666667,0.596304051204024,1.0,0.5,0.2220785,0.0007568085936668,49.26538469581634,0.0004512880303895
Inflammatory-Mac,Il2,Cd53,Neutrophils,1.0,0.3333333333333333,0.0834976666666666,1.0,3.0,1.0,580.2741193333334,0.4939046230977935,48.45153499138823,0.4939046230977935
Neutrophils,Ccl2,Cxcr3,ECs,3.0,1.0,133.4172743333333,0.1126212886044614,1.0,0.5,0.358189,0.052978466298774,47.78860007618233,0.0059665031428559
MuSCs,C1qa,Cd93,Resolving-Mac,1.0,0.5,0.4426515,0.003436923750017,3.0,1.0,106.476041,0.2479689906073331,47.1317792627115,0.000852250513086
MuSCs,B2m,Gm11127,Neutrophils,2.0,1.0,310.086716,0.0313891990298332,3.0,1.0,0.151681,0.3944062017331431,47.034263169596,0.0123800947648021
Neutrophils,Csf2,Csf2ra,Inflammatory-Mac,3.0,1.0,0.6124066666666667,0.5688171645181709,3.0,1.0,76.60934666666667,0.3552717160981219,46.91607462764444,0.2020846501844383
Neutrophils,Gnai2,P2ry12,ECs,3.0,1.0,203.386317,0.250961399315095,2.0,1.0,0.229373,0.0041961478542029,46.651329689241,0.0010530711372238
FAPs,Col1a2,Cd93,FAPs,3.0,1.0,742.921651,0.890627797432279,1.0,0.3333333333333333,0.061348,0.0001428715933923,45.576757445548,0.0001272454125386
Inflammatory-Mac,Anxa2,Tlr2,MuSCs,3.0,1.0,202.707067,0.1974561615339781,1.0,0.5,0.2220785,0.0007568085936668,45.01688137875949,0.0001494365199213
MuSCs,Ccl12,Ccr1,Neutrophils,1.0,0.5,0.132963,0.0015880138552356,3.0,1.0,335.9255523333333,0.6962825268423649,44.66566921489699,0.0011057062997841
Inflammatory-Mac,Lamb2,Rpsa,FAPs,3.0,1.0,0.142995,0.0015193650295565,3.0,1.0,302.8987833333333,0.3005274721657043,43.31301152275,0.0004566109316296
MuSCs,Bgn,Tlr2,MuSCs,2.0,1.0,193.5493165,0.1159364374301381,1.0,0.5,0.2220785,0.0007568085936668,42.98314188434525,8.77416921662511e-05
MuSCs,Ccl12,Ccr2,Inflammatory-Mac,1.0,0.5,0.132963,0.0015880138552356,3.0,1.0,322.3813173333334,0.8061808536669893,42.864787096592,0.0012802263654488
Resolving-Mac,Gnai2,Mtnr1a,FAPs,3.0,1.0,135.4992116666667,0.167194491092333,2.0,0.6666666666666666,0.3144306666666667,1.0,42.60510745715778,0.167194491092333
Neutrophils,Gnai2,Tbxa2r,Resolving-Mac,3.0,1.0,203.386317,0.250961399315095,2.0,0.6666666666666666,0.2057066666666667,0.0833023766122692,41.83792131568,0.0209056810008881
ECs,Gnai2,P2ry12,ECs,2.0,1.0,181.4944075,0.2239486468210351,2.0,1.0,0.229373,0.0041961478542029,41.6299167314975,0.0009397216338097
FAPs,Ifnb1,Ifnar2,FAPs,1.0,0.3333333333333333,1.688039666666667,0.8950246002264373,3.0,1.0,24.18563533333333,0.0927304278201285,40.82631180620155,0.082996014088537
Neutrophils,Cel,Cxcr4,Resolving-Mac,2.0,0.6666666666666666,0.293492,0.186342884698229,3.0,1.0,138.9495186666667,0.1613169364188946,40.78057213251734,0.0300602632829776
ECs,Agrp,Sdc3,Inflammatory-Mac,2.0,1.0,0.5679715,0.1948020679094191,3.0,1.0,70.59161999999999,0.3582195226742806,40.09402829882999,0.0697819037824749
Inflammatory-Mac,Gnai2,P2ry12,ECs,3.0,1.0,171.9980316666667,0.2122309275432167,2.0,1.0,0.229373,0.0041961478542029,39.45170451747833,0.0008905523512059
Inflammatory-Mac,Pf4,Cxcr3,ECs,3.0,1.0,109.0779523333333,0.17772800075295,1.0,0.5,0.358189,0.052978466298774,39.07052266832433,0.0094157568982386
Neutrophils,Ifnk,Ifnar2,Inflammatory-Mac,1.0,0.3333333333333333,0.4689626666666666,0.3796543062756159,3.0,1.0,81.77185533333333,0.3135224286729781,38.34794733540089,0.1190301401596858
Resolving-Mac,Anxa2,Tlr2,MuSCs,3.0,1.0,172.4578476666667,0.1679905152328583,1.0,0.5,0.2220785,0.0007568085936668,38.29918012304184,0.0001271366655827
ECs,Angptl1,Tek,ECs,1.0,0.5,0.5700095,0.0233336513115742,2.0,1.0,66.82269500000001,0.9484795058090216,38.0895709656025,0.022131490064722
ECs,Gnai2,Tbxa2r,Resolving-Mac,2.0,1.0,181.4944075,0.2239486468210351,2.0,0.6666666666666666,0.2057066666666667,0.0833023766122692,37.33460958546667,0.0186554545192939
Inflammatory-Mac,Fgf2,Cd44,MuSCs,2.0,0.6666666666666666,0.306228,0.0154088569109331,2.0,1.0,121.157162,0.0808484681123243,37.101715404936,0.0012457824766109
Neutrophils,Il34,Csf1r,Inflammatory-Mac,3.0,1.0,0.220446,0.0086210687609093,3.0,1.0,167.436325,0.47891285505579,36.91066810095001,0.0041287406539193
Resolving-Mac,Ccl2,Ccr5,MuSCs,3.0,1.0,245.0287756666667,0.2068357084841073,1.0,0.5,0.150414,0.0011730029473206,36.855758263126,0.000242618895663
ECs,Col4a6,Cd93,Resolving-Mac,2.0,1.0,0.341576,0.1874396718477769,3.0,1.0,106.476041,0.2479689906073331,36.369660180616,0.0464792262278629
FAPs,Ccl11,Cxcr3,ECs,3.0,1.0,101.337382,0.8633805772213771,1.0,0.5,0.358189,0.052978466298774,36.297935521198,0.0457405788133387
Neutrophils,Csf2,Csf3r,Inflammatory-Mac,3.0,1.0,0.6124066666666667,0.5688171645181709,3.0,1.0,59.174535,0.0688433807580531,36.2388797309,0.0391592966386405
ECs,Amh,Egfr,FAPs,2.0,1.0,0.7169805,0.2270158894336058,3.0,1.0,50.102415,0.7357062578404556,35.9224545579075,0.1670170104855208
ECs,Agrp,Sdc3,Resolving-Mac,2.0,1.0,0.5679715,0.1948020679094191,3.0,1.0,63.21821133333334,0.3208029152489838,35.90614231831033,0.0624930712818721
Inflammatory-Mac,Gnai2,Tbxa2r,Resolving-Mac,3.0,1.0,171.9980316666667,0.2122309275432167,2.0,0.6666666666666666,0.2057066666666667,0.0833023766122692,35.38114176737778,0.0176793406549762
Inflammatory-Mac,Fgf2,Cd44,FAPs,2.0,0.6666666666666666,0.306228,0.0154088569109331,3.0,1.0,115.495743,0.0770705894798419,35.368030387404,0.0011875696853361
FAPs,Ifnb1,Ifnar1,ECs,1.0,0.3333333333333333,1.688039666666667,0.8950246002264373,2.0,1.0,20.79761,0.1221346813081061,35.10719065186333,0.109313544311571
FAPs,C3,Itgam,MuSCs,3.0,1.0,108.0898166666667,0.4072821437310581,1.0,0.5,0.324361,0.0007029276469155,35.06012102381667,0.0002862898789235
ECs,Cytl1,Ccr2,Resolving-Mac,2.0,1.0,0.687142,1.0,3.0,1.0,50.806228,0.1270514327549857,34.911093120376,0.1270514327549857
ECs,Calr,Mtnr1a,FAPs,2.0,1.0,107.7653275,0.1076850798785215,2.0,0.6666666666666666,0.3144306666666667,1.0,33.88472376937667,0.1076850798785215
MuSCs,Prn,Rpsa,Inflammatory-Mac,1.0,0.5,0.1789435,0.1309344279688146,3.0,1.0,187.6649626666667,0.1861957853499179,33.58142524694267,0.0243794386449956
MuSCs,Anxa2,Tlr2,MuSCs,2.0,1.0,150.09272,0.1462047318034262,1.0,0.5,0.2220785,0.0007568085936668,33.33236611852,0.0001106489974635
MuSCs,Prn,Rpsa,MuSCs,1.0,0.5,0.1789435,0.1309344279688146,2.0,1.0,186.1209255,0.1846638360250585,33.30512983220925,0.024178853736468
Neutrophils,Ccl3,Ccr5,FAPs,3.0,1.0,2891.564290333333,0.9050957762467464,1.0,0.3333333333333333,0.0113756666666666,8.871308872669319e-05,32.89347151206855,8.029384190433285e-05
MuSCs,Gnas,Avpr2,Neutrophils,2.0,1.0,137.8159335,0.2078451623916705,2.0,0.6666666666666666,0.234272,0.4655085737600355,32.286414372912,0.0967537051078695
Neutrophils,Calr,Mtnr1a,FAPs,3.0,1.0,102.5625483333333,0.1024861749695859,2.0,0.6666666666666666,0.3144306666666667,1.0,32.24881044748223,0.1024861749695859
Inflammatory-Mac,Fgf2,Nrp1,ECs,2.0,0.6666666666666666,0.306228,0.0154088569109331,2.0,1.0,104.480755,0.3158951586858897,31.99493264214,0.0048675832990473
ECs,Ifnk,Ifnar2,Inflammatory-Mac,1.0,0.5,0.388702,0.3146783286756539,3.0,1.0,81.77185533333333,0.3135224286729781,31.78488371177733,0.0986587138571446
MuSCs,C1qa,Cd93,Inflammatory-Mac,1.0,0.5,0.4426515,0.003436923750017,3.0,1.0,71.69991033333334,0.1669798597413381,31.7380728589155,0.0005738970457195
FAPs,Rarres2,Cmklr1,MuSCs,3.0,1.0,73.76562,0.7237597735079225,1.0,0.5,0.4296995,0.0054725505453895,31.69705003119,0.0039608119432418
Neutrophils,C3,Itgam,MuSCs,3.0,1.0,97.62255466666666,0.3678415281594588,1.0,0.5,0.324361,0.0007029276469155,31.66494945423467,0.0002585659798269
MuSCs,Ntf3,Ngfr,MuSCs,2.0,1.0,1.370104,0.1557015718357919,2.0,1.0,23.0803745,0.983152973103116,31.622513423948,0.1530784632671872
MuSCs,Calr,Mtnr1a,FAPs,2.0,1.0,100.56913,0.1004942410383656,2.0,0.6666666666666666,0.3144306666666667,1.0,31.62201859198667,0.1004942410383656
FAPs,Col1a1,Gp6,FAPs,3.0,1.0,830.1578366666666,0.897119731561083,1.0,0.3333333333333333,0.0378826666666666,0.9919525181111984,31.44859260716445,0.8899001767692587
FAPs,Col3a1,Ddr2,Inflammatory-Mac,3.0,1.0,1042.616902666667,0.9206820527194258,1.0,0.3333333333333333,0.030071,0.0003041608800769,31.35253288008933,0.0002800354634262
Resolving-Mac,Gnai2,P2ry12,ECs,3.0,1.0,135.4992116666667,0.167194491092333,2.0,1.0,0.229373,0.0041961478542029,31.07986067761833,0.0007015728050316
Inflammatory-Mac,Edn1,Ednrb,MuSCs,1.0,0.3333333333333333,0.1872913333333333,0.0073008328285165,2.0,1.0,165.852196,0.574838614477306,31.06267892510133,0.0041968006276748
ECs,Anxa2,Tlr2,MuSCs,2.0,1.0,138.0684815,0.1344919680862191,1.0,0.5,0.2220785,0.0007568085936668,30.66204126879775,0.0001017846772268
Neutrophils,Gnai2,Ccr5,MuSCs,3.0,1.0,203.386317,0.250961399315095,1.0,0.5,0.150414,0.0011730029473206,30.592149485238,0.0002943784610603
Inflammatory-Mac,Il2,Cd53,Inflammatory-Mac,1.0,0.3333333333333333,0.0834976666666666,1.0,3.0,1.0,365.6839396666667,0.3112545991220224,30.53375569964078,0.3112545991220224
Neutrophils,Anxa2,Tlr2,MuSCs,3.0,1.0,136.4875866666667,0.1329520246091675,1.0,0.5,0.2220785,0.0007568085936668,30.31095851555333,0.0001006192347696
