"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"id"	"contrast"	"celltype"	"repadj"
474.995230479058	1.44434270993273	0.31413194896855	4.59788542577481	4.26800580218781e-06	0.00383736401674706	"ENSMUSG00000070348"	"D4_vs_D2"	"M2"	0.0125394010468278
321.846236261271	-1.91376113983453	0.356445413703192	-5.36901602955706	7.91673835917484e-08	0.000355896972936705	"ENSMUSG00000031613"	"D4_vs_D2"	"M2"	0.00116296886496278
191.83063010197	1.21392699510521	0.285539305873179	4.25134813364144	2.12487572766457e-05	0.0131439245354188	"ENSMUSG00000060044"	"D4_vs_D2"	"M2"	0.038429450201431
160.258244066639	-2.29802678961844	0.485774212838623	-4.73064796130267	2.23804336097853e-06	0.00315678394785535	"ENSMUSG00000073555"	"D4_vs_D2"	"M2"	0.01031546128217
211.905073460735	-1.67827126933264	0.396624317291333	-4.23138772931034	2.3225391479375e-05	0.0131439245354188	"ENSMUSG00000025993"	"D4_vs_D2"	"M2"	0.038429450201431
117.97785427316	-1.55143639271156	0.37616729182402	-4.1243256030813	3.71822593866695e-05	0.0167536239124903	"ENSMUSG00000024049"	"D4_vs_D2"	"M2"	0.0456216837716388
28.4770322371447	2.97509773649845	0.715635961558014	4.1572781362487	3.22061796303574e-05	0.11826914314758	"ENSMUSG00000031196"	"D7_vs_D4"	"M2"	0.0446527539635448
123.602105000789	1.58049137181369	0.377631058270023	4.18527908973942	2.84815942730938e-05	0.11826914314758	"ENSMUSG00000031596"	"D7_vs_D4"	"M2"	0.0418394619871749
207.213972669825	-1.82687359476077	0.405498888323995	-4.50524932956436	6.62950561985761e-06	0.0695890420400934	"ENSMUSG00000022122"	"D7_vs_D4"	"M2"	0.0177068068283106
68.8866766346816	1.68970895219746	0.433227710232746	3.90027902714183	9.60818877975276e-05	0.201620978551126	"ENSMUSG00000052698"	"D7_vs_D4"	"M2"	0.0940961954497121
5.37460819429329	8.67697824030153	1.95920750996484	4.42882042671287	9.4749870025316e-06	0.0695890420400934	"ENSMUSG00000071112"	"D7_vs_D4"	"M2"	0.0231979265111982
