"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"id"	"contrast"	"celltype"	"repadj"
179.07160514103	1.62185993482309	0.349104084425493	4.6457775980826	3.38797848724007e-06	0.00725376736963851	"ENSMUSG00000025776"	"D2_vs_D0"	"ECs"	0.0105211804657828
291.159601117995	-2.70083812829695	0.416020955546101	-6.49207231580828	8.46635984247258e-11	1.08496401381286e-06	"ENSMUSG00000027358"	"D2_vs_D0"	"ECs"	4.04861327667039e-06
2335.12086684403	1.28916156893613	0.281136691541984	4.58553297282298	4.52829800679735e-06	0.00725376736963851	"ENSMUSG00000079363"	"D2_vs_D0"	"ECs"	0.0108271605342525
178.984308171157	1.5948405739801	0.352767309687427	4.52094207763532	6.15650333768644e-06	0.00788955902724517	"ENSMUSG00000031450"	"D2_vs_D0"	"ECs"	0.0122668329003402
36.1122324677656	6.64384244485156	1.74013905393608	3.81799513655166	0.000134540577248476	0.0749624998886616	"ENSMUSG00000007653"	"D2_vs_D0"	"ECs"	0.0835549403119755
91.7639507935068	1.87046778668616	0.406428152763981	4.60221019131116	4.18031009723701e-06	0.00725376736963851	"ENSMUSG00000048852"	"D2_vs_D0"	"ECs"	0.0105211804657828
773.783564734089	1.9056027154241	0.403881476455326	4.7182226135961	2.37914077266086e-06	0.00725376736963851	"ENSMUSG00000078921"	"D2_vs_D0"	"ECs"	0.00878678166404971
431.377806567378	1.68812067823991	0.373140580485889	4.52408761341824	6.06565956958215e-06	0.00788955902724517	"ENSMUSG00000078922"	"D2_vs_D0"	"ECs"	0.0122668329003402
697.693925322991	1.20228329179056	0.291091413194958	4.13026024572335	3.62352811531665e-05	0.0278743798061351	"ENSMUSG00000016496"	"D2_vs_D0"	"ECs"	0.0346716827241353
4048.39013157968	1.51236334045089	0.277239692618285	5.45507508743768	4.89521553824703e-08	0.000313660935613179	"ENSMUSG00000054072"	"D2_vs_D0"	"ECs"	0.000607858785900791
86.2931671850181	2.62369490904184	0.610626759112321	4.29672442271602	1.73340467696167e-05	0.0185113174460532	"ENSMUSG00000073555"	"D2_vs_D0"	"ECs"	0.0207228529130768
816.144730875336	1.30098108691339	0.330447351176481	3.93702985447319	8.24963469587352e-05	0.0528595343138096	"ENSMUSG00000105504"	"D2_vs_D0"	"ECs"	0.0606919278702572
279.399123932259	1.60079306603272	0.383283559377676	4.17652421260089	2.95997248700023e-05	0.0270943195863628	"ENSMUSG00000029417"	"D2_vs_D0"	"ECs"	0.0329176475182212
162.488610740832	-2.48183399719615	0.538834886601081	-4.60592671133697	4.1063300495768e-06	0.00725376736963851	"ENSMUSG00000002699"	"D2_vs_D0"	"ECs"	0.0105211804657828
76.0103856652728	3.49645699159781	0.730320375879182	4.78756598758273	1.68816238954814e-06	0.00721126700735315	"ENSMUSG00000038725"	"D2_vs_D0"	"ECs"	0.00878678166404971
457.788625723483	1.20722565547289	0.298617447382776	4.0427164120971	5.2835508864118e-05	0.037615947005204	"ENSMUSG00000053835"	"D2_vs_D0"	"ECs"	0.0451177506050379
406.858582593956	2.26153741587033	0.446935981979254	5.06009251225449	4.1905310818039e-07	0.00333524368800773	"ENSMUSG00000027358"	"D4_vs_D2"	"ECs"	0.00286273137616947
719.627778470959	1.2674553274361	0.289916320558975	4.37179709301075	1.23228022470062e-05	0.0490385915419611	"ENSMUSG00000041261"	"D4_vs_D2"	"ECs"	0.016375350152186
267.547866401832	-1.48847993589803	0.329046943967393	-4.52360966478247	6.07937969998804e-06	0.0322571886881365	"ENSMUSG00000038836"	"D4_vs_D2"	"ECs"	0.0122668329003402
108.567674073131	-2.38654759297446	0.459509047789567	-5.19369010132612	2.06166215567497e-07	0.00328175381940341	"ENSMUSG00000053399"	"D4_vs_D2"	"ECs"	0.00164314473807295
