"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"id"	"contrast"	"celltype"	"repadj"
21.8813521641635	-3.70388480724097	0.884688473886571	-4.18665430438948	2.83096497747155e-05	0.00583770330279804	"ENSMUSG00000003418"	"D2_vs_D0"	"FAPs"	0.00896740119121923
93925.1779756335	1.23285298215621	0.192554905672366	6.40260489781511	1.52748111556982e-10	2.63795988658908e-07	"ENSMUSG00000026043"	"D2_vs_D0"	"FAPs"	5.76894367786517e-07
635.768963305995	6.35172079351906	0.838400978783871	7.57599401032719	3.56388252106928e-14	1.64128669703644e-10	"ENSMUSG00000026069"	"D2_vs_D0"	"FAPs"	4.37448760048649e-10
233.507798557324	-1.61175168584973	0.349226989669616	-4.61519794725637	3.92720826156849e-06	0.00126182114748442	"ENSMUSG00000026163"	"D2_vs_D0"	"FAPs"	0.00226844789678223
317.059825675435	-1.46536916369204	0.377142328668857	-3.88545398461143	0.000102138838802919	0.0164087232197806	"ENSMUSG00000026255"	"D2_vs_D0"	"FAPs"	0.0244625010124182
198.956589915204	1.5707009003016	0.426960109329074	3.67880011734539	0.000234333828091574	0.0311303477780114	"ENSMUSG00000041498"	"D2_vs_D0"	"FAPs"	0.0421266352362099
26.035577956135	-4.83724761805291	1.44334844652064	-3.3514066750227	0.000804021339108027	0.0745527437658826	"ENSMUSG00000045382"	"D2_vs_D0"	"FAPs"	0.0933234981265388
39.8481171218382	-3.26799431815069	0.862676370320191	-3.78820427982482	0.000151740064159487	0.0223025609194412	"ENSMUSG00000027454"	"D2_vs_D0"	"FAPs"	0.0319170088175406
689.736395918424	1.85275456579688	0.295917283032183	6.26105561260975	3.82380118185766e-10	5.86995968094949e-07	"ENSMUSG00000027469"	"D2_vs_D0"	"FAPs"	1.25160660284565e-06
265.150159348826	2.75680202612041	0.518708650334528	5.31474079783031	1.06809254473391e-07	8.19820366557984e-05	"ENSMUSG00000034311"	"D2_vs_D0"	"FAPs"	0.000134464635285501
553.09708642046	2.54801022488925	0.358640850580269	7.1046291039257	1.20646095540282e-12	2.77807742664089e-09	"ENSMUSG00000048327"	"D2_vs_D0"	"FAPs"	7.40435249854595e-09
1419.58271345916	-1.20580789591814	0.270627443751669	-4.45560095163372	8.36585171701127e-06	0.00226632563376917	"ENSMUSG00000055653"	"D2_vs_D0"	"FAPs"	0.00398783094759048
52.0342181724976	1.70501474149787	0.494995605220004	3.44450480674483	0.000572106463259279	0.0588452066065636	"ENSMUSG00000074796"	"D2_vs_D0"	"FAPs"	0.0759169814408218
7.46345120890166	-8.07246910476987	1.94711294919268	-4.14586586161677	3.38531978215944e-05	NA	"ENSMUSG00000095648"	"D2_vs_D0"	"FAPs"	0.0102600265842262
232.771592602703	2.42897457201797	0.395085685770957	6.14796905961841	7.84813375016661e-10	1.08429815892302e-06	"ENSMUSG00000028068"	"D2_vs_D0"	"FAPs"	2.4082979429105e-06
96.3808015329199	4.02088745481299	1.13580843553993	3.54011057586624	0.000399959416949897	0.0449255228014616	"ENSMUSG00000028175"	"D2_vs_D0"	"FAPs"	0.0595066892527455
4348.70093532578	3.49573109030243	0.695756910722115	5.02435697932813	5.05122056024398e-07	0.000225121494388164	"ENSMUSG00000028364"	"D2_vs_D0"	"FAPs"	0.000427594529425619
173.822786443981	4.5619810280459	1.09942482004136	4.1494251765885	3.33311212923617e-05	0.00657861102536099	"ENSMUSG00000035683"	"D2_vs_D0"	"FAPs"	0.0101645428149837
175.023867723178	1.27810301215724	0.341739388059065	3.73999327211394	0.00018402518050585	0.0254249189386883	"ENSMUSG00000045751"	"D2_vs_D0"	"FAPs"	0.0364325335180493
149.361355783373	-2.29257918826766	0.52200404089983	-4.39188015540208	1.12374639895686e-05	0.00298570773999768	"ENSMUSG00000052854"	"D2_vs_D0"	"FAPs"	0.00497060366630485
2.90895661125083	9.1537671212773	2.47430377986373	3.69953244859102	0.000215997023944067	NA	"ENSMUSG00000085007"	"D2_vs_D0"	"FAPs"	0.0406802159381724
167.373338605959	2.43714579629002	0.50432335557354	4.83250630643189	1.34824839599975e-06	0.000503443238895474	"ENSMUSG00000028718"	"D2_vs_D0"	"FAPs"	0.000932342249954869
424.834049058132	1.21867332473404	0.237087687521219	5.14017972622459	2.74475800405645e-07	0.000153284096680704	"ENSMUSG00000028843"	"D2_vs_D0"	"FAPs"	0.000272363295412174
406.858418648499	1.55610985271948	0.320963767233402	4.84824148885283	1.24560713848051e-06	0.000478036339590188	"ENSMUSG00000001517"	"D2_vs_D0"	"FAPs"	0.000873668846930232
735.36137029355	2.11243110938428	0.232435643137232	9.08824086044791	1.00654356711205e-19	6.95320296161001e-16	"ENSMUSG00000030268"	"D2_vs_D0"	"FAPs"	1.64730920193557e-15
80.2187207271616	3.2115482179804	0.86339966936245	3.71965421338632	0.000199495711676733	0.0272428036349029	"ENSMUSG00000030346"	"D2_vs_D0"	"FAPs"	0.0385623639838749
237.289215002434	1.84280667959204	0.422170827153504	4.36507347515509	1.27080036154558e-05	0.0032513662583544	"ENSMUSG00000004360"	"D2_vs_D0"	"FAPs"	0.00533279967103974
61.5671120648789	2.97400989201917	0.66698479209254	4.45888710998758	8.23862957243137e-06	0.00226632563376917	"ENSMUSG00000019880"	"D2_vs_D0"	"FAPs"	0.00398783094759048
82.7288408910143	3.04494748251483	0.852833442882531	3.57038939775048	0.000356450939826954	0.0410393848720767	"ENSMUSG00000046179"	"D2_vs_D0"	"FAPs"	0.0555588198210279
66.3266132976975	1.78029058598524	0.532026284696886	3.34624554687093	0.000819138223523629	0.0747198130217854	"ENSMUSG00000048779"	"D2_vs_D0"	"FAPs"	0.0946973669554544
43.7444200486634	2.82215901584636	0.612243085652667	4.60954003725148	4.03560813850496e-06	0.00126718095549056	"ENSMUSG00000049420"	"D2_vs_D0"	"FAPs"	0.0023039568416781
145.118460396331	2.30781992370863	0.443953535017889	5.19833663136761	2.01079736504359e-07	0.000132291316168773	"ENSMUSG00000052974"	"D2_vs_D0"	"FAPs"	0.000224377565974796
