Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand detection rate,Ligand average expression value,Ligand derived specificity of average expression value,Receptor detection rate,Receptor average expression value,Receptor derived specificity of average expression value,Edge average expression weight,Edge average expression derived specificity
FAPs,Agt,Mas1,FAPs,1.0,5.788972999999999,0.9474260381515466,1.0,0.9857943333333332,0.4733284283418029,5.706736779219666,0.4484436776083726
FAPs,Agt,Mas1,sCs,1.0,5.788972999999999,0.9474260381515466,1.0,0.9524246666666666,0.4573060072915468,5.513560679867332,0.4332636187111324
sCs,Agt,Mas1,FAPs,1.0,0.321238,0.0525739618484533,1.0,0.9857943333333332,0.4733284283418029,0.3166746000513333,0.0248847507334303
sCs,Agt,Mas1,sCs,1.0,0.321238,0.0525739618484533,1.0,0.9524246666666666,0.4573060072915468,0.3059549950706666,0.0240423885804143
FAPs,Agt,Agtr1a,ECs,1.0,5.788972999999999,0.9474260381515466,0.6666666666666666,1.202916333333333,0.0217355065509163,6.963650174925667,0.0205927848587516
FAPs,Agt,Agtr1a,FAPs,1.0,5.788972999999999,0.9474260381515466,1.0,20.52978033333333,0.3709527941045833,118.8463440455977,0.3514503360597517
FAPs,Agt,Agtr1a,sCs,1.0,5.788972999999999,0.9474260381515466,1.0,33.61068033333333,0.6073116993445002,194.5713209612977,0.575382917233043
sCs,Agt,Agtr1a,ECs,1.0,0.321238,0.0525739618484533,0.6666666666666666,1.202916333333333,0.0217355065509163,0.3864224370873333,0.0011427216921646
sCs,Agt,Agtr1a,FAPs,1.0,0.321238,0.0525739618484533,1.0,20.52978033333333,0.3709527941045833,6.594945574719334,0.0195024580448315
sCs,Agt,Agtr1a,sCs,1.0,0.321238,0.0525739618484533,1.0,33.61068033333333,0.6073116993445002,10.79702772891933,0.0319287821114571
ECs,Serping1,Sele,ECs,1.0,11.921572,0.0069716942895961,1.0,7.879565666666667,0.9977172793687664,93.93680942389469,0.0069557798592066
FAPs,Serping1,Sele,ECs,1.0,1516.953124666667,0.8871089682487887,1.0,7.879565666666667,0.9977172793687664,11952.93175906619,0.8850839463048148
sCs,Serping1,Sele,ECs,1.0,181.1216836666667,0.1059193374616151,1.0,7.879565666666667,0.9977172793687664,1427.160200108727,0.1056775532047449
ECs,Serping1,Lrp1,ECs,1.0,11.921572,0.0069716942895961,1.0,21.08181366666667,0.0571606014598545,251.3283595177506,0.0003985062387875
ECs,Serping1,Lrp1,FAPs,1.0,11.921572,0.0069716942895961,1.0,301.6001486666667,0.8177496571571792,3595.547887540371,0.0057011006151219
ECs,Serping1,Lrp1,sCs,1.0,11.921572,0.0069716942895961,1.0,46.13524966666667,0.1250897413829664,550.0047006391427,0.0008720874356866
FAPs,Serping1,Lrp1,ECs,1.0,1516.953124666667,0.8871089682487887,1.0,21.08181366666667,0.0571606014598545,31980.12311529043,0.0507076821855317
FAPs,Serping1,Lrp1,FAPs,1.0,1516.953124666667,0.8871089682487887,1.0,301.6001486666667,0.8177496571571792,457513.2879198312,0.7254330546465059
