Sending cluster name,Target cluster name,Total expression,Total specificity,Edge count,Average expression,Average specificity
FAPs (1 cells),M1 (1 cells),8613523.954712639,76.63207149510666,622,13848.10925194958,0.12320268729116826
M1 (1 cells),M1 (1 cells),7205357.806303739,36.73801260056163,450,16011.90623623053,0.08164002800124807
FAPs (1 cells),M2 (1 cells),6711728.610143356,65.15117842162807,561,11963.865615228799,0.11613400788168997
M1 (1 cells),M2 (1 cells),6617381.599448335,33.98677867141276,406,16298.969456769299,0.08371127751579496
FAPs (1 cells),ECs (1 cells),6334180.445064964,109.52459075431251,692,9153.439949515843,0.1582725299917811
FAPs (1 cells),FAPs (1 cells),4962422.985750775,156.0740002843201,735,6751.595898980646,0.2123455786181226
M1 (1 cells),FAPs (1 cells),4864358.379934524,41.72154919328897,470,10349.698680711754,0.08876925360274249
M2 (1 cells),M1 (1 cells),3731276.79045085,32.58381651206431,408,9145.286251105024,0.07986229537270664
M2 (1 cells),M2 (1 cells),3330257.2936850195,30.70895389720002,372,8952.30455291672,0.0825509513365592
M1 (1 cells),ECs (1 cells),3189597.7826080928,31.329084560664036,461,6918.867207392826,0.06795896867823001
M2 (1 cells),FAPs (1 cells),2411580.4121310525,35.235687343647754,436,5531.147734245533,0.08081579665974256
M2 (1 cells),ECs (1 cells),1755574.6501966186,25.53324412632984,419,4189.915632927491,0.06093853013443876
FAPs (1 cells),sCs (1 cells),1734183.315162194,62.50737233294314,748,2318.4268919280667,0.08356600579270473
M1 (1 cells),sCs (1 cells),1420159.6404203882,15.375768112494884,480,2958.665917542475,0.03203285023436434
ECs (1 cells),M1 (1 cells),1310755.498051621,33.752759712225476,523,2506.2246616665793,0.064536825453586
ECs (1 cells),M2 (1 cells),1223429.8340662003,29.997049750698537,471,2597.515571265818,0.06368800371698204
ECs (1 cells),ECs (1 cells),1154563.5746268048,63.74704970899063,570,2025.550130924219,0.11183692931401865
ECs (1 cells),FAPs (1 cells),844217.6302104738,65.4819381521538,586,1440.644420154392,0.11174392176135461
M2 (1 cells),sCs (1 cells),622805.3784414033,12.802626420778415,436,1428.4527028472553,0.02936382206600554
sCs (1 cells),M1 (1 cells),598524.6817902224,15.287355384508924,595,1005.9238349415502,0.025693034259678865
sCs (1 cells),M2 (1 cells),582611.3596735607,14.505585268197905,541,1076.9156371045485,0.026812542085393538
sCs (1 cells),FAPs (1 cells),370488.09627874056,41.49728256404744,698,530.7852382216913,0.05945169421783301
sCs (1 cells),ECs (1 cells),326787.4028153142,26.694365664182797,671,487.0155034505427,0.039782959261077194
ECs (1 cells),sCs (1 cells),287930.9568221344,29.21646168276458,609,472.79303254866073,0.04797448552178092
sCs (1 cells),sCs (1 cells),132445.8859407175,19.915417385476356,727,182.1814111976857,0.02739397164439664
