Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand expressing cells in condition 1,Ligand detection rate in condition 1,Ligand expression in condition 1,Ligand specificity in condition 1,Receptor expressing cells in condition 1,Receptor detection rate in condition 1,Receptor expression in condition 1,Receptor specificity in condition 1,Edge expression weight in condition 1,Edge specificity weight in condition 1,Ligand expressing cells in condition 2,Ligand detection rate in condition 2,Ligand expression in condition 2,Ligand specificity in condition 2,Receptor expressing cells in condition 2,Receptor detection rate in condition 2,Receptor expression in condition 2,Receptor specificity in condition 2,Edge expression weight in condition 2,Edge specificity weight in condition 2,Delta ligand expression,Fold change of ligand expression,Log2-transformed fold change of ligand expression,Delta ligand specificity,Fold change of ligand specificity,Log2-transformed fold change of ligand specificity,Delta receptor expression,Fold change of receptor expression,Log2-transformed fold change of receptor expression,Delta receptor specificity,Fold change of receptor specificity,Log2-transformed fold change of receptor specificity,Delta edge expression weight,Delta edge specificity weight,Fold change of edge expression weight,Log2-transformed fold change of edge expression weight,Fold change of edge specificity weight,Log2-transformed fold change of edge specificity weight
MuSCs,Rspo1,Lgr6,ECs,3.0,1.0,7.13816982368117,0.1858570172365067,2.0,0.6666666666666666,7.429250268708568,0.05752594402432986,53.031250080670716,0.0106916003700762,2.0,0.6666666666666666,0.7466352101630803,0.1142480327438818,2.0,0.6666666666666666,1.3803294433556101,0.022206273653256618,1.030602564034103,0.002537023079456861,6.39153461351809,9.560451645619617,3.2570787742211493,0.07160898449262489,1.6267852738712447,0.7020238362808384,6.048920825352958,5.382229803522776,2.4282039906299153,0.03531967037107324,2.5905266647875207,1.3732454336010167,52.00064751663661,0.008154577290619339,51.456547782192295,5.685282764851065,4.214230629847132,2.075269269881856
FAPs,Il1b,Il1r2,FAPs,3.0,1.0,7.272472339351251,0.5468940184105647,3.0,1.0,50.4423700046504,0.9666838941346388,366.8407405901413,0.5286736393960655,1.0,0.3333333333333333,0.331954592470103,0.05061922960378409,3.0,1.0,34.1878327252086,0.9800408462350482,11.34880807973267,0.049608912616658764,6.940517746881148,21.908033521199847,4.453388087817235,0.49627478880678066,10.804076290597697,3.4335038271551332,16.2545372794418,1.4754480171378754,0.5611530927533163,-0.013356952100409325,0.9863710250937787,-0.019797674067414547,355.4919325104086,0.4790647267794067,32.32416461824443,5.014541180570552,10.656827805948238,3.413706153087718
FAPs,Ccl12,Ccr5,FAPs,2.0,0.6666666666666666,1.827328789652847,1.0,3.0,1.0,8.14884313331763,0.6416809605444965,14.890615659876211,0.6416809605444965,1.0,0.3333333333333333,0.331954592470103,1.0,2.0,0.6666666666666666,1.512523180217597,0.1872747916953112,0.5020890158907165,0.1872747916953112,1.495374197182744,5.504755262024045,2.460678423896271,0.0,1.0,0.0,6.636319953100033,5.387582312718876,2.429638006196011,0.45440616884918533,3.426413959591991,1.776699460053802,14.388526643985495,0.45440616884918533,29.657322085526893,4.890316430092281,3.426413959591991,1.776699460053802
MuSCs,Slamf7,Slamf7,MuSCs,3.0,1.0,3.3721227002908583,1.0,3.0,1.0,3.3721227002908583,1.0,11.37121150581691,1.0,2.0,0.6666666666666666,0.6251467229776844,0.4644895655134954,2.0,0.6666666666666666,0.6251467229776844,0.4644895655134954,0.3908084252497376,0.2157505564709157,2.746975977313174,5.3941300119575795,2.431390294533475,0.5355104344865046,2.152900892175038,1.1062819072159689,2.746975977313174,5.3941300119575795,2.431390294533475,0.5355104344865046,2.152900892175038,1.1062819072159689,10.980403080567173,0.7842494435290843,29.096638585901484,4.86278058906695,4.634982251528075,2.2125638144319377
FAPs,Rspo1,Lgr6,ECs,3.0,1.0,30.933735958237467,0.8054238045873204,2.0,0.6666666666666666,7.429250268708568,0.05752594402432986,229.8144661798956,0.04633276469855298,3.0,1.0,5.788577626602937,0.8857519672561183,2.0,0.6666666666666666,1.3803294433556101,0.022206273653256618,7.99014413314957,0.01966925057379976,25.14515833163453,5.3439269460727825,2.4179002856452536,-0.08032816266879783,0.9093107713690568,-0.13715465229505622,6.048920825352958,5.382229803522776,2.4282039906299153,0.03531967037107324,2.5905266647875207,1.3732454336010167,221.82432204674603,0.026663514124753217,28.76224287700138,4.8461042762751685,2.3555937998100496,1.2360907813059598
ECs,Nrtn,Gfra1,FAPs,2.0,0.6666666666666666,3.35964746601762,0.4834793559164899,3.0,1.0,968.7165200811016,0.7256301295646631,3254.54600197988,0.3508271876755225,1.0,0.3333333333333333,0.33998777867499,0.5059775856902707,3.0,1.0,386.313155377097,0.5151072351143946,131.34175156958548,0.260632715194772,3.01965968734263,9.881671273923235,3.304755063540033,-0.022498229773780853,0.9555351256457575,-0.06561918697661492,582.4033647040046,2.507593921142798,1.3263037375390994,0.2105228944502685,1.4086972189461011,0.4943615565261694,3123.2042504102947,0.09019447248075052,24.779218817221317,4.631058801079132,1.3460596741024924,0.428742369549555
FAPs,Nrtn,Gfra1,FAPs,3.0,1.0,3.1936746141966266,0.4595945738642958,3.0,1.0,968.7165200811016,0.7256301295646631,3093.765358535911,0.3334956701803651,1.0,0.3333333333333333,0.331954592470103,0.4940224143097293,3.0,1.0,386.313155377097,0.5151072351143946,128.23842605904377,0.2544745199196226,2.8617200217265237,9.620817686034153,3.266159515768096,-0.03442784044543351,0.9303111772903307,-0.10421473474855229,582.4033647040046,2.507593921142798,1.3263037375390994,0.2105228944502685,1.4086972189461011,0.4943615565261694,2965.5269324768674,0.07902115026074247,24.125103945922373,4.592463253307196,1.310526768203362,0.39014682177761684
FAPs,Il1b,Il1r1,FAPs,3.0,1.0,7.272472339351251,0.5468940184105647,3.0,1.0,1424.68175056987,0.4426348558721197,10360.9586233979,0.2420743550164847,1.0,0.3333333333333333,0.331954592470103,0.05061922960378409,3.0,1.0,1304.615066767923,0.4037776587831453,433.07296281930223,0.020438914018822408,6.940517746881148,21.908033521199847,4.453388087817235,0.49627478880678066,10.804076290597697,3.4335038271551332,120.06668380194697,1.0920322682608612,0.12701548681831387,0.03885719708897439,1.096234143330459,0.13255597470744468,9927.885660578599,0.22163544099766228,23.924279539290854,4.5804035746355485,11.843797316900297,3.5660598018625786
FAPs,Il1b,Il1rap,FAPs,3.0,1.0,7.272472339351251,0.5468940184105647,3.0,1.0,307.355383714501,0.3221546500147443,2235.233526414399,0.1761844510962126,1.0,0.3333333333333333,0.331954592470103,0.05061922960378409,3.0,1.0,295.8436972810346,0.2940756550798375,98.20667396577437,0.014885883105369509,6.940517746881148,21.908033521199847,4.453388087817235,0.49627478880678066,10.804076290597697,3.4335038271551332,11.511686433466366,1.0389113796888867,0.05507259597824259,0.028078994934906787,1.0954822150350518,0.13156606261292694,2137.0268524486246,0.1612985679908431,22.760505331780116,4.5084606837954775,11.835673426231653,3.56506988976806
FAPs,Il1b,Il1rap,ECs,3.0,1.0,7.272472339351251,0.5468940184105647,3.0,1.0,142.06929072868098,0.1489099754148274,1033.1949870955839,0.08143797483603336,1.0,0.3333333333333333,0.331954592470103,0.05061922960378409,3.0,1.0,138.1393191152165,0.1373137610651887,45.855981380989206,0.006950716799117936,6.940517746881148,21.908033521199847,4.453388087817235,0.49627478880678066,10.804076290597697,3.4335038271551332,3.929971613464488,1.028449333894477,0.04047072187484052,0.0115962143496387,1.0844504895917422,0.11696418850952532,987.3390057145947,0.07448725803691543,22.531302481815857,4.4938588096920755,11.716485822925206,3.5504680156646584
