Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Delta ligand expressing cells,Delta ligand detection rate,Delta ligand expression,Delta ligand specificity,Delta receptor expressing cells,Delta receptor detection rate,Delta receptor expression,Delta receptor specificity,Delta edge expression weight,Delta edge specificity weight
FAPs,Fn1,Tnfrsf11b,ECs,3.0,1.0,32473.90490686003,0.8795213390118256,1.0,0.3333333333333333,6.486589931951468,0.06372511150509462,210644.90461998762,0.05604759539963872
FAPs,Col1a1,Gp6,ECs,3.0,1.0,98585.98873544204,0.9522285977990064,1.0,0.3333333333333333,1.6794540081403568,1.0,165570.63392821822,0.9522285977990064
FAPs,Plg,Itgb1,MuSCs,1.0,0.3333333333333333,16.26577503103507,0.8097456584024253,3.0,1.0,9467.22486725476,0.4481939397836227,153991.7498589867,0.3629230968620665
FAPs,Fn1,Itgb6,ECs,3.0,1.0,32473.90490686003,0.8795213390118256,2.0,0.6666666666666666,4.12859084234712,0.1116373784185934,134071.4664137135,0.09818745655049116
FAPs,Col1a2,Gp6,ECs,3.0,1.0,76063.00907878396,0.9438598009394731,1.0,0.3333333333333333,1.6794540081403568,1.0,127744.32546858,0.9438598009394731
FAPs,Plg,Itgb1,ECs,1.0,0.3333333333333333,16.26577503103507,0.8097456584024253,3.0,1.0,7174.603593975859,0.3396574916364293,116700.487996467,0.2750361791964567
ECs,Ltf,Lrp1,FAPs,1.0,0.3333333333333333,2.3512356113964974,0.4522850064722892,3.0,1.0,41293.654289515514,0.7483130919576523,97091.11049020458,0.3384507916393655
FAPs,Plg,Itgb1,FAPs,1.0,0.3333333333333333,16.26577503103507,0.8097456584024253,3.0,1.0,4481.225705510929,0.2121485685799482,72890.60918913218,0.1717863823439022
FAPs,Plg,F3,FAPs,1.0,0.3333333333333333,16.26577503103507,0.8097456584024253,3.0,1.0,3616.858917926676,0.97779057835907,58831.01347798824,0.7917616756530533
ECs,Lama1,Itga1,ECs,2.0,0.6666666666666666,2.85845355294253,0.2064671688278149,3.0,1.0,15892.739724515268,0.6049168601993761,45428.65833153154,0.1248954715015763
FAPs,C1qb,Lrp1,FAPs,1.0,0.3333333333333333,1.036324224812903,0.07569864531711502,3.0,1.0,41293.654289515514,0.7483130919576523,42793.61427127419,0.056646287334255994
FAPs,Myoc,Fzd10,MuSCs,3.0,1.0,7628.541067031408,0.983035487991788,2.0,0.6666666666666666,5.046740315368467,0.8335639720243323,38499.26575043139,0.8194229660113126
FAPs,Plg,F2r,MuSCs,1.0,0.3333333333333333,16.26577503103507,0.8097456584024253,3.0,1.0,2053.286528563123,0.4990995360094845,33398.29674786272,0.40414368239434495
FAPs,C3,C5ar2,MuSCs,3.0,1.0,9153.8873166745,0.9945361993095536,2.0,0.6666666666666666,3.636964008998623,0.5469109309576641,33292.35871317414,0.5439227186354847
ECs,Ltf,Lrp1,MuSCs,1.0,0.3333333333333333,2.3512356113964974,0.4522850064722892,3.0,1.0,13019.69346855973,0.2359395709444996,30612.366932744015,0.1067119303717021
MuSCs,Vtn,Tnfrsf11b,ECs,3.0,1.0,4423.32134775281,0.871648319878846,1.0,0.3333333333333333,6.486589931951468,0.06372511150509462,28692.27172011937,0.05554588637750785
ECs,Vwf,Tnfrsf11b,ECs,3.0,1.0,4366.521887554133,0.9691793035064572,1.0,0.3333333333333333,6.486589931951468,0.06372511150509462,28323.83691345435,0.061761059184378936
FAPs,F9,Lrp1,FAPs,1.0,0.3333333333333333,0.6639091849402067,1.0,3.0,1.0,41293.654289515514,0.7483130919576523,27415.236362554908,0.7483130919576523
FAPs,Plg,F2r,FAPs,1.0,0.3333333333333333,16.26577503103507,0.8097456584024253,3.0,1.0,1682.3651024437531,0.4089383680006026,27364.97227641436,0.3311360680426612
ECs,Lama1,Itgb1,MuSCs,2.0,0.6666666666666666,2.85845355294253,0.2064671688278149,3.0,1.0,9467.22486725476,0.4481939397836227,27061.62255831024,0.09253733383290874
ECs,Lama1,Itga1,MuSCs,2.0,0.6666666666666666,2.85845355294253,0.2064671688278149,3.0,1.0,9456.57884268694,0.3599407075749181,27031.191391559638,0.07431593883887377
MuSCs,Thbs1,Tnfrsf11b,ECs,3.0,1.0,3797.9467817841164,0.4825076735370587,1.0,0.3333333333333333,6.486589931951468,0.06372511150509462,24635.72335680832,0.03074785529821287
MuSCs,Gdf2,Eng,ECs,2.0,0.6666666666666666,1.92857885879796,0.026648352340027732,3.0,1.0,12696.132256185,0.8488319397942277,24485.49225778124,0.022619972609105782
FAPs,Thbs1,Tnfrsf11b,ECs,3.0,1.0,3556.531629049777,0.4518372428029766,1.0,0.3333333333333333,6.486589931951468,0.06372511150509462,23069.76225766123,0.0287933786797742
MuSCs,Gdf2,Bmpr2,ECs,2.0,0.6666666666666666,1.92857885879796,0.026648352340027732,3.0,1.0,10864.7580368588,0.5133103985841846,20953.54265584111,0.01367887636127142
ECs,Lama1,Itgb1,ECs,2.0,0.6666666666666666,2.85845355294253,0.2064671688278149,3.0,1.0,7174.603593975859,0.3396574916364293,20508.27113415454,0.07012812066933079
MuSCs,Fn1,Tnfrsf11b,ECs,3.0,1.0,3041.2797928767027,0.0823698438303755,1.0,0.3333333333333333,6.486589931951468,0.06372511150509462,19727.53488472146,0.00524902748274791
MuSCs,Myl9,Cd69,FAPs,3.0,1.0,4228.04974617951,0.9403576944986044,1.0,0.3333333333333333,4.4907383075226015,0.3881627453898341,18987.064961279542,0.3650118243450332
ECs,Cntn4,Ptprg,ECs,2.0,0.6666666666666666,1.728404619545487,1.0,3.0,1.0,10817.15269616215,0.6817736544135894,18696.41669037558,0.6817736544135894
MuSCs,Vtn,Itgb6,ECs,3.0,1.0,4423.32134775281,0.871648319878846,2.0,0.6666666666666666,4.12859084234712,0.1116373784185934,18262.08400909077,0.09730853333424587
ECs,Wnt3a,Lrp1,FAPs,1.0,0.3333333333333333,0.3603661073306367,0.1726244215957441,3.0,1.0,41293.654289515514,0.7483130919576523,14880.83345376975,0.1291771146717126
ECs,Gnai2,Oprm1,MuSCs,3.0,1.0,3813.4955093549906,0.5975515343045162,2.0,0.6666666666666666,3.74074820913332,1.0,14265.326497157641,0.5975515343045162
FAPs,Wnt8a,Fzd4,ECs,2.0,0.6666666666666666,2.350655778892453,0.7223449947904705,3.0,1.0,5814.3498393653545,0.5738104159906445,13667.53505040657,0.4144890819494799
MuSCs,Proc,Tek,ECs,1.0,0.3333333333333333,2.108272100214656,0.1974726674174809,3.0,1.0,6477.7129320986205,0.8312071270326554,13656.7814479432,0.1641406885515593
FAPs,C1qb,Lrp1,MuSCs,1.0,0.3333333333333333,1.036324224812903,0.07569864531711502,3.0,1.0,13019.69346855973,0.2359395709444996,13492.623741106789,0.017860305897199967
