Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
FAPs,Agt,Mas1,ECs,2,0.6666666666666666,0.4683593333333333,1.405078,0.6051469521021553,0.6051469521021552,3,1.0,0.6774196666666666,2.032259,0.1470994981014133,0.1470994981014133,0.3172758234668889,0.08901681293182706,2.855482411202,0.08901681293182705
FAPs,Agt,Mas1,FAPs,2,0.6666666666666666,0.4683593333333333,1.405078,0.6051469521021553,0.6051469521021552,3,1.0,3.062384333333333,9.187152999999999,0.664986891572823,0.664986891572823,1.434296284770444,0.4024147906231803,12.908666562934,0.4024147906231802
FAPs,Agt,Mas1,sCs,2,0.6666666666666666,0.4683593333333333,1.405078,0.6051469521021553,0.6051469521021552,3,1.0,0.865376,2.596128,0.1879136103257636,0.1879136103257636,0.4053069264426667,0.1137153485471479,3.647762337984001,0.1137153485471479
sCs,Agt,Mas1,ECs,3,1.0,0.3056003333333333,0.916801,0.3948530478978448,0.3948530478978448,3,1.0,0.6774196666666666,2.032259,0.1470994981014133,0.1470994981014133,0.2070196759398889,0.0580826851695863,1.863177083459,0.0580826851695863
sCs,Agt,Mas1,FAPs,3,1.0,0.3056003333333333,0.916801,0.3948530478978448,0.3948530478978448,3,1.0,3.062384333333333,9.187152999999999,0.664986891572823,0.664986891572823,0.9358656730614442,0.2625721009496428,8.422791057552999,0.2625721009496428
sCs,Agt,Mas1,sCs,3,1.0,0.3056003333333333,0.916801,0.3948530478978448,0.3948530478978448,3,1.0,0.865376,2.596128,0.1879136103257636,0.1879136103257636,0.2644591940586666,0.07419826177861569,2.380132746528,0.07419826177861569
FAPs,Agt,Agtr1a,ECs,2,0.6666666666666666,0.4683593333333333,1.405078,0.6051469521021553,0.6051469521021552,1,0.3333333333333333,0.7246186666666666,2.173856,0.02655111241446272,0.02655111241446271,0.3393819156408889,0.01606732475253381,3.054437240768,0.0160673247525338
FAPs,Agt,Agtr1a,FAPs,2,0.6666666666666666,0.4683593333333333,1.405078,0.6051469521021553,0.6051469521021552,3,1.0,17.195945,51.587835,0.630085160334334,0.630085160334334,8.053881336236666,0.3812941143411201,72.48493202613,0.38129411434112
FAPs,Agt,Agtr1a,sCs,2,0.6666666666666666,0.4683593333333333,1.405078,0.6051469521021553,0.6051469521021552,3,1.0,9.370898,28.112694,0.3433637272512032,0.3433637272512032,4.388947540014667,0.2077855130085014,39.500527860132,0.2077855130085013
sCs,Agt,Agtr1a,ECs,3,1.0,0.3056003333333333,0.916801,0.3948530478978448,0.3948530478978448,1,0.3333333333333333,0.7246186666666666,2.173856,0.02655111241446272,0.02655111241446271,0.2214437060728889,0.01048378766192891,1.992993354656,0.01048378766192891
