Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand detection rate,Ligand average expression value,Ligand derived specificity of average expression value,Receptor detection rate,Receptor average expression value,Receptor derived specificity of average expression value,Edge average expression weight,Edge average expression derived specificity
FAPs,Agt,Mas1,ECs,0.6666666666666666,0.4683593333333333,0.6051469521021553,1.0,0.6774196666666666,0.1470994981014133,0.3172758234668889,0.089016812931827
FAPs,Agt,Mas1,FAPs,0.6666666666666666,0.4683593333333333,0.6051469521021553,1.0,3.062384333333333,0.664986891572823,1.434296284770444,0.4024147906231803
FAPs,Agt,Mas1,sCs,0.6666666666666666,0.4683593333333333,0.6051469521021553,1.0,0.865376,0.1879136103257636,0.4053069264426667,0.1137153485471479
sCs,Agt,Mas1,ECs,1.0,0.3056003333333333,0.3948530478978448,1.0,0.6774196666666666,0.1470994981014133,0.2070196759398889,0.0580826851695863
sCs,Agt,Mas1,FAPs,1.0,0.3056003333333333,0.3948530478978448,1.0,3.062384333333333,0.664986891572823,0.9358656730614442,0.2625721009496428
sCs,Agt,Mas1,sCs,1.0,0.3056003333333333,0.3948530478978448,1.0,0.865376,0.1879136103257636,0.2644591940586666,0.0741982617786156
FAPs,Agt,Agtr1a,FAPs,0.6666666666666666,0.4683593333333333,0.6051469521021553,1.0,17.195945,0.630085160334334,8.053881336236666,0.3812941143411201
FAPs,Agt,Agtr1a,sCs,0.6666666666666666,0.4683593333333333,0.6051469521021553,1.0,9.370898,0.3433637272512032,4.388947540014667,0.2077855130085014
sCs,Agt,Agtr1a,FAPs,1.0,0.3056003333333333,0.3948530478978448,1.0,17.195945,0.630085160334334,5.255086523981666,0.248791045993214
sCs,Agt,Agtr1a,sCs,1.0,0.3056003333333333,0.3948530478978448,1.0,9.370898,0.3433637272512032,2.863749552432667,0.1355782142427019
FAPs,Agt,Agtr2,FAPs,0.6666666666666666,0.4683593333333333,0.6051469521021553,1.0,64.154275,0.9711753522845754,30.04725346948333,0.5877038043917477
FAPs,Agt,Agtr2,sCs,0.6666666666666666,0.4683593333333333,0.6051469521021553,1.0,1.904109666666667,0.0288246477154245,0.8918075340735556,0.0174431477104075
sCs,Agt,Agtr2,FAPs,1.0,0.3056003333333333,0.3948530478978448,1.0,64.154275,0.9711753522845754,19.60556782475833,0.3834715478928278
sCs,Agt,Agtr2,sCs,1.0,0.3056003333333333,0.3948530478978448,1.0,1.904109666666667,0.0288246477154245,0.5818965488365555,0.011381500005017
ECs,Serping1,Sele,ECs,0.6666666666666666,6.159891999999999,0.0070795331820162,1.0,6.490547666666667,0.8021666724616637,39.98107264751867,0.0056789655751999
ECs,Serping1,Sele,FAPs,0.6666666666666666,6.159891999999999,0.0070795331820162,1.0,1.600723,0.1978333275383364,9.860280801916,0.0014005676068163
FAPs,Serping1,Sele,ECs,1.0,771.4717003333334,0.8866485810946614,1.0,6.490547666666667,0.8021666724616637,5007.273844497883,0.7112399419395601
FAPs,Serping1,Sele,FAPs,1.0,771.4717003333334,0.8866485810946614,1.0,1.600723,0.1978333275383364,1234.912494572674,0.1754086391551014
