Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand detection rate,Ligand average expression value,Ligand derived specificity of average expression value,Receptor detection rate,Receptor average expression value,Receptor derived specificity of average expression value,Edge average expression weight,Edge average expression derived specificity
FAPs,Agt,Mas1,ECs,1.0,1.761113666666667,0.9277541615420762,1.0,0.7936323333333334,0.1780604748250411,1.3976767485418893,0.16519634652509
FAPs,Agt,Mas1,FAPs,1.0,1.761113666666667,0.9277541615420762,1.0,3.064063333333333,0.6874575910180047,5.396163811865557,0.6377916409506446
FAPs,Agt,Mas1,MuSCs,1.0,1.761113666666667,0.9277541615420762,1.0,0.5993986666666667,0.1344819341569541,1.055609183648445,0.1247661740663417
FAPs,Agt,Agtr1a,ECs,1.0,1.761113666666667,0.9277541615420762,1.0,7.720721333333333,0.1914196631940246,13.59706785665822,0.177590389129239
FAPs,Agt,Agtr1a,FAPs,1.0,1.761113666666667,0.9277541615420762,1.0,18.940215,0.4695843069053151,33.35587148610499,0.4356587949262576
FAPs,Agt,Agtr1a,MuSCs,1.0,1.761113666666667,0.9277541615420762,1.0,13.673067000000001,0.3389960299006603,24.079825158949,0.3145049774865797
FAPs,Agt,Agtr2,FAPs,1.0,1.761113666666667,0.9277541615420762,1.0,34.682839,0.9919940127517238,61.080421761699675,0.9203265735552352
FAPs,Agt,Agtr2,MuSCs,1.0,1.761113666666667,0.9277541615420762,0.6666666666666666,0.2799113333333333,0.008005987248276263,0.4929556745882223,0.007427587986841099
ECs,Serping1,Sele,ECs,1.0,29.82164133333333,0.02335016309719764,1.0,4.699506666666667,0.9660495246229048,140.1470022569422,0.02255741395991507
FAPs,Serping1,Sele,ECs,1.0,1160.126729666667,0.9083721465342726,1.0,4.699506666666667,0.9660495246229048,5452.0233002466975,0.8775324803401217
MuSCs,Serping1,Sele,ECs,1.0,86.94000199999998,0.0680734907807228,1.0,4.699506666666667,0.9660495246229048,408.5751189990133,0.06576236340813896
Resolving-Mac,Serping1,Sele,ECs,1.0,0.2607933333333334,0.0002041995878070102,1.0,4.699506666666667,0.9660495246229048,1.2256000086222227,0.00019726691472915533
ECs,Serping1,Lrp1,ECs,1.0,29.82164133333333,0.02335016309719764,1.0,8.131234,0.02090995573015823,242.48674394540532,0.0004882508766543769
ECs,Serping1,Lrp1,FAPs,1.0,29.82164133333333,0.02335016309719764,1.0,243.3763986666667,0.6258570005346471,7257.883670035678,0.014613863038006918
ECs,Serping1,Lrp1,MuSCs,1.0,29.82164133333333,0.02335016309719764,1.0,33.41874933333333,0.08593831749489128,996.6019564272391,0.0020066737298044647
ECs,Serping1,Lrp1,Resolving-Mac,1.0,29.82164133333333,0.02335016309719764,1.0,103.9426383333333,0.2672947262403034,3099.74007961705,0.006241375452731878
FAPs,Serping1,Lrp1,ECs,1.0,1160.126729666667,0.9083721465342726,1.0,8.131234,0.02090995573015823,9433.261908574408,0.018994021370540442
FAPs,Serping1,Lrp1,FAPs,1.0,1160.126729666667,0.9083721465342726,1.0,243.3763986666667,0.6258570005346471,282347.4654632109,0.5685110669991588
FAPs,Serping1,Lrp1,MuSCs,1.0,1160.126729666667,0.9083721465342726,1.0,33.41874933333333,0.08593831749489128,38769.9843736301,0.07806397393237823
FAPs,Serping1,Lrp1,Resolving-Mac,1.0,1160.126729666667,0.9083721465342726,1.0,103.9426383333333,0.2672947262403034,120586.63308257509,0.2428030842321952
MuSCs,Serping1,Lrp1,ECs,1.0,86.94000199999998,0.0680734907807228,1.0,8.131234,0.02090995573015823,706.9295002224678,0.0014234136786222481
MuSCs,Serping1,Lrp1,FAPs,1.0,86.94000199999998,0.0680734907807228,1.0,243.3763986666667,0.6258570005346471,21159.14458683279,0.04260427075594612
MuSCs,Serping1,Lrp1,MuSCs,1.0,86.94000199999998,0.0680734907807228,1.0,33.41874933333333,0.08593831749489128,2905.426133877498,0.005850121263699311
MuSCs,Serping1,Lrp1,Resolving-Mac,1.0,86.94000199999998,0.0680734907807228,1.0,103.9426383333333,0.2672947262403034,9036.773184585274,0.01819568508245512
Resolving-Mac,Serping1,Lrp1,ECs,1.0,0.2607933333333334,0.0002041995878070102,1.0,8.131234,0.02090995573015823,2.120571618973333,4.269804341161141e-06
Resolving-Mac,Serping1,Lrp1,FAPs,1.0,0.2607933333333334,0.0002041995878070102,1.0,243.3763986666667,0.6258570005346471,63.47094226294223,0.0001277997415353067
Resolving-Mac,Serping1,Lrp1,MuSCs,1.0,0.2607933333333334,0.0002041995878070102,1.0,33.41874933333333,0.08593831749489128,8.715387034471112,1.7548569009284767e-05
Resolving-Mac,Serping1,Lrp1,Resolving-Mac,1.0,0.2607933333333334,0.0002041995878070102,1.0,103.9426383333333,0.2672947262403034,27.10754712641111,5.458147292125759e-05
ECs,Serping1,Selp,ECs,1.0,29.82164133333333,0.02335016309719764,1.0,15.960007999999998,0.9899803616776064,475.95363425313064,0.02311620290819482
ECs,Serping1,Selp,Resolving-Mac,1.0,29.82164133333333,0.02335016309719764,0.6666666666666666,0.061977666666666674,0.0038444011345483537,1.848275746010222,8.976739350275571e-05
FAPs,Serping1,Selp,ECs,1.0,1160.126729666667,0.9083721465342726,1.0,15.960007999999998,0.9899803616776064,18515.63188649384,0.8992705861638629
FAPs,Serping1,Selp,Resolving-Mac,1.0,1160.126729666667,0.9083721465342726,0.6666666666666666,0.061977666666666674,0.0038444011345483537,71.9019477423708,0.0034921469107284807
MuSCs,Serping1,Selp,ECs,1.0,86.94000199999998,0.0680734907807228,1.0,15.960007999999998,0.9899803616776064,1387.563127440016,0.06739141902375717
MuSCs,Serping1,Selp,Resolving-Mac,1.0,86.94000199999998,0.0680734907807228,0.6666666666666666,0.061977666666666674,0.0038444011345483537,5.388338463955335,0.0002617018051900777
Resolving-Mac,Serping1,Selp,ECs,1.0,0.2607933333333334,0.0002041995878070102,1.0,15.960007999999998,0.9899803616776064,4.162263686346668,0.0002021535817916021
Resolving-Mac,Serping1,Selp,Resolving-Mac,1.0,0.2607933333333334,0.0002041995878070102,0.6666666666666666,0.061977666666666674,0.0038444011345483537,0.016163362282222232,7.850251270395762e-07
ECs,Col1a2,Cd44,ECs,1.0,19.360223666666673,0.005884129141485179,1.0,31.82741333333334,0.11439079293222802,616.1858408647822,0.00067309019821012
ECs,Col1a2,Cd44,FAPs,1.0,19.360223666666673,0.005884129141485179,1.0,85.46317833333335,0.30716290493577897,1654.586247797554,0.001807386200115859
ECs,Col1a2,Cd44,MuSCs,1.0,19.360223666666673,0.005884129141485179,1.0,38.69562533333333,0.1390758092255191,749.1559613748661,0.0008183400219395103
ECs,Col1a2,Cd44,Resolving-Mac,1.0,19.360223666666673,0.005884129141485179,1.0,122.2478306666667,0.4393704929064738,2366.7453444714592,0.002585312721219689
FAPs,Col1a2,Cd44,ECs,1.0,3161.845459,0.9609758299542276,1.0,31.82741333333334,0.11439079293222802,100633.36231971609,0.1099267871771701
FAPs,Col1a2,Cd44,FAPs,1.0,3161.845459,0.9609758299542276,1.0,85.46317833333335,0.30716290493577897,270221.3623249572,0.2951761275018118
FAPs,Col1a2,Cd44,MuSCs,1.0,3161.845459,0.9609758299542276,1.0,38.69562533333333,0.1390758092255191,122349.58724336539,0.1336484911970491
FAPs,Col1a2,Cd44,Resolving-Mac,1.0,3161.845459,0.9609758299542276,1.0,122.2478306666667,0.4393704929064738,386528.748266001,0.4222244240781968
MuSCs,Col1a2,Cd44,ECs,1.0,106.9830526666667,0.03251522857790212,1.0,31.82741333333334,0.11439079293222802,3404.99383688377,0.0037194427793988656
MuSCs,Col1a2,Cd44,FAPs,1.0,106.9830526666667,0.03251522857790212,1.0,85.46317833333335,0.30716290493577897,9143.111708695727,0.009987472064639277
MuSCs,Col1a2,Cd44,MuSCs,1.0,106.9830526666667,0.03251522857790212,1.0,38.69562533333333,0.1390758092255191,4139.7761230056,0.004522081726624464
MuSCs,Col1a2,Cd44,Resolving-Mac,1.0,106.9830526666667,0.03251522857790212,1.0,122.2478306666667,0.4393704929064738,13078.446106597748,0.01428623200723952
Resolving-Mac,Col1a2,Cd44,ECs,1.0,2.055785333333333,0.0006248123263850286,1.0,31.82741333333334,0.11439079293222802,65.43032952860445,7.147277744901349e-05
Resolving-Mac,Col1a2,Cd44,FAPs,1.0,2.055785333333333,0.0006248123263850286,1.0,85.46317833333335,0.30716290493577897,175.69394855771782,0.0001919191692121075
