Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
ECs,Agt,Mas1,ECs,1,0.3333333333333333,0.05671333333333334,0.17014,0.02987656731692481,0.02987656731692481,3,1.0,0.7936323333333334,2.380897,0.1780604748250411,0.1780604748250411,0.04500953506444445,0.005319835762593936,0.4050858155800001,0.005319835762593936
ECs,Agt,Mas1,FAPs,1,0.3333333333333333,0.05671333333333334,0.17014,0.02987656731692481,0.02987656731692481,3,1.0,3.064063333333333,9.19219,0.6874575910180047,0.6874575910180047,0.1737732451777778,0.02053887299558039,1.5639592066,0.02053887299558039
ECs,Agt,Mas1,sCs,1,0.3333333333333333,0.05671333333333334,0.17014,0.02987656731692481,0.02987656731692481,3,1.0,0.5993986666666667,1.798196,0.1344819341569541,0.1344819341569541,0.03399389638222223,0.004017858558750489,0.3059450674400001,0.004017858558750489
FAPs,Agt,Mas1,ECs,3,1.0,1.761113666666667,5.283341,0.9277541615420762,0.9277541615420761,3,1.0,0.7936323333333334,2.380897,0.1780604748250411,0.1780604748250411,1.397676748541889,0.16519634652509,12.579090736877,0.1651963465250899
FAPs,Agt,Mas1,FAPs,3,1.0,1.761113666666667,5.283341,0.9277541615420762,0.9277541615420761,3,1.0,3.064063333333333,9.19219,0.6874575910180047,0.6874575910180047,5.396163811865556,0.6377916409506446,48.56547430679,0.6377916409506444
FAPs,Agt,Mas1,sCs,3,1.0,1.761113666666667,5.283341,0.9277541615420762,0.9277541615420761,3,1.0,0.5993986666666667,1.798196,0.1344819341569541,0.1344819341569541,1.055609183648445,0.1247661740663417,9.500482652836,0.1247661740663416
sCs,Agt,Mas1,ECs,1,0.3333333333333333,0.08042766666666666,0.241283,0.04236927114099899,0.04236927114099899,3,1.0,0.7936323333333334,2.380897,0.1780604748250411,0.1780604748250411,0.06382999676122222,0.00754429253735719,0.574469970851,0.00754429253735719
sCs,Agt,Mas1,FAPs,1,0.3333333333333333,0.08042766666666666,0.241283,0.04236927114099899,0.04236927114099899,3,1.0,3.064063333333333,9.19219,0.6874575910180047,0.6874575910180047,0.2464354644188889,0.02912707707177984,2.21791917977,0.02912707707177984
sCs,Agt,Mas1,sCs,1,0.3333333333333333,0.08042766666666666,0.241283,0.04236927114099899,0.04236927114099899,3,1.0,0.5993986666666667,1.798196,0.1344819341569541,0.1344819341569541,0.04820823616311112,0.005697901531861962,0.433874125468,0.005697901531861962
ECs,Agt,Agtr1a,ECs,1,0.3333333333333333,0.05671333333333334,0.17014,0.02987656731692481,0.02987656731692481,3,1.0,7.720721333333333,23.162164,0.1914196631940246,0.1914196631940246,0.4378678425511111,0.005718962453199352,3.94081058296,0.005718962453199351
ECs,Agt,Agtr1a,FAPs,1,0.3333333333333333,0.05671333333333334,0.17014,0.02987656731692481,0.02987656731692481,3,1.0,18.940215,56.820645,0.4695843069053151,0.4695843069053151,1.0741627267,0.01402956715622813,9.667464540300001,0.01402956715622813
ECs,Agt,Agtr1a,sCs,1,0.3333333333333333,0.05671333333333334,0.17014,0.02987656731692481,0.02987656731692481,3,1.0,13.673067,41.019201,0.3389960299006603,0.3389960299006603,0.7754452064599999,0.01012803770749733,6.97900685814,0.01012803770749733
FAPs,Agt,Agtr1a,ECs,3,1.0,1.761113666666667,5.283341,0.9277541615420762,0.9277541615420761,3,1.0,7.720721333333333,23.162164,0.1914196631940246,0.1914196631940246,13.59706785665822,0.177590389129239,122.373610709924,0.1775903891292389
FAPs,Agt,Agtr1a,FAPs,3,1.0,1.761113666666667,5.283341,0.9277541615420762,0.9277541615420761,3,1.0,18.940215,56.820645,0.4695843069053151,0.4695843069053151,33.35587148610499,0.4356587949262576,300.202843374945,0.4356587949262575
FAPs,Agt,Agtr1a,sCs,3,1.0,1.761113666666667,5.283341,0.9277541615420762,0.9277541615420761,3,1.0,13.673067,41.019201,0.3389960299006603,0.3389960299006603,24.079825158949,0.3145049774865797,216.718426430541,0.3145049774865797
sCs,Agt,Agtr1a,ECs,1,0.3333333333333333,0.08042766666666666,0.241283,0.04236927114099899,0.04236927114099899,3,1.0,7.720721333333333,23.162164,0.1914196631940246,0.1914196631940246,0.6209596018235555,0.008110311611586336,5.588636416411999,0.008110311611586334
sCs,Agt,Agtr1a,FAPs,1,0.3333333333333333,0.08042766666666666,0.241283,0.04236927114099899,0.04236927114099899,3,1.0,18.940215,56.820645,0.4695843069053151,0.4695843069053151,1.523317298615,0.01989594482282938,13.709855687535,0.01989594482282938
sCs,Agt,Agtr1a,sCs,1,0.3333333333333333,0.08042766666666666,0.241283,0.04236927114099899,0.04236927114099899,3,1.0,13.673067,41.019201,0.3389960299006603,0.3389960299006603,1.099692874987,0.01436301470658328,9.897235874882998,0.01436301470658328
ECs,Agt,Agtr2,FAPs,1,0.3333333333333333,0.05671333333333334,0.17014,0.02987656731692481,0.02987656731692481,3,1.0,34.682839,104.048517,0.9919940127517238,0.9919940127517238,1.966979409153333,0.02963737589996325,17.70281468238,0.02963737589996325
ECs,Agt,Agtr2,sCs,1,0.3333333333333333,0.05671333333333334,0.17014,0.02987656731692481,0.02987656731692481,2,0.6666666666666666,0.2799113333333333,0.839734,0.008005987248276263,0.008005987248276263,0.01587470475111111,0.0002391914169615674,0.14287234276,0.0002391914169615674
FAPs,Agt,Agtr2,FAPs,3,1.0,1.761113666666667,5.283341,0.9277541615420762,0.9277541615420761,3,1.0,34.682839,104.048517,0.9919940127517238,0.9919940127517238,61.08042176169967,0.9203265735552352,549.723795855297,0.9203265735552352
FAPs,Agt,Agtr2,sCs,3,1.0,1.761113666666667,5.283341,0.9277541615420762,0.9277541615420761,2,0.6666666666666666,0.2799113333333333,0.839734,0.008005987248276263,0.008005987248276263,0.4929556745882223,0.007427587986841099,4.436601071294,0.007427587986841098
sCs,Agt,Agtr2,FAPs,1,0.3333333333333333,0.08042766666666666,0.241283,0.04236927114099899,0.04236927114099899,3,1.0,34.682839,104.048517,0.9919940127517238,0.9919940127517238,2.789459814145667,0.04203006329652539,25.105138327311,0.04203006329652539
sCs,Agt,Agtr2,sCs,1,0.3333333333333333,0.08042766666666666,0.241283,0.04236927114099899,0.04236927114099899,2,0.6666666666666666,0.2799113333333333,0.839734,0.008005987248276263,0.008005987248276263,0.02251261541355555,0.0003392078444735974,0.202613538722,0.0003392078444735974
ECs,Serping1,Sele,ECs,3,1.0,29.82164133333333,89.464924,0.02335016309719764,0.02335016309719765,3,1.0,4.699506666666667,14.09852,0.9660495246229048,0.9660495246229047,140.1470022569422,0.02255741395991507,1261.32302031248,0.02255741395991508
ECs,Serping1,Sele,FAPs,3,1.0,29.82164133333333,89.464924,0.02335016309719764,0.02335016309719765,1,0.3333333333333333,0.1651576666666667,0.495473,0.03395047537709522,0.03395047537709522,4.925272698783556,0.0007927491372825659,44.327454289052,0.0007927491372825661
FAPs,Serping1,Sele,ECs,3,1.0,1160.126729666667,3480.380189,0.9083721465342723,0.9083721465342726,3,1.0,4.699506666666667,14.09852,0.9660495246229048,0.9660495246229047,5452.023300246698,0.8775324803401214,49068.20970222027,0.8775324803401215
FAPs,Serping1,Sele,FAPs,3,1.0,1160.126729666667,3480.380189,0.9083721465342723,0.9083721465342726,1,0.3333333333333333,0.1651576666666667,0.495473,0.03395047537709522,0.03395047537709522,191.6038237093774,0.03083966619415094,1724.434413384397,0.03083966619415095
M2,Serping1,Sele,ECs,3,1.0,0.2607933333333334,0.7823800000000001,0.0002041995878070102,0.0002041995878070102,3,1.0,4.699506666666667,14.09852,0.9660495246229048,0.9660495246229047,1.225600008622223,0.0001972669147291553,11.0304000776,0.0001972669147291553
M2,Serping1,Sele,FAPs,3,1.0,0.2607933333333334,0.7823800000000001,0.0002041995878070102,0.0002041995878070102,1,0.3333333333333333,0.1651576666666667,0.495473,0.03395047537709522,0.03395047537709522,0.04307201841555557,6.932673077854892e-06,0.3876481657400001,6.932673077854893e-06
sCs,Serping1,Sele,ECs,3,1.0,86.94000199999999,260.820006,0.0680734907807228,0.06807349078072282,3,1.0,4.699506666666667,14.09852,0.9660495246229048,0.9660495246229047,408.5751189990133,0.06576236340813896,3677.17607099112,0.06576236340813897
